generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,2.96769,-29790.9,50,1
5000,0,2.12413,-28572.2,0.365909,0.1654
10000,0,2.23682,-28572.2,0.00549578,0.1698
15000,0,2.76176,-28571.8,1.02475,0.1686
20000,0,2.90705,-28569.6,0.014041,0.179
25000,1,10.6366,-28555.3,1.04624,0.3424
30000,1,10.2402,-28557.8,0.777276,0.3836
35000,1,9.77331,-28557.7,0.659296,0.3848
40000,1,9.39447,-28555.9,0.642127,0.3278
45000,1,9.92783,-28558.8,0.913878,0.328
50000,1,9.98067,-28556.2,1.34554,0.372
55000,1,10.7661,-28555.7,0.951086,0.368
60000,1,9.33002,-28555,1.21037,0.3574
65000,2,12.4787,-28559.7,4.10013,0.3174
70000,1,7.14237,-28556.8,5.30296,0.2856
75000,1,9.67279,-28556.5,0.964204,0.3014
80000,2,14.2672,-28491.9,6.2701,0.321
85000,5,33.1537,-28476,4.61046,0.3458
90000,3,17.3752,-28470.7,5.29335,0.3268
95000,2,13.9598,-28471.6,2.57218,0.311
100000,4,31.5712,-28453.9,3.97264,0.310187
105000,6,43.5354,-28451,9.76943,0.4024
110000,6,45.3116,-28401.9,9.68441,0.3558
115000,6,46.6458,-28401.6,10.1717,0.3562
120000,12,79.4626,-28400.4,13.1363,0.415
125000,13,85.7571,-28362.6,14.1315,0.3982
130000,8,57.6341,-28324.5,9.2039,0.368
135000,10,65.1274,-28309.1,7.93228,0.3916
140000,10,71.3706,-28304,16.516,0.3764
145000,13,90.0015,-28297.2,10.5776,0.374
150000,10,73.3336,-28287.8,10.7343,0.3496
155000,19,129.422,-28282.3,25.0082,0.3632
160000,15,102.386,-28277,11.92,0.3942
165000,19,124.237,-28255.6,12.7719,0.4018
170000,19,126.671,-28260.5,23.2335,0.412
175000,21,143.847,-28242.7,17.4662,0.4238
180000,22,146.529,-28235.4,22.87,0.4102
185000,17,114.202,-28222.8,23.9215,0.384
190000,23,152.22,-28220,26.8545,0.3664
195000,21,141.842,-28232,20.1322,0.4006
200000,20,131.648,-28225.6,24.753,0.3816
205000,19,131.528,-28207.4,16.0835,0.3964
210000,27,176.576,-28218.8,25.5711,0.3842
215000,23,157.194,-28217.9,23.478,0.3818
220000,23,161.585,-28201.5,22.7872,0.3608
225000,22,154.657,-28219.8,31.6932,0.3806
230000,23,157.208,-28214.4,16.4393,0.3786
235000,23,145.843,-28217.6,36.5652,0.3824
240000,22,138.629,-28217.4,22.3476,0.3908
245000,22,150.178,-28216.8,23.4703,0.3878
250000,27,186.652,-28213.7,15.5166,0.3976
255000,28,185.616,-28194.6,24.4089,0.3954
260000,30,196.844,-28199.4,30.7293,0.3634
265000,30,192.26,-28190.4,26.328,0.3874
270000,31,195.826,-28184.1,32.212,0.3944
275000,31,201.958,-28188.1,24.2495,0.4018
280000,30,196.323,-28180.2,24.5376,0.4064
285000,33,220.575,-28174.4,33.8287,0.3862
290000,29,194.211,-28163.3,33.989,0.396
295000,30,201.411,-28169.4,32.3941,0.382
300000,39,256.339,-28171,35.6071,0.4068
305000,46,303.098,-28152.9,40.7838,0.4206
310000,48,307.807,-28154,60.8331,0.42
315000,46,299.113,-28152.9,47.5388,0.406
320000,39,253.996,-28140.3,26.203,0.4028
325000,36,235.391,-28149.7,32.1658,0.3772
330000,40,261.16,-28160.5,35.8748,0.4032
335000,47,300.028,-28180.6,41.2732,0.4118
340000,34,226.528,-28161.9,25.2478,0.4154
345000,26,176.745,-28156,22.5384,0.395
350000,31,217.933,-28159.2,43.2059,0.3868
355000,35,233.146,-28163.9,33.2441,0.4038
360000,35,234.006,-28171.4,30.6644,0.4112
365000,32,210.371,-28141.6,34.557,0.3952
370000,36,238.542,-28149.3,42.5746,0.386
375000,35,226.865,-28151.7,40.5714,0.389
380000,35,229.84,-28120.3,25.7725,0.3772
385000,38,246.736,-28125.9,43.3122,0.3822
390000,35,232.226,-28146.5,36.1936,0.4042
395000,36,232.251,-28125.5,39.3168,0.3902
400000,46,292.666,-28126.4,71.7841,0.39
405000,48,292.282,-28129.2,55.4572,0.4212
410000,43,280.675,-28119.3,33.5302,0.4072
415000,52,345.318,-28127.4,41.6016,0.4112
420000,52,340.726,-28123.8,49.9996,0.4184
425000,47,299.788,-28122.4,47.6554,0.3964
430000,45,287.628,-28125.3,40.0818,0.4064
435000,35,235.698,-28119.3,31.1634,0.3826
440000,43,288.752,-28110.9,43.2818,0.3884
445000,48,291.308,-28118.1,45.2669,0.4074
450000,47,298.883,-28104.7,42.9266,0.3976
455000,42,265.626,-28109.8,40.626,0.3932
460000,39,246.757,-28126.3,41.5183,0.3882
465000,38,249.675,-28125.1,35.9982,0.386
470000,39,259.118,-28121.3,29.3072,0.3778
475000,32,213.193,-28121.1,33.1254,0.3522
480000,43,287.167,-28140.2,60.2433,0.398
485000,40,264.885,-28132.2,32.8572,0.389
490000,47,296.608,-28130.3,50.3918,0.386
495000,56,355.435,-28132.9,65.0208,0.4148
500000,43,279.101,-28122.7,56.1088,0.4012
505000,38,253.582,-28134,28.7323,0.4046
510000,34,215.282,-28135.6,39.0353,0.3844
515000,31,206.45,-28132.8,27.8723,0.3858
520000,30,198.287,-28136.8,38.7016,0.3774
525000,40,256.888,-28136.9,36.8805,0.3806
530000,39,247.023,-28136,36.5871,0.4006
535000,42,279.919,-28132.6,43.0894,0.3912
540000,43,275.553,-28113.3,46.9554,0.4056
545000,44,282.007,-28111.5,44.3654,0.4038
550000,40,251.941,-28108.6,38.2927,0.3866
555000,43,267.736,-28113.5,37.9467,0.3722
560000,38,245.358,-28097.9,42.1744,0.3728
565000,39,246.837,-28112.9,47.3826,0.3726
570000,44,276.638,-28109.6,51.5779,0.3746
575000,49,318.896,-28104.9,49.8593,0.3966
580000,50,305.16,-28106.3,57.0228,0.4028
585000,47,293.864,-28094.6,42.0826,0.3888
590000,46,275.951,-28104.1,41.5352,0.3832
595000,45,289.947,-28117.9,57.4917,0.3874
600000,45,270.272,-28109.8,45.808,0.3882
605000,53,327.065,-28119.1,60.467,0.3932
610000,51,331.989,-28109.8,40.4432,0.414
615000,49,306.874,-28107.2,61.0542,0.3998
620000,42,254.771,-28109.2,39.9305,0.3904
625000,39,250.541,-28104.4,43.41,0.3812
630000,49,308.047,-28125.9,56.9027,0.3896
635000,46,294.667,-28132.3,47.9682,0.3924
640000,46,289.572,-28116.7,38.9606,0.3984
645000,50,316.052,-28107.1,57.6989,0.3918
650000,55,330.929,-28123.7,65.128,0.392
655000,52,339.218,-28112.2,37.6867,0.396
660000,52,328.28,-28095.6,40.4488,0.3854
665000,54,339.23,-28106.4,52.4473,0.3862
670000,47,292.623,-28103.3,61.8711,0.3756
675000,42,268.487,-28111.1,30.2874,0.385
680000,37,250.469,-28131,36.924,0.3814
685000,41,268.415,-28121.5,40.443,0.3916
690000,37,249.556,-28113.6,33.648,0.3992
695000,37,237.972,-28111.4,31.6315,0.3836
700000,33,219.53,-28134.2,36.902,0.3596
705000,34,219.735,-28142.2,33.8212,0.3914
710000,36,228.475,-28138.7,33.2627,0.3812
715000,37,240.529,-28158.7,36.5935,0.3906
720000,30,201.058,-28169.5,22.4992,0.389
725000,32,214.214,-28147,26.9672,0.3768
730000,35,231.141,-28142.4,39.4942,0.3912
735000,37,250.535,-28139.4,30.9492,0.3944
740000,41,263.548,-28130.6,38.3697,0.394
745000,41,269.347,-28125.8,46.1416,0.3844
750000,44,298.443,-28120,57.7816,0.3824
755000,46,305.439,-28122.9,38.6355,0.4008
760000,46,306.5,-28128.4,38.2936,0.3972
765000,44,294.493,-28128.6,37.2127,0.3938
770000,45,310.017,-28123,35.2861,0.4044
775000,41,268.124,-28118.6,39.5661,0.3934
780000,42,285.247,-28112.3,37.0039,0.3866
785000,41,273.626,-28111.2,39.5608,0.3906
790000,37,243.741,-28114.8,28.5039,0.3778
795000,34,223.889,-28118.5,30.6517,0.3626
800000,34,219.64,-28109.8,31.1462,0.3624
805000,42,262.943,-28116.3,30.6075,0.3892
810000,40,249.136,-28123.2,43.8414,0.3686
815000,38,257.997,-28116.5,25.9257,0.3826
820000,37,244.091,-28110.9,34.9403,0.3718
825000,38,250.047,-28120.1,30.8289,0.3788
830000,44,291.797,-28115.8,46.4292,0.3532
835000,45,276.611,-28128.5,42.3192,0.373
840000,43,275.004,-28111.8,38.9343,0.3984
845000,36,230.432,-28120.9,42.8336,0.3738
850000,34,221.093,-28118.5,30.7518,0.3662
855000,39,245.933,-28099.5,44.1673,0.3622
860000,41,257.322,-28116.4,34.0556,0.3804
865000,46,289.973,-28119.1,42.5563,0.3866
870000,53,338.646,-28103.4,56.4254,0.3992
875000,55,359.754,-28100.8,47.6069,0.3966
880000,46,301.607,-28102.5,53.3457,0.3996
885000,44,288.1,-28093,48.3255,0.3874
890000,49,322.763,-28100.6,54.076,0.3932
895000,49,319.851,-28102.9,54.5471,0.3968
900000,49,321.316,-28094.6,47.8997,0.3974
905000,39,258.867,-28103.9,40.7339,0.3828
910000,38,250.678,-28126.1,42.5483,0.3802
915000,42,281.027,-28113.2,37.7645,0.3866
920000,50,309.317,-28108.2,53.315,0.3898
925000,48,315.272,-28089.8,52.895,0.3962
930000,41,270.245,-28088.2,39.2692,0.3768
935000,37,237.338,-28085,42.7249,0.3714
940000,37,244.278,-28092.4,37.3764,0.3652
945000,42,273.489,-28096.1,40.1309,0.37
950000,45,300.521,-28074.4,43.9778,0.3892
955000,42,277.157,-28096.5,44.9768,0.3862
960000,45,289.122,-28080.4,40.5812,0.3796
965000,48,306.706,-28082.4,45.5195,0.3918
970000,50,334.207,-28082.6,44.8928,0.3866
975000,54,345.142,-28081.6,66.5087,0.4246
980000,55,356.702,-28084.4,48.1688,0.4094
985000,57,370.335,-28099.6,51.7209,0.4
990000,56,355.184,-28097.4,55.8609,0.401
995000,54,353.904,-28089,47.2135,0.3988
1000000,52,332.491,-28076.9,54.5741,0.389
1005000,52,339.817,-28080.5,54.772,0.4034
1010000,39,266.563,-28098,40.0782,0.3932
1015000,36,231.476,-28095.6,32.2064,0.366
1020000,42,270.326,-28105.9,52.0417,0.3572
1025000,38,247.953,-28084.4,43.9078,0.381
1030000,45,286.719,-28088.5,43.8673,0.3744
1035000,45,287.99,-28099.4,39.2185,0.3786
1040000,46,301.381,-28091.7,42.897,0.3694
1045000,49,324.109,-28074.6,58.2174,0.3862
1050000,51,328.145,-28084.2,49.2783,0.3936
1055000,46,297.527,-28087.9,45.5856,0.3864
1060000,47,298.51,-28080.4,54.9901,0.3844
1065000,42,265.694,-28076.4,38.8892,0.3854
1070000,42,274.584,-28086,51.1576,0.3886
1075000,47,303.323,-28087.7,50.9623,0.3792
1080000,51,333.911,-28075.4,54.3089,0.3794
1085000,48,306.382,-28085.2,69.1209,0.3984
1090000,57,356.312,-28090.2,47.7809,0.407
1095000,52,338.18,-28089,52.9113,0.4046
1100000,49,316.237,-28103.8,55.4661,0.3958
1105000,55,361.539,-28110.3,49.0076,0.4068
1110000,56,363.279,-28096.9,60.5581,0.403
1115000,57,372.782,-28094.3,62.9385,0.3998
1120000,58,384.637,-28090.3,56.1875,0.3938
1125000,61,389.271,-28076,57.1471,0.4144
1130000,46,304.371,-28071.2,45.508,0.3928
1135000,45,290.796,-28076.1,39.7057,0.391
1140000,53,346.285,-28068.6,46.1432,0.378
1145000,53,334.964,-28081.8,69.4741,0.3806
1150000,55,345.985,-28092.7,55.437,0.3772
1155000,50,318.002,-28086.6,46.7213,0.3838
1160000,51,327.133,-28088.4,48.188,0.3756
1165000,45,301.72,-28095.9,49.1532,0.3872
1170000,46,298.411,-28086,38.3222,0.382
1175000,53,338.096,-28090.3,57.1245,0.3924
1180000,49,313.137,-28079.5,55.7037,0.3886
1185000,53,326.285,-28092,47.9328,0.3886
1190000,63,398.222,-28103.2,55.0543,0.4018
1195000,64,411.667,-28091.8,61.6879,0.4176
1200000,51,331.552,-28074.8,54.4215,0.4066
1205000,52,332.822,-28093,51.4894,0.384
1210000,53,344.112,-28078.3,48.4514,0.3896
1215000,61,382.158,-28079.3,71.862,0.3922
1220000,65,402.681,-28073.3,71.2641,0.401
1225000,56,355.042,-28064.7,48.6739,0.3928
1230000,56,363.382,-28062.2,55.2775,0.3866
1235000,53,338.565,-28059.8,50.8496,0.3876
1240000,50,319.297,-28051.6,42.0269,0.3718
1245000,57,365.888,-28083.4,59.9961,0.3832
1250000,55,368.446,-28061.3,46.4976,0.3954
1255000,46,283.766,-28080.4,31.8172,0.3648
1260000,50,328.484,-28059.2,53.4153,0.3794
1265000,48,316.424,-28081.9,55.2934,0.3886
1270000,52,335.521,-28080,57.0046,0.382
1275000,53,334.26,-28068.9,64.5257,0.3682
1280000,52,335.08,-28072.8,51.6625,0.3924
1285000,49,316.117,-28076,47.7967,0.388
1290000,45,284.238,-28090.8,42.9122,0.375
1295000,43,293.121,-28084.4,32.8983,0.3754
1300000,48,313.022,-28088.9,45.5316,0.386
1305000,50,314.511,-28089.7,59.5929,0.401
1310000,43,270.208,-28115.3,52.4666,0.3654
1315000,46,295.203,-28091.6,47.3639,0.3692
1320000,44,278.987,-28108.8,44.4682,0.3862
1325000,58,375.713,-28091,55.2191,0.386
1330000,54,356.44,-28094.1,67.984,0.414
1335000,53,342.422,-28076.2,34.5445,0.3924
1340000,48,305.628,-28093.8,51.5219,0.382
1345000,55,351.366,-28106.4,55.0169,0.3756
1350000,48,298.1,-28101.5,55.2596,0.3746
1355000,47,300.881,-28090.9,42.723,0.3792
1360000,45,290.281,-28086.3,49.2821,0.366
1365000,44,292.783,-28090.1,46.139,0.3898
1370000,39,252.708,-28076.1,49.0397,0.3818
1375000,40,255.043,-28081.8,35.2427,0.3628
1380000,41,262.273,-28091.5,48.6262,0.3824
1385000,44,279.835,-28076.7,44.1071,0.377
1390000,43,265.446,-28088.4,41.7101,0.386
1395000,51,319.585,-28089.9,61.8995,0.373
1400000,50,315.925,-28084.8,53.2393,0.3922
1405000,48,303.613,-28102.3,47.0478,0.3868
1410000,55,347.184,-28105.5,58.5288,0.3926
1415000,56,354.251,-28082.8,55.5908,0.4026
1420000,51,313.8,-28091.8,63.5805,0.4036
1425000,53,305.446,-28090.8,54.66,0.3894
1430000,50,308.694,-28091.9,37.9334,0.408
1435000,42,259.453,-28099.6,32.4983,0.39
1440000,45,281.021,-28112.4,45.7924,0.376
1445000,37,234.982,-28122.1,41.2401,0.3782
1450000,53,333.306,-28130.9,57.2652,0.3948
1455000,45,292.571,-28127.8,35.0432,0.3934
1460000,40,251.599,-28123.1,36.5225,0.3982
1465000,38,249.882,-28097.2,36.9343,0.3788
1470000,39,258.505,-28100.1,37.393,0.3778
1475000,53,332.463,-28098.8,37.9243,0.3926
1480000,42,262.291,-28108.7,40.9175,0.4062
1485000,48,316.041,-28105,52.5647,0.3968
1490000,52,337.968,-28097.2,45.8679,0.3904
1495000,51,327.231,-28094.4,46.8034,0.3922
1500000,53,344.142,-28102.9,75.5118,0.4024
1505000,51,337.595,-28105.6,51.8113,0.3996
1510000,54,338.33,-28093.7,52.3449,0.4076
1515000,55,358.175,-28093.7,68.381,0.4056
1520000,62,393.404,-28086.7,57.3846,0.4108
1525000,63,399.806,-28086.2,66.1312,0.408
1530000,61,385.898,-28080.9,62.9214,0.4076
1535000,70,433.742,-28083.4,51.293,0.4134
1540000,74,466.648,-28061.6,67.2078,0.4106
1545000,73,474.136,-28068.3,70.6046,0.4246
1550000,71,465.414,-28059.7,74.9154,0.4246
1555000,79,485.211,-28066.4,91.5464,0.4092
1560000,59,362.932,-28066.9,73.4059,0.416
1565000,56,357.96,-28076.1,53.4617,0.4002
1570000,58,374.12,-28085.1,45.904,0.4046
1575000,56,361.539,-28068.6,54.9658,0.403
1580000,53,338.829,-28094.7,49.888,0.4024
1585000,64,413.922,-28104.5,67.4078,0.4064
1590000,63,402.6,-28091.8,64.3723,0.4062
1595000,50,316.657,-28088,47.0113,0.3958
1600000,49,306.636,-28088.9,57.0589,0.3734
1605000,54,342.856,-28065.2,58.5815,0.3728
1610000,58,365.102,-28067.6,51.4007,0.391
1615000,52,333.836,-28064.1,51.117,0.3896
1620000,53,336.248,-28053.5,53.0445,0.3694
1625000,52,347.681,-28068.5,50.7304,0.3928
1630000,48,303.896,-28048.1,51.9755,0.381
1635000,49,309.278,-28066.8,49.3527,0.3754
1640000,50,333.189,-28065.8,41.5443,0.3862
1645000,50,336.366,-28060.3,41.7669,0.381
1650000,50,325.649,-28066.9,50.9062,0.3744
1655000,47,313.607,-28069.2,46.9198,0.3728
1660000,48,314.166,-28080.4,51.4565,0.3936
1665000,55,361.071,-28080.5,53.7159,0.3954
1670000,45,297.754,-28067.6,44.9955,0.381
1675000,55,355.388,-28059.8,38.7455,0.381
1680000,48,316.862,-28060.3,49.8553,0.3712
1685000,54,354.302,-28057.8,47.1663,0.366
1690000,59,382.385,-28071.6,56.5219,0.4116
1695000,48,320.859,-28071.2,47.6712,0.3776
1700000,41,268.34,-28074,38.6811,0.3748
1705000,43,281.975,-28093.7,43.0428,0.3654
1710000,47,298.608,-28074.9,46.8036,0.36
1715000,50,318.367,-28074.3,43.1624,0.37
1720000,49,322.813,-28074.3,49.4446,0.3852
1725000,49,321.157,-28071.1,52.3203,0.3704
1730000,49,330.803,-28070.8,54.0224,0.3754
1735000,45,296.722,-28057.2,42.0381,0.382
1740000,47,308.386,-28058.3,46.6783,0.378
1745000,46,301.442,-28051.5,41.6165,0.3682
1750000,50,326.76,-28050.2,57.6219,0.3726
1755000,52,326.928,-28060.7,44.5551,0.366
1760000,49,324.605,-28070.8,49.8076,0.3724
1765000,46,307.531,-28069.3,48.3119,0.3872
1770000,47,316.552,-28075.2,46.4998,0.3632
1775000,50,319.814,-28063.8,50.6142,0.3746
1780000,52,336.26,-28079.3,56.2783,0.3842
1785000,45,291.304,-28083.2,53.399,0.3768
1790000,53,349.015,-28077,61.7818,0.3742
1795000,71,464.392,-28087.6,56.0444,0.4088
1800000,56,358.906,-28087.2,49.017,0.4074
1805000,57,370.454,-28070.7,50.0499,0.4048
1810000,56,344.388,-28071.5,49.2583,0.392
1815000,53,336.016,-28058.1,56.6044,0.383
1820000,47,298.162,-28063.6,50.6927,0.382
1825000,50,320.825,-28067.5,46.976,0.3704
1830000,47,305.643,-28046.4,51.2815,0.3636
1835000,53,333.918,-28047.6,59.362,0.3682
1840000,59,361.113,-28054.3,64.3809,0.345
1845000,65,410.496,-28055.6,67.7198,0.3978
1850000,60,385.289,-28056.3,54.3698,0.3762
1855000,57,361.507,-28059.8,53.8433,0.374
1860000,59,368.322,-28059.2,60.1769,0.3966
1865000,65,411.927,-28060.6,61.2021,0.3976
1870000,61,396.529,-28050,39.6812,0.397
1875000,59,371.767,-28040.5,45.4779,0.401
1880000,52,327.244,-28042.9,68.1077,0.375
1885000,51,324.482,-28042.8,46.1805,0.3608
1890000,49,317.214,-28027.9,52.1507,0.368
1895000,55,354.492,-28029,54.8757,0.3808
1900000,62,389.442,-28031.4,55.2062,0.3876
1905000,64,422.88,-28036,75.7354,0.3832
1910000,68,441.25,-28048.8,57.923,0.4104
1915000,72,450.943,-28029.1,75.1212,0.3888
1920000,74,471.121,-28022,62.8402,0.396
1925000,69,432.629,-28052.6,72.7116,0.4084
1930000,70,424.548,-28043.5,60.2536,0.3962
1935000,70,434.536,-28040.9,72.9299,0.3996
1940000,63,402.437,-28053.6,55.7913,0.4014
1945000,63,399.824,-28045.9,62.8308,0.3914
1950000,57,371.631,-28055.2,47.2807,0.4036
1955000,68,452.363,-28072.3,65.5963,0.417
1960000,57,372.565,-28072.2,55.8443,0.405
1965000,49,325.62,-28074.1,57.1186,0.3828
1970000,42,274.642,-28087.2,31.9584,0.3758
1975000,45,303.296,-28085.9,42.5926,0.382
1980000,41,276.375,-28084.2,39.4924,0.3928
1985000,49,316.17,-28083.1,47.6886,0.3848
1990000,54,345.311,-28084.1,68.1461,0.3896
1995000,44,286.814,-28082.7,45.7162,0.3782
2000000,52,344.13,-28081.9,43.5689,0.3986
2005000,52,341.012,-28065.3,52.0342,0.3868
2010000,55,361.488,-28063.1,49.7313,0.3808
2015000,56,362.472,-28065.3,57.879,0.3834
2020000,53,346.758,-28068.3,43.7814,0.3828
2025000,57,369.372,-28048.8,58.9266,0.3906
2030000,60,371.791,-28065.3,58.7495,0.381
2035000,64,400.055,-28074.8,57.0476,0.3956
2040000,60,381.007,-28055.6,52.7065,0.4102
2045000,57,351.929,-28057.7,62.9173,0.3904
2050000,57,366.147,-28064.4,66.6935,0.3918
2055000,62,406.328,-28047.6,60.2127,0.3748
2060000,68,436.591,-28059.4,68.6806,0.4042
2065000,72,450.178,-28029.9,81.6429,0.3972
2070000,73,456.898,-28056.3,71.1165,0.3882
2075000,76,470.525,-28030.7,74.7017,0.4152
2080000,67,422.583,-28055.3,73.9952,0.3916
2085000,65,418.401,-28053.1,73.4502,0.4052
2090000,60,387.034,-28050.2,49.7115,0.3864
2095000,64,415.866,-28057.9,61.4761,0.3858
2100000,54,348.713,-28070.7,43.6029,0.3944
2105000,54,347.025,-28074.9,56.8452,0.387
2110000,44,295.215,-28071.7,41.0098,0.3872
2115000,41,272.89,-28068.2,29.3895,0.3642
2120000,38,257.578,-28063.4,34.3237,0.3596
2125000,45,298.329,-28060.2,49.9658,0.3614
2130000,44,276.085,-28070.8,35.8184,0.3788
2135000,43,273.293,-28073.7,43.8032,0.3792
2140000,37,243.294,-28062.7,32.4675,0.3668
2145000,40,266.922,-28059.2,50.0382,0.3764
2150000,57,377.811,-28067.1,57.2252,0.3862
2155000,59,382.656,-28075.5,72.0308,0.4206
2160000,54,353.577,-28071,56.2652,0.4012
2165000,51,329.146,-28068.1,38.3798,0.3948
2170000,43,286.756,-28061.7,41.8295,0.3974
2175000,51,331.745,-28067.9,58.3909,0.3934
2180000,59,375.363,-28072.1,49.3757,0.4002
2185000,63,414.041,-28057.1,69.4422,0.3986
2190000,57,363.086,-28053.6,47.0248,0.4016
2195000,47,288.462,-28053.6,43.2517,0.386
2200000,44,282.363,-28072.8,47.3106,0.3676
2205000,45,297.042,-28068.1,53.7707,0.3816
2210000,45,292.967,-28051.2,33.7631,0.3824
2215000,46,292.498,-28048.4,36.7347,0.3566
2220000,42,271.829,-28049.5,48.7265,0.3746
2225000,51,333.532,-28048,55.9258,0.3724
2230000,51,335.835,-28063.9,58.3605,0.372
2235000,53,347.905,-28068.5,52.2676,0.3848
2240000,60,390.523,-28056.6,52.9866,0.391
2245000,48,313.662,-28063.1,50.4553,0.3764
2250000,60,384.388,-28039.9,74.7421,0.383
2255000,56,359.692,-28045.5,55.0566,0.3826
2260000,60,384.827,-28048.5,61.8807,0.3892
2265000,49,309.667,-28045.5,47.652,0.3914
2270000,49,304.771,-28048.4,47.2761,0.3698
2275000,52,329.519,-28045.9,49.1783,0.3778
2280000,46,301.059,-28046.8,42.2409,0.3634
2285000,52,340.252,-28058.6,56.6228,0.3624
2290000,60,392.616,-28064.9,68.9443,0.3866
2295000,53,340.93,-28056.4,62.7282,0.3892
2300000,46,294.183,-28054.2,46.4004,0.3698
2305000,55,340.477,-28056,58.5737,0.382
2310000,54,341.502,-28049.5,54.8092,0.385
2315000,49,319.657,-28048.9,50.8578,0.371
2320000,46,288.416,-28049.9,54.5434,0.3582
2325000,55,345.721,-28064.2,40.1451,0.3688
2330000,59,346.467,-28056.3,59.2034,0.3878
2335000,56,343.706,-28044.6,73.8483,0.3992
2340000,61,380.738,-28062.9,57.2952,0.3852
2345000,56,352.848,-28055,56.5043,0.3926
2350000,51,316.438,-28053.6,64.5492,0.3834
2355000,50,315.061,-28064.7,62.8459,0.369
2360000,51,309.875,-28064.1,61.8277,0.3848
2365000,51,320.858,-28075.5,62.3969,0.3726
2370000,58,355.345,-28079.7,57.291,0.3998
2375000,64,383.785,-28082.5,51.1507,0.4018
2380000,52,311.535,-28069.1,45.0006,0.392
2385000,61,372.524,-28058,67.026,0.3856
2390000,68,414.722,-28040.9,69.5355,0.386
2395000,68,427.879,-28057.5,62.7126,0.3908
2400000,67,426.251,-28031.5,70.4758,0.4114
2405000,65,410.841,-28042.5,67.9012,0.3908
2410000,65,411.478,-28048.4,71.4417,0.3744
2415000,58,359.954,-28040.1,55.7446,0.372
2420000,62,378.894,-28048,74.3618,0.3774
2425000,60,366.668,-28041.2,64.4535,0.3958
2430000,65,381.692,-28032.5,68.6425,0.395
2435000,69,423.871,-28043.6,64.3171,0.3902
2440000,72,453.357,-28059.6,85.5621,0.3884
2445000,70,420.364,-28044.7,66.5439,0.4068
2450000,71,448.82,-28035.9,79.7037,0.409
2455000,69,427.772,-28046.6,67.4967,0.4018
2460000,68,425.422,-28067.5,66.4715,0.4016
2465000,63,400.26,-28048.1,64.386,0.3958
2470000,63,376.078,-28038.3,54.7221,0.3952
2475000,76,471.721,-28027.6,77.0119,0.3894
2480000,68,421.276,-28035.7,94.529,0.399
2485000,62,401.938,-28024.1,77.6631,0.3938
2490000,70,448.231,-28055.2,68.0722,0.3926
2495000,78,488.446,-28058.4,80.6152,0.408
2500000,74,464.99,-28043.5,75.4309,0.4
2505000,68,430.266,-28042.4,64.3745,0.3876
2510000,64,404.414,-28066.4,56.4367,0.402
2515000,66,429.198,-28033.5,62.9213,0.3906
2520000,64,403.938,-28035.8,57.0045,0.386
2525000,67,420.458,-28049.8,76.8174,0.387
2530000,60,371.267,-28045.7,88.4548,0.386
2535000,60,372.496,-28048.5,56.3127,0.3808
2540000,67,429.799,-28059.6,70.2364,0.3894
2545000,70,438.359,-28060.7,68.9377,0.4032
2550000,67,433.466,-28049.6,70.04,0.392
2555000,68,427.373,-28061.2,61.0641,0.382
2560000,70,434.808,-28056.8,66.7701,0.3886
2565000,69,427.669,-28048.6,53.9142,0.396
2570000,70,443.946,-28064.8,72.6275,0.392
2575000,67,425.744,-28059.6,71.9342,0.3992
2580000,61,377.364,-28060.7,69.1268,0.4096
2585000,69,436.87,-28050,66.498,0.4074
2590000,66,408.022,-28059.3,45.7913,0.4032
2595000,62,370.148,-28055.3,55.736,0.3884
2600000,57,350.955,-28048.6,61.475,0.3792
2605000,65,409.472,-28051.1,59.6068,0.3718
2610000,68,423.027,-28041.5,68.7147,0.392
2615000,66,409.823,-28056.1,75.8101,0.3956
2620000,57,364.98,-28068,57.9175,0.3944
2625000,56,350.665,-28070.6,62.6511,0.3758
2630000,50,320.254,-28078.1,50.6785,0.3758
2635000,58,371.902,-28089,64.5956,0.3958
2640000,62,390.406,-28071.5,65.3204,0.3956
2645000,66,422.362,-28069.2,57.5171,0.4062
2650000,64,412.693,-28052.3,79.9486,0.407
2655000,63,402.754,-28053.9,48.4591,0.3974
2660000,54,336.746,-28057.4,62.4531,0.3904
2665000,60,377.805,-28076.9,65.5262,0.3922
2670000,60,380.824,-28046.9,55.3717,0.3994
2675000,64,417.324,-28067.3,68.5107,0.3946
2680000,66,414.773,-28070.6,65.1951,0.3984
2685000,64,402.839,-28068.9,62.2214,0.3994
2690000,62,382.094,-28063.9,70.9122,0.3984
2695000,49,281.972,-28079.3,50.727,0.3726
2700000,57,347.482,-28071,59.9696,0.3826
2705000,57,358.19,-28072.6,67.9041,0.3714
2710000,44,284.291,-28081.7,39.5233,0.365
2715000,42,278.808,-28081.3,41.7526,0.3886
2720000,44,285.364,-28066.5,44.4737,0.3832
2725000,50,318.917,-28061.7,37.9602,0.3764
2730000,46,285.884,-28062.9,44.2673,0.3816
2735000,54,343.663,-28084.3,46.0065,0.3776
2740000,48,304.893,-28060.5,45.5267,0.3828
2745000,50,309.721,-28066.4,41.3012,0.3932
2750000,57,354.597,-28055.9,53.5644,0.3872
2755000,67,388.662,-28060.8,63.5864,0.399
2760000,56,353.041,-28068,49.2483,0.41
2765000,57,366.5,-28068.7,57.5393,0.4036
