,tiplabel,Genus,Family,lambda_ClaDS,Order,BodyLength_mm,BodyMass_g,Nocturnality,Verticality,Longitude,Latitude,TempSeasonality,RangeSize,AnnuMeanTemp,AnnuPrecip,PrecipSeasonality,Elevation,Afrotropic,Australasia,IndoMalay,Nearctic,Neotropic,Oceania,Palearctic,lambda_BAMM
6592,Scinax_blairi,Scinax,Hylidae,0.071169138,Anura,32.5,2.2,1,0.75,-71.53769076,4.505048753,718.8241565,19,249.3872629,2797.678174,56.77142219,244.3251675,0,0,0,0,1,0,0,0.068426781
6593,Scinax_boesemani,Scinax,Hylidae,0.071398158,Anura,40,3.89,1,0.75,-60.10748291,-2.624006035,575.4729855,404,251.5521455,2350.414941,51.5085777,189.6605144,0,0,0,0,1,0,0,0.0684698
6594,Scinax_boulengeri,Scinax,Hylidae,0.081236712,Anura,53,4.5,0.5,0.75,-83.06308434,11.10431176,492.1753432,32,249.4565687,2863.421945,53.79625742,190.1164008,0,0,0,0,1,0,0,0.068761589
6595,Scinax_brieni,Scinax,Hylidae,0.069355228,Anura,35.1,2.34,1,1,-46.11880325,-23.26618286,2204.176857,11,198.3791441,1617.46896,53.79116452,715.8277352,0,0,0,0,1,0,0,0.068352917
6596,Scinax_cabralensis,Scinax,Hylidae,0.066013408,Anura,25,1.1,1,1,-44.10077059,-17.26368608,1460.649867,2,234.2278335,1114.743732,89.4960267,721.6065593,0,0,0,0,1,0,0,0.068406908
6597,Scinax_caldarum,Scinax,Hylidae,0.095589114,Anura,35,2.4,1,1,-44.54914592,-21.04964901,1973.08005,14,205.369026,1441.426161,75.7662312,892.3095345,0,0,0,0,1,0,0,0.070255939
6598,Scinax_camposseabrai,Scinax,Hylidae,0.085830566,Anura,35.9,2.4,1,1,-41.93838644,-13.99559633,1361.339497,8,235.1788573,735.8161723,80.5273755,614.3310766,0,0,0,0,1,0,0,0.070115744
6599,Scinax_canastrensis,Scinax,Hylidae,0.094457579,Anura,36.2,5.3,1,0.75,-46.58716205,-20.32742425,1835.781013,2,207.6394518,1498.735562,76.55319065,948.3991516,0,0,0,0,1,0,0,0.070089158
6600,Scinax_cardosoi,Scinax,Hylidae,0.073496239,Anura,34.4,2.4,1,0.75,-42.52181538,-21.76139779,1954.665993,9,221.4456485,1386.328235,60.02124968,456.1346652,0,0,0,0,1,0,0,0.068657288
6601,Scinax_carnevallii,Scinax,Hylidae,0.062830284,Anura,32,1.8,1,1,-43.10243262,-20.79828533,1966.975908,8,213.4487838,1375.83737,77.72669446,733.2554494,0,0,0,0,1,0,0,0.068617323
6602,Scinax_castroviejoi,Scinax,Hylidae,0.077152315,Anura,48.7,7.8,1,0.75,-64.41097495,-19.64516482,2455.865864,14,163.6357677,872.1739116,83.98984477,1881.044572,0,0,0,0,1,0,0,0.068761589
6603,Scinax_catharinae,Scinax,Hylidae,0.066660493,Anura,33,2.81,1,1,-49.23597371,-27.05114593,2992.557978,15,188.7562416,1691.455074,26.83977196,470.3424826,0,0,0,0,1,0,0,0.068691494
6604,Scinax_centralis,Scinax,Hylidae,0.077670677,Anura,29.45,1.3,1,0.75,-48.14819232,-16.59752023,1223.936213,10,226.4533218,1528.564114,80.62727514,881.540693,0,0,0,0,1,0,0,0.069154488
6605,Scinax_chiquitanus,Scinax,Hylidae,0.078998271,Anura,36.2,1.9,1,0.75,-65.28537743,-13.78831706,1192.436038,59,248.4599516,1839.102054,59.42192503,260.3392281,0,0,0,0,1,0,0,0.068709346
6606,Scinax_constrictus,Scinax,Hylidae,0.066827692,Anura,25.19,1.1,1,0.5,-49.6741762,-15.5594788,1088.772381,12,246.1707078,1627.528856,82.17008059,589.9546329,0,0,0,0,1,0,0,0.068441005
6607,Scinax_cosenzai,Scinax,Hylidae,0.078508417,Anura,24,1.01,1,1,-42.4801,-20.72039583,1956.517776,2,221.9632894,1272.780553,77.20305335,584.4096599,0,0,0,0,1,0,0,0.068551851
6608,Scinax_cretatus,Scinax,Hylidae,0.071592282,Anura,45,7.07,1,1,-36.72880206,-9.994926367,1184.968021,21,250.1961777,1255.162127,52.81196809,208.8111083,0,0,0,0,1,0,0,0.068611049
6609,Scinax_crospedospilus,Scinax,Hylidae,0.065604771,Anura,37.6,1.76,1,1,-44.67088696,-22.59537376,2087.396589,11,204.5776305,1552.6765,59.58396225,722.3476731,0,0,0,0,1,0,0,0.068370348
6610,Scinax_cruentommus,Scinax,Hylidae,0.062042746,Anura,27.7,1,1,0.75,-66.31675927,-4.102458544,535.7686557,255,251.0994379,2527.92321,39.02763104,159.1558581,0,0,0,0,1,0,0,0.068375573
6611,Scinax_curicica,Scinax,Hylidae,0.084938249,Anura,31.5,1.8,1,1,-43.54423285,-19.24768849,1856.955805,2,210.8940717,1415.490515,85.08612939,867.2863763,0,0,0,0,1,0,0,0.06861052
6612,Scinax_cuspidatus,Scinax,Hylidae,0.095376315,Anura,32.5,2.2,1,1,-41.37012789,-19.41911594,1762.296953,39,230.293638,1311.276839,52.33272904,348.2076708,0,0,0,0,1,0,0,0.070255457
6613,Scinax_danae,Scinax,Hylidae,0.073936022,Anura,29.5,1.55,1,0.75,-61.48444403,6.045615461,630.9601389,1,234.3252083,2196.686528,39.27381944,541.01125,0,0,0,0,1,0,0,0.068497063
6614,Scinax_dolloi,Scinax,Hylidae,0.070450007,Anura,42.9,5.47,1,1,-44.57370109,-22.46322317,2073.095385,1,193.1574359,1650.543846,67.82288462,977.1151282,0,0,0,0,1,0,0,0.068622495
6615,Scinax_duartei,Scinax,Hylidae,0.096281885,Anura,37,2.7,1,1,-43.70448377,-21.2737046,1991.124284,7,206.1868824,1496.32007,75.58812063,833.3762418,0,0,0,0,1,0,0,0.070268564
6616,Scinax_elaeochroa,Scinax,Hylidae,0.069895374,Anura,40.3,4.8,1,0.75,-83.87490609,10.62492709,480.7710965,16,238.8001685,3194.173547,49.25737128,344.7966669,0,0,0,0,1,0,0,0.068339005
6617,Scinax_eurydice,Scinax,Hylidae,0.066548791,Anura,53.95,8.16,1,1,-39.89099194,-15.91352092,1440.579248,73,241.4034045,1279.378463,58.96106757,298.8729775,0,0,0,0,1,0,0,0.068408935
6618,Scinax_exiguus,Scinax,Hylidae,0.062668817,Anura,24.5,1.05,1,0.75,-61.25338652,5.424298604,557.2344357,3,219.9258384,2151.079697,42.76083035,885.9890533,0,0,0,0,1,0,0,0.069214712
6619,Scinax_faivovichi,Scinax,Hylidae,0.065323629,Anura,21.7,0.81,1,1,-44.85300339,-23.42315704,2010.062975,1,211.6929658,1907.144724,47.44985741,145.0983142,0,0,0,0,1,0,0,0.070992263
6620,Scinax_flavoguttatus,Scinax,Hylidae,0.084237249,Anura,45.4,7.18,1,1,-44.27155203,-22.50736622,2123.451132,32,212.7205755,1508.18499,57.39210296,520.2264614,0,0,0,0,1,0,0,0.068578641
6621,Scinax_funereus,Scinax,Hylidae,0.076585272,Anura,39.9,3.8,1,0.75,-73.50089893,-6.25993606,489.9737625,86,246.1966721,2397.1645,34.59964309,254.049759,0,0,0,0,1,0,0,0.068727402
6622,Scinax_fuscomarginatus,Scinax,Hylidae,0.077052997,Anura,21.89,1.14,1,1,-50.52340836,-14.73211714,1506.289259,478,243.4729216,1400.378062,69.58272398,417.4527479,0,0,0,0,1,0,0,0.06842935
6623,Scinax_fuscovarius,Scinax,Hylidae,0.074844347,Anura,47.6,7.6,1,1,-53.55171329,-18.80357383,2049.796996,463,232.0078324,1434.753138,61.64943887,416.0616621,0,0,0,0,1,0,0,0.068410453
6624,Scinax_garbei,Scinax,Hylidae,0.075532469,Anura,49.1,9,1,0.75,-66.62933313,-5.122978575,556.4433968,350,249.9575801,2448.995482,41.71129543,173.3452084,0,0,0,0,1,0,0,0.069151681
6625,Scinax_granulatus,Scinax,Hylidae,0.07018584,Anura,45,7.011,1,0.75,-53.43676451,-29.70577674,3831.184629,84,181.4534397,1491.886326,17.77620853,361.2591731,0,0,0,0,1,0,0,0.068382066
6626,Scinax_hayii,Scinax,Hylidae,0.075632098,Anura,39.2,3.44,1,0.75,-44.98307232,-22.80195545,2180.253836,33,209.2254928,1513.586948,53.98808328,556.8074524,0,0,0,0,1,0,0,0.068543621
6627,Scinax_heyeri,Scinax,Hylidae,0.070267189,Anura,51,7.8,1,1,-40.61905234,-20.062126,1708.898848,1,225.6178414,1347.582176,51.90638767,323.6138021,0,0,0,0,1,0,0,0.068445349
6628,Scinax_hiemalis,Scinax,Hylidae,0.084044179,Anura,26.52,1.24,1,1,-47.76966608,-23.01031085,2274.234223,10,207.2118441,1421.278082,54.13807548,666.8883848,0,0,0,0,1,0,0,0.068456829
6629,Scinax_humilis,Scinax,Hylidae,0.075890705,Anura,40.9,4.8,1,1,-42.92808518,-22.34847592,1978.551304,12,221.4837059,1436.794322,57.86515461,410.2490785,0,0,0,0,1,0,0,0.068337184
6630,Scinax_ictericus,Scinax,Hylidae,0.075732997,Anura,36.7,2.7,1,0.75,-71.00034546,-11.49554095,775.9390772,21,244.9426789,2018.310664,52.9694759,371.2112388,0,0,0,0,1,0,0,0.068466987
6631,Scinax_imbegue,Scinax,Hylidae,0.07913083,Anura,38,2.9,1,0.75,-49.24306,-26.42552819,2663.77032,8,195.7940021,1697.9995,35.18249752,515.9914196,0,0,0,0,1,0,0,0.069166028
6632,Scinax_insperatus,Scinax,Hylidae,0.07473089,Anura,24.1,1.05,1,1,-43.7859407,-22.35700032,2071.846716,1,219.6137224,1442.733581,63.75212169,496.0969872,0,0,0,0,1,0,0,0.068626147
6633,Scinax_iquitorum,Scinax,Hylidae,0.067328111,Anura,38.5,2.96,1,1,-73.8029925,-4.571432455,386.7693571,8,251.0283624,2631.53055,21.22906494,127.3732461,0,0,0,0,1,0,0,0.068398209
6634,Scinax_jolyi,Scinax,Hylidae,0.082129289,Anura,43.7,5.7,1,0.75,-52.03368003,4.573737438,624.419304,2,255.615146,3420.582832,49.24179771,84.25870121,0,0,0,0,1,0,0,0.069046068
6635,Scinax_juncae,Scinax,Hylidae,0.075705793,Anura,27,1.3,1,1,-41.23718,-13.25062498,1375.908401,1,214.3537263,848.7224932,64.38577236,912.4221206,0,0,0,0,1,0,0,0.068727402
6636,Scinax_jureia,Scinax,Hylidae,0.07377803,Anura,33.6,2.31,1,1,-47.50692116,-24.62641449,2485.661742,1,216.8144796,1886.296242,41.14692031,135.5839962,0,0,0,0,1,0,0,0.068451874
6637,Scinax_karenanneae,Scinax,Hylidae,0.066398769,Anura,30.5,1.77,1,0.75,-69.95006092,0.934926813,423.9761475,3,240.6359908,3499.298445,24.8947253,175.0891365,0,0,0,0,1,0,0,0.068471416
6638,Scinax_kautskyi,Scinax,Hylidae,0.064585188,Anura,28.6,1.4,1,1,-40.64445813,-20.36230473,1708.898848,1,225.6178414,1347.582176,51.90638767,323.6138021,0,0,0,0,1,0,0,0.068347317
6639,Scinax_kennedyi,Scinax,Hylidae,0.078923957,Anura,37.3,2.7,1,0.75,-68.71291628,5.775956686,859.5324,14,254.5168922,2537.433538,67.96415671,135.6509701,0,0,0,0,1,0,0,0.068541039
6640,Scinax_lindsayi,Scinax,Hylidae,0.072279179,Anura,25.4,1.17,1,0.75,-68.69587009,0.240452056,392.9540539,18,244.2629727,3450.176109,19.88743719,127.6286991,0,0,0,0,1,0,0,0.068395718
6641,Scinax_littoralis,Scinax,Hylidae,0.096444145,Anura,39.9,3.74,1,1,-46.62241274,-24.14423006,2314.539785,8,208.1418319,1839.566037,45.14310674,355.6380578,0,0,0,0,1,0,0,0.070268564
6642,Scinax_littoreus,Scinax,Hylidae,0.062642225,Anura,25.5,1.2,1,1,-42.43809713,-22.7175996,1927.329673,6,223.8037743,1453.96913,51.95064526,375.3866925,0,0,0,0,1,0,0,0.068382827
6643,Scinax_longilineus,Scinax,Hylidae,0.061755948,Anura,48,7.78,1,1,-44.95349735,-20.80666983,1932.098641,13,206.6617097,1435.459606,77.53916541,903.1297908,0,0,0,0,1,0,0,0.068535484
6644,Scinax_luizotavioi,Scinax,Hylidae,0.083838483,Anura,30,1.64,1,1,-45.12483811,-19.45680826,1752.010492,31,216.3480975,1378.205346,82.09746776,833.6129052,0,0,0,0,1,0,0,0.068608316
6645,Scinax_lutzorum,Scinax,Hylidae,0.092738534,Anura,23,1,1,1,-48.5275,-7.159711996,907.2285124,1,264.6335399,1663.489463,66.92513774,204.5804752,0,0,0,0,1,0,0,0.070292431
6646,Scinax_machadoi,Scinax,Hylidae,0.072004454,Anura,26,1.2,1,1,-43.57119887,-20.54030237,1934.525092,6,208.9358807,1444.994578,80.15436793,840.8789863,0,0,0,0,1,0,0,0.068511639
6647,Scinax_manriquei,Scinax,Hylidae,0.062987082,Anura,32.5,2.21,1,0.5,-72.16101639,7.662148698,446.2898006,5,186.5396946,1862.039272,42.37041053,1554.683187,0,0,0,0,1,0,0,0.068547298
6648,Scinax_maracaya,Scinax,Hylidae,0.07614083,Anura,28,1.31,1,0.75,-46.46872555,-20.52302971,1848.095032,2,207.4452436,1496.127319,76.13722198,947.0031535,0,0,0,0,1,0,0,0.068676754
6649,Scinax_melloi,Scinax,Hylidae,0.068411332,Anura,18.7,0.45,1,1,-43.03319116,-22.39721402,2025.809205,2,220.1063175,1461.819806,60.41559127,474.2788261,0,0,0,0,1,0,0,0.06827377
6650,Scinax_muriciensis,Scinax,Hylidae,0.065978864,Anura,28.9,1.46,1,1,-35.87430664,-9.19988031,1102.945931,1,249.5032041,1573.253605,57.65708106,190.0879132,0,0,0,0,1,0,0,0.068617323
6651,Scinax_nasicus,Scinax,Hylidae,0.069290619,Anura,29.8,1.8,1,0.75,-57.29542701,-22.70140418,2945.429611,257,226.3674148,1276.484826,54.60480063,291.7471907,0,0,0,0,1,0,0,0.06834712
6652,Scinax_nebulosus,Scinax,Hylidae,0.068290525,Anura,23.8,0.88,1,0.75,-58.12813277,-4.52120773,659.8384145,422,253.4643821,2169.255667,57.0181176,174.6795304,0,0,0,0,1,0,0,0.068425817
6653,Scinax_obtriangulatus,Scinax,Hylidae,0.061451393,Anura,39,3.54,1,1,-46.06859863,-22.96230533,2202.276779,16,200.0980885,1567.403459,56.61988281,749.7371139,0,0,0,0,1,0,0,0.068463131
6654,Scinax_oreites,Scinax,Hylidae,0.078188435,Anura,39.3,3.3,1,0.75,-76.48549217,-8.12222122,611.8975918,13,193.0882035,2127.649738,35.62483654,1512.420461,0,0,0,0,1,0,0,0.068447955
6655,Scinax_pachycrus,Scinax,Hylidae,0.076520422,Anura,25.2,1.28,1,1,-40.32672014,-11.92463598,1419.008789,50,241.0666118,718.4094116,68.56296296,556.9022825,0,0,0,0,1,0,0,0.068843911
6656,Scinax_parkeri,Scinax,Hylidae,0.075091774,Anura,23,1,1,0.75,-62.73391865,-15.29637563,1482.39781,52,249.4311123,1498.052002,60.76607441,229.7127171,0,0,0,0,1,0,0,0.068601369
6657,Scinax_pedromedinae,Scinax,Hylidae,0.083723974,Anura,31.5,2.2,1,0.75,-72.08999462,-10.55340643,678.9544462,24,245.6252744,1930.974689,50.1364339,354.1028963,0,0,0,0,1,0,0,0.068580835
6658,Scinax_peixotoi,Scinax,Hylidae,0.063445671,Anura,25.1,1.1,1,1,-46.69067208,-24.24055861,2271.579338,1,220.9432816,2304.581364,38.73328832,17.69308712,0,0,0,0,1,0,0,0.070981879
6659,Scinax_perereca,Scinax,Hylidae,0.069756432,Anura,36.4,2.52,1,1,-50.5103416,-26.26993639,3065.886199,48,186.8813901,1725.270333,23.59396644,650.2292672,0,0,0,0,1,0,0,0.071002891
6660,Scinax_perpusillus,Scinax,Hylidae,0.064911505,Anura,25,1.08,1,1,-44.55356522,-22.96650671,2109.489816,18,213.7170719,1540.025012,53.00414145,459.0207494,0,0,0,0,1,0,0,0.070987649
6661,Scinax_pinima,Scinax,Hylidae,0.074551828,Anura,29,1.55,1,1,-43.53374745,-19.48049788,1820.540289,1,214.1845144,1363.629987,86.00341207,841.7999672,0,0,0,0,1,0,0,0.068430219
6662,Scinax_pombali,Scinax,Hylidae,0.065720061,Anura,34.9,2.4,1,1,-46.29303,-20.60080599,1836.97181,1,207.6068359,1498.686003,76.54707031,948.4659505,0,0,0,0,1,0,0,0.068577298
6663,Scinax_proboscideus,Scinax,Hylidae,0.079694098,Anura,46,7.45,1,0.75,-55.30557672,3.290538737,742.5332488,29,253.303937,2354.036132,53.1692836,195.582029,0,0,0,0,1,0,0,0.069182131
6664,Scinax_pusillus,Scinax,Hylidae,0.081470901,Anura,23,1,1,1,-51.94317,-8.272520735,1234.772449,6,237.9876364,1772.909551,67.94563827,582.4284717,0,0,0,0,1,0,0,0.068526716
6665,Scinax_quinquefasciatus,Scinax,Hylidae,0.067068881,Anura,30,3.16,0,0.75,-79.68850827,-0.719606198,542.7727985,16,231.0465931,1909.447453,80.733777,385.2995065,0,0,0,0,1,0,0,0.068436335
6666,Scinax_ranki,Scinax,Hylidae,0.068063095,Anura,28.7,1.45,1,1,-46.34831319,-21.37491745,1995.81237,1,205.2992839,1462.147786,70.69440104,927.5770833,0,0,0,0,1,0,0,0.068416732
6667,Scinax_rizibilis,Scinax,Hylidae,0.067471735,Anura,34,1.8,0.5,1,-49.37172421,-25.49370342,2799.972376,22,193.18219,1609.01805,31.21465821,577.2025297,0,0,0,0,1,0,0,0.068363636
6668,Scinax_rogerioi,Scinax,Hylidae,0.06484929,Anura,35.6,2.4,1,0.75,-47.6,-14.14998392,947.252621,1,234.5944892,1499.760013,83.12594086,801.800672,0,0,0,0,1,0,0,0.069212567
6669,Scinax_rostratus,Scinax,Hylidae,0.074044621,Anura,52.5,7.4,1,0.75,-66.06819531,7.042552797,656.4004955,136,252.8292491,2051.57823,56.65192027,253.3592364,0,0,0,0,1,0,0,0.068705239
6670,Scinax_ruber,Scinax,Hylidae,0.071809434,Anura,42.5,6.5,1,0.75,-60.72374939,-4.085506052,708.5741089,765,252.2336662,2167.273082,55.7409571,214.2382783,0,0,0,0,1,0,0,0.068528723
6671,Scinax_similis,Scinax,Hylidae,0.083687901,Anura,36.4,2.85,1,1,-42.76597724,-22.50414969,1952.291322,11,225.0154304,1403.426128,54.75308161,312.5693777,0,0,0,0,1,0,0,0.06840864
6672,Scinax_skaios,Scinax,Hylidae,0.067836029,Anura,36.1,2.4,1,0.75,-49.03972,-15.0880428,1029.314686,2,245.6561079,1647.092097,83.36773781,624.6928436,0,0,0,0,1,0,0,0.068379961
6673,Scinax_squalirostris,Scinax,Hylidae,0.064813989,Anura,20.89,0.43,1,1,-50.31787999,-23.91242332,2811.41861,246,208.448358,1388.784793,47.75741029,459.4289829,0,0,0,0,1,0,0,0.068549714
6674,Scinax_staufferi,Scinax,Hylidae,0.065373772,Anura,32,2.05,1,0.75,-90.38459575,16.00341437,1390.931454,95,235.3723904,1864.578831,70.33315404,520.5963413,0,0,0,0.021052632,0.978947368,0,0,0.068410034
6675,Scinax_strigilatus,Scinax,Hylidae,0.069164797,Anura,38.3,2.91,1,1,-65.7333,-2.616697089,1515.544237,16,229.8936342,1536.602762,60.87723471,429.2969046,0,0,0,0,1,0,0,0.068498397
6676,Scinax_sugillatus,Scinax,Hylidae,0.078751011,Anura,45.4,6.6,1,0.75,-79.35573354,0.408097713,366.5278836,7,237.0763686,2953.171325,55.41384664,352.7803145,0,0,0,0,1,0,0,0.068694379
6677,Scinax_tigrinus,Scinax,Hylidae,0.06745314,Anura,30.8,1.77,1,1,-48.2718553,-16.00569562,1120.313096,3,224.411399,1554.0653,78.67465461,943.5135855,0,0,0,0,1,0,0,0.068429638
6678,Scinax_trapicheiroi,Scinax,Hylidae,0.100681095,Anura,27.54,1.38,1,1,-42.70093577,-22.61154426,1956.892877,6,223.4927339,1452.148914,54.01633637,374.4120725,0,0,0,0,1,0,0,0.070291042
6679,Scinax_trilineatus,Scinax,Hylidae,0.087235119,Anura,23,1,1,0.75,-60.75616266,5.202062732,704.3900689,28,243.5529802,1809.376463,54.63237949,436.3032327,0,0,0,0,1,0,0,0.068498313
6680,Scinax_tripui,Scinax,Hylidae,0.072392971,Anura,39.2,3.3,1,0.5,-43.79085,-19.55997731,1820.540289,1,214.1845144,1363.629987,86.00341207,841.7999672,0,0,0,0,1,0,0,0.068508017
6681,Scinax_tupinamba,Scinax,Hylidae,0.070311889,Anura,22.6,0.91,1,1,-44.10659227,-22.90690117,2039.125451,2,203.1467529,1788.833257,56.8432888,528.7179295,0,0,0,0,1,0,0,0.068464978
6682,Scinax_tymbamirim,Scinax,Hylidae,0.067865529,Anura,31.2,1.8,1,1,-46.48186579,-23.7623358,2507.093613,17,207.6033648,1601.601601,35.53732206,318.2908544,0,0,0,0,1,0,0,0.068545365
6683,Scinax_uruguayus,Scinax,Hylidae,0.062686697,Anura,25.8,1.2,1,1,-50.89380976,-27.3064997,3526.606041,37,175.0777167,1591.74237,15.97308061,621.5389694,0,0,0,0,1,0,0,0.068182325
6684,Scinax_v-signatus,Scinax,Hylidae,0.062361251,Anura,27,1.3,1,1,-41.41055417,-21.16351171,1861.465107,7,230.2479818,1257.956949,57.95402037,301.8271394,0,0,0,0,1,0,0,0.068528005
6685,Scinax_wandae,Scinax,Hylidae,0.072459213,Anura,26.9,1.27,1,0.75,-69.48405457,4.947103038,606.656721,28,247.6241584,2806.905483,59.29803665,237.4363691,0,0,0,0,1,0,0,0.068457653
6686,Scinax_x-signatus,Scinax,Hylidae,0.072329265,Anura,25.1,1.2,1,1,-55.76406482,-7.635145947,978.6143646,961,248.92374,1879.079161,60.70310814,295.4471352,0,0,0,0,1,0,0,0.068561702
6687,Scolecomorphus_kirkii,Scolecomorphus,Scolecomorphidae,0.021257376,Gymnophiona,300,10.5,0.5,0.25,35.67000332,-8.34322251,1645.798273,13,203.4264004,1061.461543,96.60062665,1152.081413,1,0,0,0,0,0,0,0.031884622
6688,Scolecomorphus_uluguruensis,Scolecomorphus,Scolecomorphidae,0.022878947,Gymnophiona,380,23,0.5,0.25,37.66429943,-7.053418803,1494.995248,1,232.4672865,1113.883609,73.08367769,545.343595,1,0,0,0,0,0,0,0.031907648
6689,Scolecomorphus_vittatus,Scolecomorphus,Scolecomorphidae,0.022594234,Gymnophiona,450,45.6,0,0.25,38.38280237,-4.758101723,1585.599974,7,229.9719286,1012.436081,64.31116371,685.7487506,1,0,0,0,0,0,0,0.031881289
6690,Scotobleps_gabonicus,Scotobleps,Arthroleptidae,0.034887193,Anura,70,23,1,0.5,10.91005864,0.011837244,844.8974297,43,239.8734776,2007.868554,67.3086152,325.8894556,1,0,0,0,0,0,0,0.038828865
6691,Scutiger_adungensis,Scutiger,Megophryidae,0.121971107,Anura,73,31.2,1,0.75,97.6983308,28.25475606,5807.63701,1,48.42659314,1580.185846,69.63241422,3660.335754,0,0,0,0,0,0,1,0.086500481
6692,Scutiger_bhutanensis,Scutiger,Megophryidae,0.084036463,Anura,64.9,25.7,1,0.75,90.42857489,27.39390973,5152.489026,8,105.3998258,1759.851546,93.77810929,2637.479215,0,0,0.625,0,0,0,0.375,0.085537172
6693,Scutiger_boulengeri,Scutiger,Megophryidae,0.117440664,Anura,62,28.46,1,0.75,95.27918095,31.00633938,6721.495294,97,16.33137224,732.3622345,100.3229463,4024.830761,0,0,0.113402062,0,0,0,0.886597938,0.086398961
6694,Scutiger_brevipes,Scutiger,Megophryidae,0.082542365,Anura,72,31.2,1,0.75,101.8332406,30.92116817,5746.558333,1,29.56780576,763.1646882,88.2764988,3938.048711,0,0,0,0,0,0,1,0.085507408
6695,Scutiger_chintingensis,Scutiger,Megophryidae,0.082824118,Anura,50.6,9,1,0.75,103.2399984,30.2643259,6701.556248,3,141.4297545,1296.113691,90.31472967,1080.688858,0,0,0,0,0,0,1,0.085493596
6696,Scutiger_glandulatus,Scutiger,Megophryidae,0.098823816,Anura,81,41,1,0.75,101.0861198,30.59804981,6059.405054,20,27.99247647,739.8945143,96.14494091,3923.623768,0,0,0,0,0,0,1,0.086189041
6697,Scutiger_gongshanensis,Scutiger,Megophryidae,0.111289932,Anura,60,19.64,1,0.75,98.57582546,27.62875161,5322.030555,3,87.58917522,1489.711765,61.28449716,2988.450416,0,0,0.333333333,0,0,0,0.666666667,0.086500481
6698,Scutiger_jiulongensis,Scutiger,Megophryidae,0.078593309,Anura,81.5,41,1,0.75,101.8054971,29.35898838,5519.258431,2,33.05351708,847.2808498,92.16656587,3935.898462,0,0,0,0,0,0,1,0.084909018
6699,Scutiger_liupanensis,Scutiger,Megophryidae,0.100740279,Anura,60,21.64,1,0.75,106.2329822,35.60985253,8712.560884,1,75.5685941,540.1964286,84.55130385,1761.696032,0,0,0,0,0,0,1,0.0862885
6700,Scutiger_maculatus,Scutiger,Megophryidae,0.079477204,Anura,49,8.28,1,0.75,100.1669315,31.47101427,6779.184484,4,9.474640869,664.200018,95.77544142,4171.338495,0,0,0,0,0,0,1,0.084898844
6701,Scutiger_mammatus,Scutiger,Megophryidae,0.108371294,Anura,85,46.05,1,0.75,99.1003727,31.15470736,6580.733709,37,9.683599902,638.4709695,96.36549201,4234.899768,0,0,0,0,0,0,1,0.086383398
6702,Scutiger_muliensis,Scutiger,Megophryidae,0.109453224,Anura,62.96,33.18,1,0.75,101.1256256,28.24085705,5177.069719,2,69.84584128,854.4917148,106.307994,3346.101928,0,0,0,0,0,0,1,0.086446452
6703,Scutiger_nepalensis,Scutiger,Megophryidae,0.085730377,Anura,72.5,31,1,0.75,81.7174036,29.26744092,6372.254168,8,90.70315336,1306.4303,97.94621008,2657.741551,0,0,0.75,0,0,0,0.25,0.08549942
6704,Scutiger_ningshanensis,Scutiger,Megophryidae,0.07801408,Anura,53,11.34,1,0.75,109.056212,33.58628775,8241.740208,4,126.358949,782.0627418,70.79011263,926.1481032,0,0,0,0,0,0,1,0.084884706
6705,Scutiger_nyingchiensis,Scutiger,Megophryidae,0.116281364,Anura,73,31.73,1,0.75,78.29861005,32.56015206,7338.340104,49,8.541272954,835.186932,70.99585149,3781.010639,0,0,0.346938776,0,0,0,0.653061224,0.086452348
6706,Scutiger_pingwuensis,Scutiger,Megophryidae,0.099091514,Anura,77.5,39,1,0.75,104.1968628,32.52805953,6932.065308,4,75.99210809,722.1204045,84.84926863,2280.052844,0,0,0,0,0,0,1,0.086345119
6707,Scutiger_sikimmensis,Scutiger,Megophryidae,0.083550511,Anura,67,29.8,1,0.75,84.55168503,28.17397542,5763.28701,25,115.1027049,1747.150853,101.3464281,2291.445731,0,0,0.64,0,0,0,0.36,0.08491072
6708,Scutiger_tuberculatus,Scutiger,Megophryidae,0.117767331,Anura,79,39.88,1,0.75,102.2956464,28.40192167,5423.874706,5,96.92868513,1119.479128,89.73709125,2529.232738,0,0,0,0,0,0,1,0.086452348
6709,Scutiger_wanglangensis,Scutiger,Megophryidae,0.104994388,Anura,64.3,25,1,0.5,104.3219,32.73845875,6987.942249,1,73.09038462,659.7857226,84.36981352,2300.495192,0,0,0,0,0,0,1,0.086345119
6710,Scutiger_wuguanfui,Scutiger,Megophryidae,0.085411899,Anura,116.7,90,1,0.75,95.58244832,29.70893233,5913.257126,1,58.71008454,1272.802234,66.43423913,3331.512349,0,0,0,0,0,0,1,0.084937282
6711,Scythrophrys_sawayae,Scythrophrys,Leptodactylidae,0.046732835,Anura,15.8,0.4,1,0.5,-49.18787435,-26.0416454,2929.397516,5,185.4994986,1710.844277,27.12366457,622.5039964,0,0,0,0,1,0,0,0.068166872
6712,Sechellophryne_gardineri,Sechellophryne,Sooglossidae,0.028153987,Anura,11.5,0.38,0,0.5,55.48916906,-4.685382417,682.3038793,1,264.0991379,2426.866379,42.39439655,3.105277778,1,0,0,0,0,0,0,0.03290565
