,tiplabel,Genus,Family,lambda_ClaDS,Order,BodyLength_mm,BodyMass_g,Nocturnality,Verticality,Longitude,Latitude,TempSeasonality,RangeSize,AnnuMeanTemp,AnnuPrecip,PrecipSeasonality,Elevation,Afrotropic,Australasia,IndoMalay,Nearctic,Neotropic,Oceania,Palearctic,lambda_BAMM
1,Acanthixalus_sonjae,Acanthixalus,Hyperoliidae,0.039578741,Anura,38.5,3.1,1,0.75,-7.262722068,5.714384228,862.2673375,4,252.1142343,1828.329588,50.28318999,190.7122899,1,0,0,0,0,0,0,0.040922933
2,Acanthixalus_spinosus,Acanthixalus,Hyperoliidae,0.040094919,Anura,38.3,3.11,1,0.75,16.65611472,0.544747013,689.6255606,141,235.7992057,1781.667998,50.15944117,458.9587267,1,0,0,0,0,0,0,0.04092673
3,Acris_blanchardi,Acris,Hylidae,0.05345853,Anura,38,3.8,0,0.5,-96.91416803,35.72035568,8800.557004,90,154.695902,890.3829518,38.69523997,371.7574705,0,0,0,1,0,0,0,0.068385392
4,Acris_crepitans,Acris,Hylidae,0.054622088,Anura,38,2,0.5,0.75,-91.60617659,35.84524669,8190.127741,348,150.3918306,986.5704403,31.31185352,326.0992349,0,0,0,1,0,0,0,0.06841626
5,Acris_gryllus,Acris,Hylidae,0.055057612,Anura,32,0.9,0.5,0.75,-84.20974942,32.08886057,6311.058537,89,185.2315454,1342.1978,26.09030852,77.52883709,0,0,0,0.95505618,0.04494382,0,0,0.068272976
6,Adelastes_hylonomos,Adelastes,Microhylidae,0.040973201,Anura,29,2.4,0.5,0.5,-66.1869598,0.86306925,349.2709722,1,244.6861806,2945.582083,22.20034722,152.5440278,0,0,0,0,1,0,0,0.038439673
7,Adelophryne_adiastola,Adelophryne,Eleutherodactylidae,0.035597894,Anura,17,0.55,1,0.5,-71.50195697,-2.26730254,430.1087644,32,246.1496589,3206.213509,21.6913416,140.628735,0,0,0,0,1,0,0,0.050150716
8,Adelophryne_baturitensis,Adelophryne,Eleutherodactylidae,0.033432199,Anura,17,0.55,0,0.5,-39.32573535,-4.244575388,701.8417958,3,269.8282504,856.4273741,105.8400206,211.5090758,0,0,0,0,1,0,0,0.049964369
9,Adelophryne_gutturosa,Adelophryne,Eleutherodactylidae,0.037142613,Anura,16,0.52,0,0.5,-55.59024138,2.574956875,810.0971051,42,250.2651228,2210.800937,57.36429046,273.0313726,0,0,0,0,1,0,0,0.050039114
10,Adelophryne_maranguapensis,Adelophryne,Eleutherodactylidae,0.032611576,Anura,21.7,0.81,0,0.75,-38.68737897,-3.820740972,397.4584847,1,270.4308976,1204.720899,94.50248957,57.05600694,0,0,0,0,1,0,0,0.049909848
11,Adelophryne_meridionalis,Adelophryne,Eleutherodactylidae,0.033748852,Anura,98,49,1,0.5,-43.37722,-21.79219445,2031.496599,2,211.3138558,1451.2829,72.40574776,715.4095273,0,0,0,0,1,0,0,0.050020212
12,Adelophryne_mucronatus,Adelophryne,Eleutherodactylidae,0.034540117,Anura,14.9,0.5,1,0.5,-39.08382528,-15.2509279,1330.771255,2,238.8650474,1334.671493,23.61895496,216.2801083,0,0,0,0,1,0,0,0.050024854
13,Adelophryne_pachydactyla,Adelophryne,Eleutherodactylidae,0.03540484,Anura,14,0.414969878,1,0.5,-39.40136139,-13.78948734,1300.750869,3,238.9467789,1346.266812,21.50245145,262.1981147,0,0,0,0,1,0,0,0.050033735
14,Adelophryne_patamona,Adelophryne,Eleutherodactylidae,0.036910862,Anura,23,0.88,0.5,0.5,-60.19064416,5.279668908,518.9253449,2,220.3745579,2141.276008,44.99493002,801.5227073,0,0,0,0,1,0,0,0.049954854
15,Adelotus_brevis,Adelotus,Myobatrachidae,0.053277118,Anura,45,5.42,1,0.25,150.6635372,-27.53245022,4295.984806,59,191.1577216,828.4041776,42.01464759,347.2841141,0,1,0,0,0,0,0,0.050896948
16,Adelphobates_castaneoticus,Adelphobates,Dendrobatidae,0.045307351,Anura,22.7,0.9,0,0.5,-51.28778252,-6.453076598,656.6173582,12,254.0510835,1981.024826,62.6985104,191.9243742,0,0,0,0,1,0,0,0.050138048
17,Adelphobates_galactonotus,Adelphobates,Dendrobatidae,0.041705444,Anura,40.5,4.1,0,0.5,-50.70900582,-4.819667087,662.8324098,66,257.6388001,2002.206171,68.95296095,170.3522311,0,0,0,0,1,0,0,0.050092108
18,Adelphobates_quinquevittatus,Adelphobates,Dendrobatidae,0.045711721,Anura,17.3,0.5,0,0.5,-66.59534389,-7.476643176,459.9028959,142,250.5782176,2308.66555,48.67199627,152.545838,0,0,0,0,1,0,0,0.050188158
19,Adenomera_ajurauna,Adenomera,Leptodactylidae,0.056955684,Anura,20,0.64,1,0.5,-46.43126122,-23.80934936,2201.692959,1,196.6517944,1692.076011,49.43268417,746.1945929,0,0,0,0,1,0,0,0.068623967
20,Adenomera_andreae,Adenomera,Leptodactylidae,0.062339444,Anura,32.2,2.6,0.5,0.5,-62.92485177,-3.905406534,634.3884961,562,251.0122156,2346.470926,49.64932014,186.2948831,0,0,0,0,1,0,0,0.068472311
21,Adenomera_araucaria,Adenomera,Leptodactylidae,0.060895643,Anura,19.9,0.62,1,0.5,-50.0456263,-28.82705056,3263.57384,2,175.3899818,1672.319058,17.68090905,568.7981254,0,0,0,0,1,0,0,0.068469159
22,Adenomera_bokermanni,Adenomera,Leptodactylidae,0.060662402,Anura,24.26,1.49,1,0.5,-45.85470634,-22.86932796,2221.792078,37,203.3343894,1556.686829,58.20003082,696.8814219,0,0,0,0,1,0,0,0.068516284
23,Adenomera_coca,Adenomera,Leptodactylidae,0.060562587,Anura,25.6,1.9,0,0.5,-65.47681189,-17.10189846,1679.2888,1,193.4538667,2735.2272,60.036,1418.952067,0,0,0,0,1,0,0,0.068468798
24,Adenomera_cotuba,Adenomera,Leptodactylidae,0.062934737,Anura,20.5,0.93,1,0.5,-47.25,-13.86665426,947.252621,1,234.5944892,1499.760013,83.12594086,801.800672,0,0,0,0,1,0,0,0.068329616
25,Adenomera_diptyx,Adenomera,Leptodactylidae,0.060000173,Anura,25.56,1.9,0.5,0.25,-59.34581165,-20.9017696,2741.891163,72,236.2139766,1336.709453,47.65548662,221.8640411,0,0,0,0,1,0,0,0.068357898
26,Adenomera_engelsi,Adenomera,Leptodactylidae,0.057694299,Anura,22.7,1.49,0.5,0.5,-48.6266252,-27.84036502,2957.056795,1,198.9634255,1700.826346,30.52378828,111.6191483,0,0,0,0,1,0,0,0.068393178
27,Adenomera_heyeri,Adenomera,Leptodactylidae,0.057636728,Anura,25.8,1.9,0,0.5,-54.77849846,3.610417395,773.0191196,29,254.0550246,2399.180722,49.48531472,185.1362291,0,0,0,0,1,0,0,0.068379239
28,Adenomera_hylaedactyla,Adenomera,Leptodactylidae,0.058412923,Anura,31.95,2.5,0.5,0.5,-57.93097971,-6.229416742,826.5705858,844,251.8288391,2001.817306,58.77302543,262.2600644,0,0,0,0,1,0,0,0.068317865
29,Adenomera_juikitam,Adenomera,Leptodactylidae,0.056362681,Anura,19.5,0.6,1,0.5,-47.25,-13.86665426,947.252621,1,234.5944892,1499.760013,83.12594086,801.800672,0,0,0,0,1,0,0,0.068320254
30,Adenomera_lutzi,Adenomera,Leptodactylidae,0.056735565,Anura,33.5,3,1,0.5,-60.01383177,5.557709144,556.9574898,3,228.6195808,2546.009836,40.15906683,573.7647652,0,0,0,0,1,0,0,0.068434994
31,Adenomera_marmorata,Adenomera,Leptodactylidae,0.062496608,Anura,25,1.75,0.5,0.5,-45.6146588,-22.7641743,2203.242691,37,205.138448,1513.090547,57.13540446,672.9036718,0,0,0,0,1,0,0,0.068518609
32,Adenomera_martinezi,Adenomera,Leptodactylidae,0.059065507,Anura,27.7,2.4,0,0.25,-50.52989985,-11.18271237,1041.23965,73,255.5010851,1782.254675,76.14105469,342.9963809,0,0,0,0,1,0,0,0.068336127
33,Adenomera_nana,Adenomera,Leptodactylidae,0.061363551,Anura,21,1.32,1,0.5,-49.29472254,-26.70251982,3012.887774,5,191.5679495,1701.466993,25.78594904,464.5054225,0,0,0,0,1,0,0,0.068406559
34,Adenomera_saci,Adenomera,Leptodactylidae,0.063108427,Anura,24.2,1.7,1,0.25,-47.7833,-14.1666539,947.252621,1,234.5944892,1499.760013,83.12594086,801.800672,0,0,0,0,1,0,0,0.068479145
35,Adenomera_simonstuarti,Adenomera,Leptodactylidae,0.05408245,Anura,26.27,2.1,0,0.5,-72.86373,-11.76131673,656.5920054,1,224.124729,1438.204404,53.39498645,814.7290989,0,0,0,0,1,0,0,0.068373589
36,Adenomera_thomei,Adenomera,Leptodactylidae,0.058912969,Anura,23.2,1.6,1,0.5,-40.49762444,-20.22526818,1710.094017,6,232.5790287,1283.954132,52.30625875,240.4473405,0,0,0,0,1,0,0,0.068324173
37,Adenomus_dasi,Adenomus,Bufonidae,0.09067323,Anura,23,0.81,0.5,0.75,80.55568645,6.882031381,779.3764463,1,245.5483471,2140.325758,47.23195592,484.8056129,0,0,1,0,0,0,0,0.088049611
38,Adenomus_kandianus,Adenomus,Bufonidae,0.089288761,Anura,41.16,3.51,1,0.5,80.50591944,6.809081341,779.3764463,1,245.5483471,2140.325758,47.23195592,484.8056129,0,0,1,0,0,0,0,0.088026499
39,Adenomus_kelaartii,Adenomus,Bufonidae,0.08899448,Anura,50,7,1,0.75,80.64710464,6.710017343,677.1925969,2,254.1465053,2198.472811,42.92563529,314.8708514,0,0,1,0,0,0,0,0.088049611
40,Afrixalus_aureus,Afrixalus,Hyperoliidae,0.050444287,Anura,24,1.1,1,0.75,33.46283793,-18.93070384,2768.87414,46,221.966575,877.228443,83.70138597,412.9615273,1,0,0,0,0,0,0,0.068367569
41,Afrixalus_clarkei,Afrixalus,Hyperoliidae,0.054171018,Anura,23,1.1,1,1,36.07963128,7.344477686,610.7423337,3,182.4322058,1751.170534,52.18381811,1645.664388,1,0,0,0,0,0,0,0.06858898
42,Afrixalus_delicatus,Afrixalus,Hyperoliidae,0.053155714,Anura,27,1.28,1,0.75,37.47404643,-10.74807157,1649.296158,122,238.9670711,953.1923041,85.11576755,417.0280052,1,0,0,0,0,0,0,0.070528538
43,Afrixalus_dorsalis,Afrixalus,Hyperoliidae,0.054435241,Anura,38,2.72,1,0.75,-6.052553443,6.53975621,1012.772525,102,251.7192565,1914.141007,63.21636832,209.7296468,1,0,0,0,0,0,0,0.068389467
44,Afrixalus_dorsimaculatus,Afrixalus,Hyperoliidae,0.052099018,Anura,22,1.05,1,1,38.39205378,-4.745433711,1584.841736,1,235.3369444,1103.140417,56.33340278,570.9367014,1,0,0,0,0,0,0,0.068537684
45,Afrixalus_enseticola,Afrixalus,Hyperoliidae,0.05240999,Anura,28,1.3,1,0.75,36.912579,7.677405357,929.3965134,10,178.752913,1526.979265,59.19501578,1850.382693,1,0,0,0,0,0,0,0.068234052
46,Afrixalus_equatorialis,Afrixalus,Hyperoliidae,0.052483086,Anura,38,2.7,1,0.75,19.56243943,-0.475948302,474.626294,62,238.8903886,1813.394939,33.69039325,390.8194638,1,0,0,0,0,0,0,0.068263565
47,Afrixalus_fornasini,Afrixalus,Hyperoliidae,0.050276504,Anura,40,2.91,1,0.75,36.48599664,-14.92910692,2000.438483,124,233.9866725,1102.97211,90.64815206,384.985994,1,0,0,0,0,0,0,0.068360523
48,Afrixalus_fulvovittatus,Afrixalus,Hyperoliidae,0.055663621,Anura,30,1.25,1,0.75,-9.558502118,7.730190168,1048.998496,19,246.4560211,2262.702615,66.1714511,369.0498353,1,0,0,0,0,0,0,0.068608916
49,Afrixalus_knysnae,Afrixalus,Hyperoliidae,0.04724504,Anura,26,1.2,1,0.75,23.0235692,-33.98653559,3858.858111,2,157.0536698,478.3511424,21.9347885,566.0091904,1,0,0,0,0,0,0,0.06828637
50,Afrixalus_lacteus,Afrixalus,Hyperoliidae,0.055392858,Anura,29,1.32,1,0.75,10.23577884,5.13883422,1188.939436,2,219.8641568,2074.763918,69.85107334,927.349098,1,0,0,0,0,0,0,0.068227798
51,Afrixalus_laevis,Afrixalus,Hyperoliidae,0.051496313,Anura,25,1.1,1,0.75,20.8756295,0.992974858,603.687275,132,231.8436375,1833.690857,38.81950254,558.6875085,1,0,0,0,0,0,0,0.06825063
52,Afrixalus_leucostictus,Afrixalus,Hyperoliidae,0.053552043,Anura,36,2.43,1,0.75,26.22665216,-1.44194234,464.9744588,41,225.5402337,1877.265964,34.1293416,683.7210623,1,0,0,0,0,0,0,0.068349701
53,Afrixalus_lindholmi,Afrixalus,Hyperoliidae,0.053457901,Anura,27,1.2,1,0.5,8.989762725,4.223569446,935.6768061,1,258.269962,2956.02627,66.62910474,6.171701389,1,0,0,0,0,0,0,0.068253847
54,Afrixalus_morerei,Afrixalus,Hyperoliidae,0.05113488,Anura,23,1.1,1,0.75,35.63404697,-8.173424604,1622.884945,3,197.9158943,943.5706497,99.9492341,1284.899149,1,0,0,0,0,0,0,0.068284457
55,Afrixalus_nigeriensis,Afrixalus,Hyperoliidae,0.05310137,Anura,35,2.4,1,0.75,-5.332922203,6.410174351,1043.030032,57,255.9313781,1608.163902,59.13354984,200.090795,1,0,0,0,0,0,0,0.068621099
56,Afrixalus_orophilus,Afrixalus,Hyperoliidae,0.054006489,Anura,27,1.28,1,0.75,29.44497293,-2.049060734,625.2541602,8,192.6455536,1345.764923,43.13188876,1628.152921,1,0,0,0,0,0,0,0.070528538
57,Afrixalus_osorioi,Afrixalus,Hyperoliidae,0.053755098,Anura,35,2.4,1,0.75,19.88199101,-2.074238,586.779309,194,232.8156997,1669.244756,49.13602207,539.6295102,1,0,0,0,0,0,0,0.068402544
58,Afrixalus_paradorsalis,Afrixalus,Hyperoliidae,0.051850036,Anura,35,2.4,1,0.75,12.04041955,2.33462142,748.8489836,56,233.0370363,1922.979409,59.40400094,504.1424253,1,0,0,0,0,0,0,0.068362575
59,Afrixalus_quadrivittatus,Afrixalus,Hyperoliidae,0.051696522,Anura,32,1.6,1,0.75,21.71810002,1.182822246,1033.333386,484,237.1940733,1489.480249,63.1268197,648.4368435,1,0,0,0,0,0,0,0.068381899
60,Afrixalus_schneideri,Afrixalus,Hyperoliidae,0.050766448,Anura,28,1.25,1,0.5,9.706894758,4.051020166,863.2305149,1,247.405984,3107.578312,73.90470287,182.7627083,1,0,0,0,0,0,0,0.068357283
61,Afrixalus_septentrionalis,Afrixalus,Hyperoliidae,0.051434247,Anura,27,1.29,1,1,37.96312651,-3.193502743,1379.37597,10,233.7679091,669.6436725,88.70533921,799.9766014,1,0,0,0,0,0,0,0.068314851
62,Afrixalus_spinifrons,Afrixalus,Hyperoliidae,0.055635182,Anura,25,1.1,1,0.75,30.04273502,-30.27476977,3020.11036,16,175.285913,925.3516573,53.91268834,661.9358243,1,0,0,0,0,0,0,0.068547199
63,Afrixalus_stuhlmanni,Afrixalus,Hyperoliidae,0.054665336,Anura,27,1.2,1,0.75,33.8049246,-12.90340001,2049.739027,74,222.6799478,1117.385752,100.87689,792.7506019,1,0,0,0,0,0,0,0.07052249
64,Afrixalus_sylvaticus,Afrixalus,Hyperoliidae,0.056156929,Anura,22.8,1.05,1,1,38.95618759,-5.592835748,1365.22227,7,251.1367814,1178.505483,59.62550344,207.2528588,1,0,0,0,0,0,0,0.068380914
65,Afrixalus_uluguruensis,Afrixalus,Hyperoliidae,0.055607925,Anura,31,1.67,0,0.75,37.47158201,-5.526427975,1671.415796,7,211.742461,1057.858798,83.43849816,987.7201969,1,0,0,0,0,0,0,0.068497708
66,Afrixalus_upembae,Afrixalus,Hyperoliidae,0.052152768,Anura,28,1.24,1,0.5,26.48632099,-8.758643849,1341.616357,3,232.2266738,1151.199036,86.65776142,818.6184278,1,0,0,0,0,0,0,0.06838499
67,Afrixalus_vibekensis,Afrixalus,Hyperoliidae,0.053461229,Anura,27,1.2,1,0.75,-7.230114812,5.725845439,870.7067201,4,252.2225019,1816.674599,50.48841821,196.3806248,1,0,0,0,0,0,0,0.06834061
68,Afrixalus_vittiger,Afrixalus,Hyperoliidae,0.054880749,Anura,28,1.22,1,0.75,-4.622574712,9.735780725,1760.194565,162,267.0833861,1313.977558,89.31631511,278.7161352,1,0,0,0,0,0,0,0.070528538
69,Afrixalus_weidholzi,Afrixalus,Hyperoliidae,0.050624415,Anura,25,1.1,1,0.75,4.967744604,8.724666949,1714.427104,238,260.8269007,1311.087675,87.71588721,399.9934661,1,0,0,0,0,0,0,0.068563585
70,Afrixalus_wittei,Afrixalus,Hyperoliidae,0.052757771,Anura,33,2.3,1,0.75,26.59155736,-11.30738897,1906.582325,102,213.8364224,1171.451794,97.60051923,1139.754277,1,0,0,0,0,0,0,0.068496387
71,Agalychnis_annae,Agalychnis,Hylidae,0.058098796,Anura,85,22.1,1,0.75,-83.91589314,10.00558471,451.0594418,3,233.2999953,3344.511049,44.59851834,469.5985193,0,0,0,0,1,0,0,0.068369706
72,Agalychnis_callidryas,Agalychnis,Hylidae,0.058476757,Anura,77.2,12,1,0.75,-87.36487922,15.08449623,1192.245322,86,246.3910652,2111.587339,58.7949344,268.567431,0,0,0,0,1,0,0,0.068457739
73,Agalychnis_hulli,Agalychnis,Hylidae,0.056930014,Anura,38.07,2.43,1,0.5,-76.43870244,-1.630267275,474.7176222,8,238.0207961,3858.998978,22.6715552,338.8906821,0,0,0,0,1,0,0,0.068308666
74,Agalychnis_lemur,Agalychnis,Hylidae,0.056510283,Anura,53,7.5,1,0.5,-81.55040691,8.857260108,440.0344758,13,233.0923228,3017.885586,45.94442371,413.3637095,0,0,0,0,1,0,0,0.068225721
75,Agalychnis_moreletii,Agalychnis,Hylidae,0.059481307,Anura,85,31,1,0.75,-90.77860588,14.49393414,1310.326698,41,220.8679365,2046.278754,74.15896503,785.8744245,0,0,0,0,1,0,0,0.068375188
76,Agalychnis_saltator,Agalychnis,Hylidae,0.056249848,Anura,66,10.5,0.5,0.75,-83.88139311,10.39035203,591.3267299,11,239.299065,3216.443498,43.20953353,347.0354853,0,0,0,0,1,0,0,0.068452935
77,Agalychnis_spurrelli,Agalychnis,Hylidae,0.05970174,Anura,93,70,1,0.75,-77.88454083,5.365787364,286.3944648,33,240.431535,4253.093689,33.63624563,354.1042134,0,0,0,0,1,0,0,0.068485232
78,Agalychnis_terranova,Agalychnis,Hylidae,0.054188087,Anura,67.4,13,1,1,-74.20715973,6.401297586,384.5853676,8,233.2791177,2531.423676,38.51549153,766.629638,0,0,0,0,1,0,0,0.068449204
79,Aglyptodactylus_laticeps,Aglyptodactylus,Mantellidae,0.042118538,Anura,59,12.6,1,0.75,44.76606932,-18.65713026,1358.194944,4,255.7400934,1274.645799,123.2644904,109.5247287,1,0,0,0,0,0,0,0.059769101
80,Aglyptodactylus_madagascariensis,Aglyptodactylus,Mantellidae,0.041646709,Anura,92,46.5,1,0.75,48.28407727,-19.65566048,2258.064074,25,214.1628443,2224.557535,56.56707239,448.5368055,1,0,0,0,0,0,0,0.059722485
81,Aglyptodactylus_securifer,Aglyptodactylus,Mantellidae,0.041734518,Anura,42.9,6.1,0.5,0.75,45.81758445,-17.11517157,1378.102215,28,252.8467348,1415.845876,118.9282628,195.9702102,1,0,0,0,0,0,0,0.059702034
82,Albericus_alpestris,Albericus,Microhylidae,0.05581339,Anura,29,3.2,1,0.5,143.8897,-6.01239329,321.6442837,1,139.4378099,3000.566185,21.64428375,2411.218354,0,1,0,0,0,0,0,0.058304088
83,Albericus_brevicrus,Albericus,Microhylidae,0.063251144,Anura,18.2,0.54,1,0.5,143.0812,-5.502993862,327.1128659,2,142.1331042,3046.813616,21.34182424,2358.309162,0,1,0,0,0,0,0,0.05838355
84,Albericus_brunhildae,Albericus,Microhylidae,0.065796216,Anura,21.1,1.68,1,0.5,143.2077196,-4.326216047,222.1554027,7,239.6493564,2858.5346,28.33326593,453.5109963,0,1,0,0,0,0,0,0.058477999
85,Albericus_darlingtoni,Albericus,Microhylidae,0.056331366,Anura,27,2.58,1,0.5,144.4505678,-5.3009609,225.6074717,4,182.2903546,3002.019366,31.3484595,1540.476127,0,1,0,0,0,0,0,0.058276127
86,Albericus_exclamitans,Albericus,Microhylidae,0.054363593,Anura,22,1.9,1,1,146.7546273,-6.818077231,398.9371257,1,207.1262359,2114.902033,27.73631806,974.5189394,0,1,0,0,0,0,0,0.058369481
87,Albericus_fafniri,Albericus,Microhylidae,0.063200461,Anura,23,1.9,1,0.5,144.2582081,-5.874666063,279.7576827,2,157.6508788,2977.472334,25.6264275,2042.028171,0,1,0,0,0,0,0,0.05832607
88,Albericus_gudrunae,Albericus,Microhylidae,0.06097625,Anura,16,0.41,1,0.5,145.3491975,-4.830349527,81.24256585,1,248.4051614,3417.298534,30.83251912,206.3305208,0,1,0,0,0,0,0,0.058486417
89,Albericus_gunnari,Albericus,Microhylidae,0.058554047,Anura,16.4,0.42,1,0.5,148.0718784,-9.519614202,718.0409967,2,229.8331662,2288.692246,30.41108018,380.2528167,0,1,0,0,0,0,0,0.058180558
90,Albericus_laurini,Albericus,Microhylidae,0.063497169,Anura,19,0.62,1,1,134.6198254,-2.926327881,301.8660145,1,240.5829853,3440.832601,24.20740822,219.79875,0,1,0,0,0,0,0,0.058186062
91,Albericus_murritus,Albericus,Microhylidae,0.060807186,Anura,18.3,0.54,1,0.75,142.63423,-5.65669369,437.306405,1,196.4440771,3978.712948,15.24717631,1292.173382,0,1,0,0,0,0,0,0.05846007
92,Albericus_pandanicolus,Albericus,Microhylidae,0.066752674,Anura,19.6,0.65,1,0.5,143.0811,-5.503093862,327.1558249,2,142.1542774,3047.176917,21.33944824,2357.893528,0,1,0,0,0,0,0,0.058198155
93,Albericus_rhenaurum,Albericus,Microhylidae,0.058660235,Anura,15.8,0.4,1,0.5,141.263651,-5.199367358,356.3746528,1,206.54125,4295.955347,16.61319444,1111.357778,0,1,0,0,0,0,0,0.058545202
94,Albericus_sanguinopictus,Albericus,Microhylidae,0.059430797,Anura,17.4,0.44,1,1,149.5869799,-10.01454267,727.5683133,1,224.5298189,2439.230682,34.39518346,423.857377,0,1,0,0,0,0,0,0.058323842
95,Albericus_siegfriedi,Albericus,Microhylidae,0.064011007,Anura,21.3,1.7,1,0.5,145.1577331,-6.197698287,150.7069536,1,201.1097754,2876.036496,39.21393608,1115.865014,0,1,0,0,0,0,0,0.058294525
96,Albericus_swanhildae,Albericus,Microhylidae,0.058218232,Anura,15.6,0.4,0.5,0.5,144.4754616,-5.897150823,279.4718152,2,157.7751793,2977.314723,25.65360482,2039.508523,0,1,0,0,0,0,0,0.058528256
97,Albericus_tuberculus,Albericus,Microhylidae,0.0651898,Anura,19,0.62,1,0.5,141.3163311,-5.225708655,382.8158097,4,221.4986088,4097.837249,20.67166731,783.1448828,0,1,0,0,0,0,0,0.058459014
98,Albericus_valkuriarum,Albericus,Microhylidae,0.062112454,Anura,23,1.9,1,0.5,147.1386539,-8.00951811,470.4631655,5,201.8011464,2713.153668,27.86048894,938.100373,0,1,0,0,0,0,0,0.058477498
99,Albericus_variegatus,Albericus,Microhylidae,0.065649722,Anura,17.4,0.431,1,0.5,146.7178711,-7.32467014,509.0948,7,223.6483831,2478.918992,33.41572433,603.5876959,0,1,0,0,0,0,0,0.058174223
100,Alexteroon_hypsiphonus,Alexteroon,Hyperoliidae,0.057428507,Anura,28,1,1,0.75,11.98038954,0.818327272,752.5997314,67,235.0872223,1850.535366,61.58880985,442.8695668,1,0,0,0,0,0,0,0.07229965
101,Alexteroon_jynx,Alexteroon,Hyperoliidae,0.061930635,Anura,24.5,0.83,1,0.75,9.260771444,4.922212111,1088.0573,1,236.0089532,2796.378306,68.12107438,546.2285468,1,0,0,0,0,0,0,0.072201581
102,Alexteroon_obstetricans,Alexteroon,Hyperoliidae,0.059847524,Anura,31,1.2,1,0.75,11.83956898,1.27737335,694.9014773,42,232.6378163,1849.651118,60.31807941,481.6099946,1,0,0,0,0,0,0,0.072305364
103,Allobates_alessandroi,Allobates,Dendrobatidae,0.040553524,Anura,22.3,1.55,0,0.5,-70.83454142,-13.15124475,1071.457615,2,216.1584104,3915.225788,43.25604788,974.0766651,0,0,0,0,1,0,0,0.05022401
104,Allobates_algorei,Allobates,Dendrobatidae,0.041512887,Anura,19.5,0.79,0,0.5,-71.99046033,7.761199282,462.5818009,4,194.2701499,1928.623831,43.86567828,1420.951023,0,0,0,0,1,0,0,0.050062876
105,Allobates_amissibilis,Allobates,Dendrobatidae,0.047891556,Anura,17.8,0.65,0,0.5,-58.78389,4.412775084,478.7084722,1,254.3630556,1888.322361,61.30006944,120.2196181,0,0,0,0,1,0,0,0.050204056
106,Allobates_bromelicola,Allobates,Dendrobatidae,0.040699638,Anura,20.1,0.84,0,1,-67.63897247,10.36886813,544.4067108,1,232.4971302,1010.35011,66.67452539,541.8744194,0,0,0,0,1,0,0,0.050160288
107,Allobates_brunneus,Allobates,Dendrobatidae,0.041595867,Anura,24,1.38,0.5,0.5,-62.86150711,-6.697207145,520.4556273,201,250.8528124,2400.580134,50.06151344,169.8391792,0,0,0,0,1,0,0,0.050144606
108,Allobates_caeruleodactylus,Allobates,Dendrobatidae,0.042623784,Anura,16.8,0.58,0.5,0.5,-59.59339789,-3.509106603,613.1111574,2,266.4820561,2206.177425,38.6217129,32.2783747,0,0,0,0,1,0,0,0.050237326
109,Allobates_caribe,Allobates,Dendrobatidae,0.040647839,Anura,20.8,0.99,0,0.5,-62.34809727,10.57034074,601.1920711,1,257.3822055,1388.703349,51.6910458,41.79969262,0,0,0,0,1,0,0,0.050237326
110,Allobates_cepedai,Allobates,Dendrobatidae,0.053866318,Anura,19.5,0.7,0,0.5,-73.63061995,4.153514717,556.3963889,1,217.8615972,3345.721875,48.12638889,1025.222014,0,0,0,0,1,0,0,0.050981222
111,Allobates_chalcopis,Allobates,Dendrobatidae,0.044989464,Anura,18.4,0.66,0.5,0.5,-61.14951714,14.80175639,849.4041298,1,256.5801377,2355.867257,38.47984267,15.39722222,0,0,0,0,1,0,0,0.050442454
112,Allobates_conspicuus,Allobates,Dendrobatidae,0.052917276,Anura,20,0.81,0,0.5,-72.4883849,-7.580399108,485.0796947,44,248.4586381,2155.360383,41.87503779,228.1708121,0,0,0,0,1,0,0,0.05092665
113,Allobates_crombiei,Allobates,Dendrobatidae,0.042920829,Anura,19,0.69,0,0.5,-51.86641661,-3.733333713,442.8245814,6,254.5076391,1946.345629,72.56748276,142.5102607,0,0,0,0,1,0,0,0.050248359
114,Allobates_femoralis,Allobates,Dendrobatidae,0.03816778,Anura,26.6,1.85,0,0.5,-61.29591219,-4.207010798,604.633302,531,251.9541157,2346.651678,50.8566407,184.559559,0,0,0,0,1,0,0,0.050067556
115,Allobates_flaviventris,Allobates,Dendrobatidae,0.042029431,Anura,21.1,1.2,0,0.5,-67.30411,-9.895848881,642.9605874,1,251.1364754,1911.032787,60.09665301,171.8357923,0,0,0,0,1,0,0,0.050295154
116,Allobates_fratisenescus,Allobates,Dendrobatidae,0.050760395,Anura,21.2,1.22,0,0.5,-78.17775695,-1.329871958,457.3898082,2,115.9954251,1589.872914,30.25852798,2908.053941,0,0,0,0,1,0,0,0.05051961
117,Allobates_fuscellus,Allobates,Dendrobatidae,0.037828319,Anura,17.2,0.62,0,0.5,-68.24115547,-6.895332552,414.3429409,76,250.2624155,2415.345569,45.97353748,148.0242729,0,0,0,0,1,0,0,0.05010731
118,Allobates_gasconi,Allobates,Dendrobatidae,0.039155337,Anura,17.4,0.62,0,0.5,-70.06265437,-7.336243093,433.5319376,16,247.8175513,2232.467794,48.46964314,192.4538125,0,0,0,0,1,0,0,0.050247094
119,Allobates_goianus,Allobates,Dendrobatidae,0.039542022,Anura,17.4,0.6,0.5,0.5,-48.12544124,-15.21494626,1044.656277,7,232.1774857,1542.591829,80.33694522,831.8414292,0,0,0,0,1,0,0,0.050239937
