generation,N_shifts,logPrior,logLik,eventRate,acceptRate
29250000,28,135.562,-18681,15.9982,0.3852
29255000,26,129.46,-18679.9,16.1927,0.3748
29260000,26,128.27,-18669.9,10.7382,0.3648
29265000,23,107.969,-18688.2,16.3212,0.351
29270000,27,136.484,-18670.9,9.11773,0.3476
29275000,27,122.725,-18682.9,21.1838,0.3602
29280000,26,127.578,-18671,13.6344,0.3566
29285000,25,119.881,-18680.1,15.9179,0.3538
29290000,24,106.248,-18695.1,17.9085,0.3498
29295000,30,151.446,-18679.6,13.8358,0.3556
29300000,27,129.298,-18671.9,16.8219,0.38
29305000,22,106.642,-18681.8,9.35609,0.3254
29310000,23,116.654,-18687.2,12.8865,0.3298
29315000,21,103.305,-18671.5,6.46247,0.3348
29320000,24,121.545,-18678.5,9.90859,0.3096
29325000,19,92.5482,-18691.2,9.42863,0.363
29330000,17,83.169,-18705.6,9.5297,0.3278
29335000,21,109.505,-18701.8,9.83193,0.3428
29340000,24,131.742,-18702.2,10.5779,0.3582
29345000,21,105.53,-18687.3,10.4357,0.3468
29350000,21,101.113,-18687.7,10.8675,0.349
29355000,22,106.762,-18679.4,11.9423,0.3444
29360000,25,127.397,-18680.1,11.7658,0.355
29365000,25,117.254,-18688.7,12.0254,0.3876
29370000,17,65.4671,-18697.9,9.88363,0.342832
29375000,22,108.233,-18705.8,10.395,0.3506
29380000,18,70.9177,-18699.8,9.68982,0.3362
29385000,20,92.9032,-18706,8.77535,0.3508
29390000,17,76.5099,-18696.3,10.9065,0.3412
29395000,20,86.7345,-18698,11.9577,0.3503
29400000,20,89.5059,-18691.7,11.1384,0.376
29405000,21,101.94,-18691.5,5.32523,0.3672
29410000,24,118.119,-18681.9,14.0408,0.3598
29415000,21,101.864,-18678.9,12.0844,0.371
29420000,22,118.527,-18690,10.0442,0.3338
29425000,24,119.929,-18696.6,11.514,0.345
29430000,25,122.995,-18697.3,11.5431,0.3664
29435000,22,101.937,-18699.9,12.7704,0.3586
29440000,20,97.1396,-18688.9,11.2356,0.3588
29445000,24,118.461,-18694,12.8446,0.369
29450000,18,81.0039,-18682.9,7.89167,0.3394
29455000,21,96.5728,-18701.1,8.88844,0.346
29460000,18,89.926,-18696.3,9.00278,0.3442
29465000,21,109.605,-18712.6,13.9458,0.3508
29470000,22,110.861,-18702.9,13.4953,0.359
29475000,19,93.4877,-18710.6,10.9373,0.3556
29480000,16,83.2366,-18693.8,6.4397,0.3316
29485000,20,98.7149,-18706.8,10.9158,0.3386
29490000,18,80.114,-18705.9,14.2632,0.3254
29495000,21,114.314,-18716.2,11.0935,0.3458
29500000,20,98.2856,-18706.5,11.5698,0.3318
29505000,16,80.767,-18700.2,9.14481,0.3494
29510000,22,105.787,-18707.7,13.2599,0.3362
29515000,18,86.1761,-18699,10.6767,0.351
29520000,19,93.4675,-18702.2,7.86265,0.3116
29525000,15,67.6761,-18718.1,6.91075,0.330265
29530000,21,111.047,-18702.3,12.2647,0.3422
29535000,21,109.39,-18707.1,11.3411,0.3318
29540000,27,134.205,-18699.5,14.82,0.3556
29545000,24,121.751,-18698.4,13.0601,0.3488
29550000,27,132.359,-18699.8,9.27682,0.3854
29555000,18,92.2539,-18693.4,10.4641,0.3342
29560000,23,122.596,-18711.4,13.3994,0.336
29565000,18,94.0784,-18702.1,8.06248,0.3648
29570000,21,111.204,-18689.6,9.09532,0.3416
29575000,19,96.7389,-18699.5,12.7987,0.3442
29580000,20,92.8637,-18698.2,11.6789,0.325
29585000,21,109.496,-18701.4,8.59747,0.377
29590000,22,111.988,-18700.9,11.378,0.3492
29595000,20,98.9495,-18701.7,12.081,0.3644
29600000,16,80.8282,-18699,7.02661,0.3318
29605000,17,87.0535,-18715.4,8.13511,0.3078
29610000,21,103.85,-18729.9,11.9999,0.3396
29615000,20,100.798,-18718.5,8.23984,0.3528
29620000,24,128.884,-18717.9,10.0168,0.3448
29625000,26,137.28,-18719.7,12.4037,0.358
29630000,21,105.053,-18710.5,11.8515,0.333688
29635000,19,94.7101,-18711.7,10.1753,0.3406
29640000,23,125.541,-18718.5,11.2395,0.3558
29645000,21,104.865,-18702.4,9.72493,0.3521
29650000,20,102.27,-18693.8,9.75643,0.3522
29655000,18,94.1812,-18691.6,8.92681,0.3254
29660000,25,132.652,-18694.2,16.7071,0.3586
29665000,24,122.41,-18701.3,13.1746,0.3578
29670000,29,147.525,-18688.6,15.9625,0.3624
29675000,20,98.07,-18683.3,9.95659,0.352
29680000,23,111.845,-18690.7,14.2381,0.3384
29685000,23,110.584,-18692.4,12.3628,0.363
29690000,25,127.666,-18690.4,8.63357,0.3542
29695000,23,114.898,-18683.8,11.0337,0.351
29700000,26,131.558,-18688.6,13.4975,0.3512
29705000,25,122.613,-18676,11.349,0.3538
29710000,31,155.336,-18667.2,14.9588,0.3582
29715000,28,134.19,-18695.2,15.246,0.3784
29720000,27,133.425,-18691.7,15.2986,0.3766
29725000,31,160.921,-18668.1,13.1952,0.3904
29730000,26,138.724,-18684.9,15.0567,0.3824
29735000,24,129.089,-18689.3,15.0123,0.3676
29740000,21,113.078,-18698.5,10.3351,0.361
29745000,23,117.129,-18691.9,11.5525,0.3636
29750000,22,106.949,-18709,13.2543,0.3582
29755000,26,123.319,-18700.3,12.2133,0.343878
29760000,25,127.428,-18693.7,12.2755,0.3576
29765000,23,105.066,-18700,16.2365,0.3476
29770000,25,128.585,-18682.3,12.055,0.365
29775000,24,116.754,-18697.5,10.459,0.348
29780000,24,128.167,-18701.6,10.2863,0.3552
29785000,30,158.401,-18691.2,16.2706,0.3856
29790000,29,163.185,-18682.8,11.1575,0.3644
29795000,28,134.01,-18684.7,20.8715,0.3644
29800000,28,139.79,-18682.9,14.8295,0.3506
29805000,29,158.241,-18685.2,15.7953,0.3544
29810000,37,179.069,-18674.3,22.0473,0.364
29815000,27,133.579,-18673.2,13.9273,0.3814
29820000,28,133.212,-18672.1,18.4721,0.3348
29825000,29,143.745,-18693.7,16.4319,0.3522
29830000,26,122.797,-18698.9,18.2107,0.3552
29835000,24,119.402,-18692.1,11.6907,0.3688
29840000,23,116.557,-18680.9,11.2234,0.3498
29845000,25,124.307,-18684.5,14.6189,0.3574
29850000,21,100.576,-18688.7,12.5831,0.3572
29855000,23,91.8321,-18681.7,9.57554,0.3444
29860000,20,90.8884,-18684.1,10.3069,0.3516
29865000,19,82.6645,-18687.3,12.959,0.3278
29870000,22,103.957,-18700.3,11.2088,0.3402
29875000,22,101.157,-18699.4,11.0278,0.3492
29880000,20,93.2193,-18696.5,11.1463,0.3442
29885000,18,85.5279,-18713.3,5.47488,0.337659
29890000,28,143.245,-18683.1,13.2579,0.3728
29895000,25,127.447,-18693.1,9.48222,0.3686
29900000,24,127.433,-18698.4,11.2427,0.3808
29905000,22,118.015,-18713.8,12.8745,0.3454
29910000,19,96.464,-18706.6,11.7893,0.3582
29915000,17,84.7703,-18699.2,4.8534,0.3342
29920000,20,93.313,-18698.9,10.1026,0.3272
29925000,23,116.777,-18696.1,8.70197,0.3234
29930000,28,152.615,-18701.6,17.4502,0.3718
29935000,28,138.076,-18695.3,16.3053,0.3946
29940000,29,143.446,-18702.2,18.1554,0.3822
29945000,26,131.249,-18691.9,13.2323,0.3598
29950000,22,103.014,-18712.6,12.8274,0.3426
29955000,25,126.595,-18708.4,12.5734,0.3806
29960000,19,93.9515,-18719.2,5.46094,0.349
29965000,24,121.369,-18706.2,9.38928,0.344
29970000,21,105.197,-18702,9.5994,0.334
29975000,30,155.114,-18695.1,15.2646,0.3602
29980000,26,128.556,-18702,15.8367,0.3794
29985000,23,110.297,-18722.2,9.58032,0.340703
29990000,19,92.264,-18727.5,11.1948,0.3468
29995000,15,61.9017,-18735.4,9.03591,0.346583
30000000,16,76.9516,-18717.4,7.51092,0.3289
30005000,21,102.927,-18713.8,11.1133,0.3372
30010000,20,99.5415,-18705.5,7.57143,0.3432
30015000,22,107.444,-18700.4,14.1156,0.3696
30020000,21,98.1306,-18705.8,10.4112,0.3512
30025000,21,98.9312,-18700.4,11.5456,0.3554
30030000,21,108.828,-18683.6,11.18,0.33484
30035000,20,103.493,-18696.3,6.33101,0.327
30040000,23,115.914,-18707.7,8.59985,0.3108
30045000,21,109.459,-18690.2,10.6584,0.3602
30050000,30,153.386,-18688.2,17.5288,0.353
30055000,22,106.081,-18693.4,13.345,0.3542
30060000,23,112.426,-18696.3,12.4805,0.3642
30065000,24,127.797,-18689.7,11.4721,0.3546
30070000,28,152.874,-18679.1,14.3227,0.3686
30075000,25,123.066,-18682.7,16.5363,0.3558
30080000,26,138.178,-18683.8,10.7897,0.3724
30085000,26,125.608,-18693.2,15.1546,0.35
30090000,22,109.504,-18688,9.59155,0.3528
30095000,27,138.542,-18688.9,16.183,0.3368
30100000,27,139.061,-18678.8,11.1823,0.3788
30105000,26,127.437,-18701.1,17.1843,0.3462
30110000,22,114.702,-18706.4,10.5724,0.3578
30115000,20,97.0533,-18719.8,14.2023,0.3696
30120000,24,119.344,-18717.3,11.8278,0.3804
30125000,29,150.492,-18710.6,14.5225,0.4028
30130000,24,131.012,-18704.8,8.53682,0.3768
30135000,27,136.267,-18709.4,19.2577,0.3782
30140000,19,87.8949,-18722.4,14.9607,0.3786
30145000,18,88.4255,-18711.3,8.0094,0.347392
30150000,22,106.536,-18704.7,9.53554,0.3594
30155000,21,112.441,-18726.2,9.43429,0.353333
30160000,24,128.812,-18717.2,13.613,0.3622
30165000,23,119.975,-18724.9,17.672,0.3822
30170000,25,138.055,-18730.2,10.8819,0.3616
30175000,18,86.5402,-18720.4,14.0853,0.3678
30180000,19,98.727,-18721.5,9.70385,0.3366
30185000,23,122.486,-18722.2,11.8909,0.3568
30190000,17,94.959,-18725.7,8.14911,0.353
30195000,20,107.986,-18725.1,12.7069,0.3672
30200000,22,99.7107,-18699.7,8.51035,0.34694
30205000,20,97.9088,-18706.9,7.23057,0.3458
30210000,22,101.801,-18676.4,8.84805,0.3396
30215000,25,118.081,-18680.3,17.7252,0.3674
30220000,21,96.0056,-18678.8,10.8888,0.3668
30225000,20,80.8612,-18682.1,9.20778,0.3406
30230000,28,125.406,-18670,15.0526,0.366
30235000,23,93.1482,-18658.3,10.9028,0.3588
30240000,25,105.805,-18669,13.8803,0.3506
30245000,25,125.059,-18685.6,9.67248,0.363
30250000,22,94.9478,-18675.2,8.80102,0.3572
30255000,24,102.531,-18679,15.6458,0.3486
30260000,21,89.6135,-18667,11.3256,0.3348
30265000,25,116.921,-18658.1,12.9697,0.3348
30270000,24,106.939,-18651.6,12.734,0.3472
30275000,28,133.017,-18669.1,13.1849,0.3504
30280000,27,126.907,-18667.2,15.6311,0.3664
30285000,23,106.283,-18661.1,12.0172,0.3338
30290000,26,121.474,-18667.4,12.2914,0.3312
30295000,27,113.475,-18664.8,16.6248,0.3376
30300000,27,132.62,-18657.3,9.5871,0.3738
30305000,24,105.029,-18668.3,15.693,0.3614
30310000,25,108.12,-18659.1,12.428,0.3492
30315000,27,127.692,-18664.5,12.7569,0.319
30320000,28,127.791,-18668.5,16.2872,0.378
30325000,22,86.4039,-18661.1,11.6091,0.3504
30330000,30,136.821,-18668.9,15.9394,0.3596
30335000,28,126.294,-18659,16.0634,0.3604
30340000,26,105.411,-18660.8,10.4748,0.3468
30345000,22,92.0685,-18676.2,11.0327,0.3476
30350000,21,88.5927,-18675.4,12.0804,0.3244
30355000,20,86.6678,-18686.9,9.28219,0.3232
30360000,20,82.145,-18693.6,9.13392,0.3518
30365000,18,79.3442,-18703,9.7211,0.339312
30370000,19,89.1462,-18699.1,9.80511,0.3388
30375000,19,86.6702,-18707.9,9.89983,0.348
30380000,18,78.9709,-18710.1,8.40572,0.3426
30385000,24,106.008,-18679.7,10.006,0.33548
30390000,26,104.142,-18679.4,17.8888,0.3664
30395000,22,95.5606,-18675.6,11.1885,0.3454
30400000,21,91.4639,-18678,9.45317,0.3216
30405000,22,95.229,-18671,7.56274,0.3442
30410000,19,77.8923,-18676,9.36296,0.3418
30415000,23,100.603,-18685.8,12.5005,0.357
30420000,23,102.004,-18675.3,13.4097,0.366
30425000,21,85.6387,-18670.1,15.159,0.3602
30430000,21,92.3725,-18669.8,12.66,0.3588
30435000,24,103.191,-18676.9,12.0069,0.354
30440000,19,78.3783,-18672.3,12.7094,0.3314
30445000,21,79.3634,-18671,22.5616,0.3476
30450000,23,106.26,-18690.7,11.5351,0.3424
30455000,24,112.065,-18687.8,13.6724,0.3602
30460000,23,109.863,-18675.5,11.1758,0.3442
30465000,21,99.0768,-18691.3,9.37904,0.3566
30470000,23,107.146,-18683.3,11.8676,0.3362
30475000,20,86.4924,-18674.8,10.0931,0.3322
30480000,27,114.523,-18656.1,17.2389,0.3338
30485000,25,123.098,-18680.9,13.1889,0.3678
30490000,26,112.02,-18673,13.4934,0.3522
30495000,26,114.041,-18681,14.3515,0.3808
30500000,32,156.273,-18679.7,14.383,0.3866
30505000,26,131.739,-18675.3,9.10611,0.367
30510000,24,108.388,-18676.9,11.9906,0.3714
30515000,29,134.522,-18660.4,17.8954,0.3462
30520000,32,142.025,-18661.7,16.2164,0.3534
30525000,29,133.907,-18652.3,12.5128,0.363
30530000,25,110.906,-18648.7,10.8117,0.359
30535000,30,136.099,-18633.2,16.5232,0.321
30540000,28,122.288,-18650,17.1671,0.3508
30545000,27,123.292,-18656.8,17.2078,0.3568
30550000,25,116.171,-18650.8,13.476,0.3576
30555000,30,135.605,-18664.2,19.903,0.369
30560000,28,149.308,-18661.1,7.51944,0.3702
30565000,26,124.056,-18661.5,7.22666,0.3798
30570000,23,97.2826,-18672.3,9.79587,0.3474
30575000,20,75.623,-18673.4,11.778,0.3452
30580000,24,91.4262,-18670.7,13.392,0.355
30585000,23,101.559,-18664.2,9.26932,0.3498
30590000,25,104.559,-18664.5,13.3966,0.352
30595000,25,98.9903,-18681.8,12.0924,0.3576
30600000,20,82.5731,-18678.2,9.05992,0.328
30605000,22,91.2277,-18693.7,9.56276,0.3296
30610000,25,101.1,-18663.3,12.4111,0.3578
30615000,28,112.209,-18682.9,17.6676,0.3598
30620000,26,124.212,-18678,14.7737,0.3654
30625000,23,95.7555,-18689.7,13.6007,0.351
30630000,23,98.5163,-18683.1,13.0363,0.342
30635000,21,101.254,-18689.9,10.8879,0.357
30640000,20,90.8047,-18685.2,10.5061,0.3304
30645000,23,95.4593,-18689.5,13.2399,0.3398
30650000,21,90.7507,-18677.3,12.0429,0.3352
30655000,20,84.3291,-18686.7,7.97168,0.3434
30660000,26,124.261,-18693.7,12.7093,0.3528
30665000,23,102.331,-18682.5,12.1503,0.361
30670000,22,87.019,-18683.5,12.6824,0.3388
30675000,19,86.2093,-18685.2,11.1874,0.3506
30680000,22,105.42,-18692.1,14.5237,0.3412
30685000,19,89.8918,-18699.4,9.06832,0.3522
30690000,23,105.478,-18696.6,13.1505,0.3766
30695000,26,127.543,-18686.3,11.4248,0.3588
30700000,24,113.355,-18680.5,14.5697,0.3658
30705000,22,107.484,-18684.5,10.7431,0.3534
30710000,23,122.919,-18689.3,9.84886,0.361
30715000,23,119.931,-18705.3,11.2847,0.3614
30720000,20,99.6611,-18687.5,9.00685,0.3222
30725000,22,104.503,-18684.6,16.3222,0.3566
30730000,19,85.9782,-18701.5,12.344,0.3678
30735000,21,100.382,-18713.3,9.64608,0.3556
30740000,22,103.872,-18716.7,14.1477,0.3846
30745000,16,71.391,-18703.2,7.51629,0.3616
30750000,24,116.756,-18700.3,11.2983,0.3648
30755000,21,87.1799,-18688.9,13.0413,0.3484
30760000,26,121.802,-18690.7,9.22069,0.3566
30765000,20,86.248,-18697.9,13.3556,0.3378
30770000,24,115.82,-18702.1,10.345,0.3304
30775000,28,135.855,-18701.5,12.9934,0.379
30780000,23,107.446,-18702.2,10.5486,0.3756
30785000,21,91.2357,-18682.1,10.0696,0.348
30790000,21,91.124,-18687.9,10.9811,0.34
30795000,19,80.9016,-18685.1,9.93473,0.3236
30800000,19,80.3762,-18687.8,11.0855,0.3252
30805000,17,75.8827,-18691.7,7.43836,0.32
30810000,18,70.4568,-18692.6,12.2672,0.3548
30815000,21,93.8501,-18700.2,9.77576,0.333
30820000,19,92.8726,-18705.2,7.47771,0.3568
30825000,19,82.2114,-18699.3,10.5071,0.363
30830000,19,78.3,-18701.5,11.2635,0.3536
30835000,19,83.4339,-18707.9,10.4165,0.3584
30840000,18,74.0165,-18698.9,8.61214,0.36
30845000,18,77.3121,-18710.7,9.68912,0.3328
30850000,21,97.7778,-18706.4,9.10949,0.3614
30855000,18,85.7379,-18704.4,6.84942,0.3654
30860000,25,124.043,-18695.9,13.6677,0.3666
30865000,16,67.5289,-18700.6,9.45209,0.3708
30870000,16,59.312,-18698,12.409,0.346
30875000,20,105.402,-18704.5,10.0246,0.3474
30880000,20,87.6166,-18698.5,10.5434,0.358
30885000,17,79.2744,-18703.6,10.67,0.3556
30890000,16,71.3168,-18691.3,8.69064,0.3402
30895000,21,92.4089,-18701.6,12.2334,0.3512
30900000,19,97.6687,-18697.2,7.20053,0.3406
30905000,18,79.8617,-18702.8,13.1538,0.338
30910000,25,127.535,-18689.9,12.2188,0.35
30915000,21,102.324,-18697.4,11.466,0.3738
30920000,17,74.4462,-18701.4,14.1306,0.361
30925000,22,119.313,-18696.1,9.6232,0.3534
30930000,20,92.7099,-18697.9,10.1436,0.3526
30935000,23,109.668,-18720.3,9.38808,0.358
30940000,20,106.584,-18695.3,7.72917,0.3274
30945000,18,80.4107,-18694.9,11.0221,0.3388
30950000,17,87.2468,-18709.8,8.45457,0.3346
30955000,20,90.5325,-18712.2,7.82656,0.338278
30960000,18,87.3936,-18718.7,8.41093,0.3335
30965000,21,108.925,-18715.5,13.093,0.3472
30970000,26,110.977,-18706.9,10.1154,0.339133
30975000,25,119.516,-18686.9,13.4464,0.3742
30980000,20,89.4561,-18714,10.7411,0.350933
30985000,24,121.825,-18711,11.0603,0.33
30990000,22,110.317,-18694.6,11.8052,0.377
30995000,24,121.801,-18689,10.4163,0.35
31000000,20,95.5601,-18696.1,11.5732,0.3526
31005000,21,100.529,-18701.3,9.66648,0.3434
31010000,26,137.435,-18694.8,12.6837,0.3672
31015000,28,135.863,-18688.6,22.2793,0.3674
31020000,24,123.098,-18692.1,10.3853,0.3524
31025000,29,156.118,-18694,9.51197,0.3512
31030000,24,114.493,-18685.4,17.4028,0.3556
31035000,21,101.104,-18694.6,10.3422,0.351
31040000,25,126.313,-18682.6,14.0626,0.3444
31045000,23,123.595,-18688.2,10.4986,0.3382
31050000,25,134.651,-18692.8,13.629,0.3626
31055000,27,150.326,-18698.4,11.2449,0.348
31060000,26,141.372,-18692.9,13.6635,0.3546
31065000,22,118.354,-18705.6,9.51215,0.3472
31070000,26,144.108,-18697.4,10.7274,0.3464
31075000,24,130.048,-18708.4,7.6469,0.3506
31080000,28,142.352,-18693.6,15.4115,0.3496
31085000,26,122.904,-18690.8,12.3316,0.3362
31090000,23,113.735,-18701.4,14.3577,0.3462
31095000,21,100.773,-18695.2,18.6216,0.351
31100000,27,138.573,-18702.8,14.1262,0.3476
31105000,27,151.772,-18716.3,12.0108,0.4028
31110000,22,116.061,-18717.7,8.82327,0.342486
31115000,16,70.9659,-18714.9,13.9576,0.3486
31120000,23,108.965,-18705.9,13.9266,0.3478
31125000,19,95.1294,-18705.3,8.07712,0.3436
31130000,23,128.305,-18717.6,9.81045,0.3716
31135000,21,109.388,-18723.9,10.1599,0.3714
31140000,21,93.7123,-18725.1,14.3944,0.34016
31145000,16,72.4169,-18702.3,7.85926,0.3566
31150000,19,99.3312,-18713.1,9.98279,0.343933
31155000,23,120.348,-18713.3,11.6045,0.3284
31160000,23,118.217,-18719.5,12.4173,0.3646
31165000,17,88.7043,-18711.7,10.4482,0.3294
31170000,20,99.2943,-18720.5,10.5296,0.3502
31175000,24,126.395,-18719,15.1447,0.3872
31180000,19,104.544,-18720.1,9.32524,0.386
31185000,21,116.107,-18719.8,9.38503,0.3756
31190000,21,109.661,-18708.1,9.34348,0.345644
31195000,18,90.6224,-18709.2,9.39329,0.3447
31200000,19,90.2186,-18710.1,12.1713,0.3589
31205000,21,117.931,-18705.4,7.47417,0.3551
31210000,23,121.853,-18708,13.2792,0.3462
31215000,21,107.459,-18704.7,15.309,0.3644
31220000,28,158.873,-18702.8,13.8923,0.373
31225000,28,138.129,-18692.5,19.8408,0.3562
31230000,25,132.591,-18690,10.6558,0.3616
31235000,25,134.126,-18691.8,14.6866,0.3412
31240000,20,108.32,-18689.5,11.9332,0.3408
31245000,20,104.418,-18693.6,9.27679,0.322
31250000,26,130.56,-18692.5,11.9187,0.3456
31255000,22,111.917,-18691.5,11.9657,0.3602
31260000,34,176.94,-18690.2,19.7332,0.3778
31265000,29,150.593,-18692.5,12.1611,0.3872
31270000,24,119.825,-18693.5,12.4139,0.3718
31275000,25,128.838,-18685.5,15.6425,0.3642
31280000,21,95.44,-18697.9,14.4182,0.3324
31285000,23,111.217,-18684.8,11.7209,0.3444
31290000,18,90.5935,-18706.7,6.95659,0.3486
31295000,21,109.171,-18698.7,10.6364,0.337
31300000,21,105.788,-18703.5,15.0424,0.3308
31305000,20,108.07,-18709.9,12.2215,0.3852
31310000,22,108.288,-18708.3,13.4572,0.3766
31315000,21,98.0447,-18708.7,12.7138,0.3826
31320000,22,108.528,-18697.4,10.1431,0.3552
31325000,25,126.285,-18706.7,16.5968,0.359
31330000,21,116.396,-18698.3,9.12244,0.3624
31335000,19,90.1568,-18702.1,8.76373,0.3546
31340000,23,120.562,-18698.8,11.2578,0.3402
31345000,25,131.543,-18701,11.3643,0.3478
31350000,22,115.376,-18691.1,7.41282,0.3504
31355000,21,90.4852,-18707,12.843,0.3392
31360000,25,137.602,-18707.8,12.5478,0.3652
31365000,22,113.137,-18706.7,12.3797,0.3554
31370000,24,109.348,-18703.8,11.9156,0.3486
31375000,22,109.386,-18697,10.1877,0.3492
31380000,24,120.351,-18698.8,10.0515,0.3704
31385000,23,117.369,-18713.3,9.7189,0.3592
31390000,22,110.119,-18707,12.231,0.3644
31395000,23,122.682,-18714.5,14.253,0.3596
31400000,26,140.571,-18699.3,11.5592,0.3658
31405000,25,135.755,-18695,12.8251,0.3926
31410000,20,102.604,-18707.6,10.4638,0.3768
31415000,22,108.884,-18699.3,13.5478,0.3642
31420000,20,100.372,-18698,12.2596,0.3472
31425000,27,131.056,-18677.7,10.8323,0.3466
31430000,24,108.993,-18690.5,9.50598,0.3886
31435000,27,143.97,-18675,15.4482,0.3544
31440000,25,135.152,-18680.9,13.5463,0.378
31445000,30,162.076,-18692,13.7587,0.3526
31450000,31,171.435,-18695.9,14.2467,0.3824
31455000,39,209.105,-18708.1,17.9123,0.3968
31460000,31,142.967,-18693.3,21.1629,0.398
31465000,25,128.006,-18679.9,12.0185,0.3666
31470000,25,127.4,-18685.9,12.0805,0.3628
31475000,23,119.913,-18680.1,14.4187,0.3584
31480000,18,89.3729,-18708.6,13.5072,0.3502
31485000,20,96.0532,-18704.4,9.39817,0.3314
31490000,19,100.55,-18695.4,11.4698,0.3474
31495000,28,148.571,-18705.9,12.302,0.3258
31500000,18,88.1978,-18699,8.31922,0.3532
31505000,24,122.239,-18699.7,10.3693,0.3408
31510000,22,111.958,-18698.2,11.2056,0.337
31515000,21,105.253,-18699.9,8.71648,0.3528
31520000,19,94.274,-18701.3,9.96854,0.363
31525000,25,122.563,-18700.4,14.1417,0.3334
31530000,20,113.321,-18685.1,7.06994,0.3506
31535000,26,141.401,-18690,13.3145,0.3618
31540000,22,122.306,-18692.1,12.7339,0.354
31545000,27,147.309,-18704.9,10.3422,0.3744
31550000,22,122.03,-18703.2,12.0892,0.3732
31555000,18,96.8374,-18716.2,9.94573,0.3532
31560000,19,100.547,-18717.5,10.3719,0.3254
31565000,23,119.904,-18711.6,14.3031,0.3432
31570000,23,126.435,-18706.8,10.9088,0.3684
31575000,26,138.312,-18715.2,14.7181,0.3662
31580000,23,121.944,-18712.3,13.7092,0.3522
31585000,26,133.692,-18706,13.0538,0.34
31590000,20,109.728,-18699.4,5.50731,0.366
31595000,21,106.793,-18719.5,12.9128,0.3422
31600000,22,117.604,-18706.5,13.9474,0.3482
31605000,23,114.917,-18701.1,18.0033,0.3524
31610000,17,80.2947,-18704.4,13.5455,0.3564
31615000,20,106.249,-18718.3,9.84488,0.3392
31620000,24,126.238,-18719.6,11.1744,0.3768
31625000,19,98.569,-18720.7,10.9353,0.353
31630000,20,97.8529,-18728.7,10.4916,0.327
31635000,18,87.8992,-18717.7,11.3628,0.337018
31640000,17,81.4274,-18711.4,9.45875,0.3363
31645000,19,94.2605,-18718.7,7.30929,0.3495
31650000,20,106.741,-18729.5,6.27405,0.3568
31655000,15,74.1064,-18718.7,7.43197,0.3348
31660000,18,87.7594,-18704.9,7.62303,0.3286
31665000,18,88.9578,-18724.9,6.50818,0.3476
31670000,17,87.1907,-18703.6,8.25957,0.3322
31675000,22,109.182,-18700.8,7.91075,0.354
31680000,19,88.6633,-18702.8,10.9661,0.3508
31685000,18,92.9899,-18700.5,6.81781,0.3488
31690000,21,108.53,-18692.8,10.2246,0.3492
31695000,26,127.319,-18687.7,13.0165,0.3716
31700000,21,103.696,-18676.8,9.0926,0.3554
31705000,26,120.65,-18692.3,11.5678,0.3516
31710000,23,110.348,-18691.8,17.024,0.3574
31715000,23,124.385,-18696.3,8.97867,0.3418
31720000,19,98.7157,-18691.7,7.86668,0.3708
31725000,21,105.92,-18700.3,13.0139,0.3464
31730000,19,95.4687,-18701.4,13.7741,0.3262
31735000,19,92.2868,-18698.2,12.4749,0.3264
31740000,25,113.559,-18693,15.2671,0.3344
31745000,26,133.251,-18691,11.0977,0.365
31750000,28,143.405,-18693,8.71363,0.3586
31755000,28,152.538,-18687.9,12.4733,0.365
31760000,25,131.384,-18687.2,17.2584,0.3588
31765000,25,132.476,-18708.6,7.68245,0.3592
31770000,21,107.329,-18711.2,9.64486,0.3452
31775000,21,102.919,-18695.3,8.83807,0.3518
31780000,24,116.152,-18686,12.053,0.3574
31785000,29,147.506,-18693.6,17.204,0.3656
31790000,18,79.1179,-18698.3,9.84584,0.345
31795000,21,98.4464,-18691.4,14.792,0.3408
31800000,19,87.4232,-18682.6,8.78378,0.3598
31805000,21,105.654,-18697.2,9.19162,0.3582
31810000,27,128.212,-18694.5,14.5491,0.374
31815000,26,130.031,-18682,12.6316,0.374
31820000,28,136.54,-18667.7,14.3222,0.3648
31825000,26,130.202,-18670.1,12.6533,0.3538
31830000,28,139.751,-18662.7,16.2905,0.3552
31835000,30,162.052,-18670.3,12.4605,0.3614
31840000,30,147.492,-18674,15.5697,0.3508
31845000,27,133.827,-18666.5,15.6762,0.358
31850000,30,154.307,-18679.8,21.0794,0.3524
31855000,27,143.139,-18697.6,13.6499,0.3714
31860000,22,112.895,-18682.4,9.84531,0.341038
31865000,20,100.037,-18714.6,7.04878,0.348
31870000,23,116.775,-18719.1,7.79996,0.3508
31875000,16,66.2893,-18716.7,12.4461,0.3726
31880000,23,103.172,-18713.6,9.39986,0.3556
31885000,22,105.467,-18683.8,8.81562,0.340567
31890000,23,109.76,-18686.7,12.8755,0.3414
31895000,20,98.2098,-18683.4,6.71187,0.3298
31900000,20,92.0695,-18713.1,11.5129,0.3393
31905000,23,119.751,-18684.9,11.2494,0.3485
31910000,27,144.395,-18695.5,15.271,0.3514
31915000,25,135.172,-18687.9,12.5475,0.3468
31920000,25,123.336,-18684,15.2653,0.356
31925000,27,145.047,-18692.4,10.2309,0.3544
31930000,18,90.7729,-18705,10.2468,0.3678
31935000,20,109.566,-18716.9,8.82912,0.359
31940000,21,114.147,-18712.7,9.56984,0.3476
31945000,22,115.881,-18705,14.0441,0.3536
31950000,23,128.167,-18716.8,10.5049,0.3702
