generation,N_shifts,logPrior,logLik,eventRate,acceptRate
6350000,20,88.016,-18678.2,11.327,0.3448
6355000,23,110.778,-18682.5,9.22566,0.3326
6360000,21,98.5918,-18695.7,9.11507,0.3348
6365000,24,120.057,-18687.6,9.96817,0.3384
6370000,26,130.59,-18695.1,16.8951,0.3582
6375000,22,98.9306,-18668.6,7.64884,0.342
6380000,24,110.097,-18666.8,12.7149,0.3342
6385000,31,157.633,-18678.7,10.8197,0.3506
6390000,29,130.282,-18682.5,18.1262,0.3542
6395000,23,100.511,-18668.7,14.4263,0.3602
6400000,23,115.465,-18669,8.88199,0.3342
6405000,28,136.807,-18671.4,11.2573,0.3538
6410000,32,149.148,-18680.5,22.5161,0.3596
6415000,31,161.876,-18690.4,15.786,0.3784
6420000,27,130.93,-18696.2,16.6297,0.368
6425000,26,125.582,-18673.3,11.552,0.3448
6430000,20,89.5235,-18678.6,11.9651,0.3312
6435000,22,107.007,-18680.7,9.69027,0.3292
6440000,23,109.33,-18666.2,10.9432,0.3494
6445000,24,112.142,-18685,12.9267,0.349
6450000,25,108.621,-18674.6,9.53746,0.3706
6455000,22,97.487,-18677.8,13.9123,0.3384
6460000,20,84.348,-18687.5,13.0722,0.3292
6465000,25,123.776,-18686.4,15.5878,0.3514
6470000,24,119.866,-18699.6,11.952,0.3654
6475000,31,153.721,-18699.9,12.7534,0.3616
6480000,27,128.787,-18690.5,11.3031,0.361
6485000,21,92.198,-18682.7,16.023,0.3712
6490000,20,102.321,-18684.5,11.7067,0.3564
6495000,18,78.2878,-18697.9,13.2167,0.3484
6500000,19,82.6024,-18702.5,11.1241,0.3382
6505000,20,91.9355,-18698.1,7.79234,0.3458
6510000,20,95.5173,-18708.9,8.32937,0.3488
6515000,23,119.073,-18693.5,12.0699,0.3724
6520000,20,86.8008,-18697.2,8.79209,0.3478
6525000,19,89.417,-18716.1,5.30661,0.361
6530000,18,83.3707,-18707.7,8.93048,0.3526
6535000,18,93.3774,-18716.8,8.57769,0.3618
6540000,18,82.3068,-18725.3,12.522,0.356
6545000,18,84.3779,-18724.9,9.43677,0.3598
6550000,20,95.8605,-18719.9,13.8947,0.357
6555000,17,79.2006,-18736.9,9.9945,0.3542
6560000,16,74.6227,-18717.2,9.10662,0.365
6565000,24,122.836,-18708.6,12.2213,0.3526
6570000,20,94.9131,-18720.5,14.5509,0.3888
6575000,20,80.1215,-18709.1,13.8232,0.3626
6580000,19,90.3539,-18701,12.0524,0.3594
6585000,16,82.3145,-18711.3,4.54662,0.3378
6590000,17,78.4204,-18694.8,11.6433,0.332
6595000,21,104.81,-18696.6,13.5582,0.3454
6600000,18,85.6602,-18713.4,6.70921,0.3606
6605000,16,78.2245,-18711.8,9.35651,0.3632
6610000,19,98.0631,-18702.6,12.1199,0.3394
6615000,24,122.629,-18704.3,12.4604,0.3442
6620000,23,122.218,-18706.1,9.90198,0.3574
6625000,25,124.88,-18705,13.835,0.3514
6630000,20,95.6783,-18701.4,12.3917,0.3226
6635000,24,127.592,-18708.1,14.6113,0.3544
6640000,20,100.536,-18713.3,11.676,0.3566
6645000,19,103.676,-18727.6,10.9839,0.3428
6650000,18,87.1588,-18716.6,10.8242,0.3348
6655000,23,112.252,-18721.3,12.2682,0.3596
6660000,20,94.6045,-18719.1,10.8395,0.331
6665000,22,103.816,-18714.9,15.5129,0.3546
6670000,17,71.9231,-18713.9,11.4598,0.3526
6675000,16,67.9824,-18704.3,12.0906,0.3406
6680000,19,76.8645,-18704.7,11.1368,0.3342
6685000,22,104.571,-18698.6,10.2292,0.3398
6690000,18,76.1695,-18695.3,8.76666,0.3478
6695000,19,92.0184,-18704.4,9.56355,0.3358
6700000,20,89.6744,-18698.3,12.4039,0.3498
6705000,22,119.284,-18700.3,10.3602,0.3646
6710000,23,114.537,-18708.8,11.1499,0.3504
6715000,18,88.693,-18707.9,7.44903,0.3464
6720000,23,121.381,-18709,9.81203,0.3472
6725000,22,111.26,-18709.2,10.9496,0.37
6730000,23,114.8,-18712.3,14.8793,0.3706
6735000,22,119.007,-18702.7,13.106,0.375
6740000,18,90.74,-18700.8,10.7713,0.3478
6745000,21,103.741,-18711.4,10.6438,0.3486
6750000,20,105.187,-18714.8,8.5033,0.3716
6755000,21,112.119,-18708.5,9.41636,0.36
6760000,23,122.721,-18699.6,11.0999,0.3722
6765000,19,105.156,-18695.4,9.09683,0.345
6770000,20,105.521,-18698.8,8.16794,0.3484
6775000,26,126.406,-18692.7,16.6936,0.3428
6780000,28,144.554,-18696.3,13.5993,0.3606
6785000,23,114.693,-18681.1,9.02137,0.3514
6790000,28,135.697,-18685.5,19.1557,0.3426
6795000,28,143.991,-18686.4,12.7152,0.3774
6800000,24,131.303,-18681.4,9.14925,0.3568
6805000,21,98.8512,-18686.8,13.8723,0.3438
6810000,22,106.086,-18689.5,10.1202,0.339
6815000,25,125.143,-18680.4,11.3892,0.363
6820000,24,119.614,-18684.1,10.2576,0.3634
6825000,25,125.392,-18672.8,15.7079,0.323
6830000,22,102.618,-18684.4,16.6432,0.3174
6835000,28,144.739,-18682.5,13.8953,0.3572
6840000,29,146.343,-18681.8,16.6012,0.3514
6845000,29,138.927,-18676.1,14.9873,0.3662
6850000,33,149.63,-18679.7,11.7383,0.374
6855000,27,131.012,-18680.7,11.657,0.3588
6860000,28,128.677,-18652.9,16.9496,0.3526
6865000,28,128.027,-18653.3,16.3102,0.3306
6870000,28,125.11,-18654,15.1489,0.3578
6875000,24,94.9809,-18665.8,15.2704,0.33
6880000,23,88.6971,-18660.2,9.44372,0.338
6885000,24,94.5461,-18661.2,14.69,0.351
6890000,26,116.867,-18673.5,15.7573,0.3574
6895000,25,118.087,-18669.3,14.9903,0.3438
6900000,25,119.576,-18674.1,10.4081,0.3552
6905000,21,91.1326,-18667.8,12.5352,0.338
6910000,29,136.324,-18667.9,14.2861,0.3344
6915000,28,136.227,-18668.8,8.94962,0.353
6920000,26,123.37,-18666.4,10.0836,0.3474
6925000,24,97.6844,-18676.6,15.3617,0.335
6930000,31,146.424,-18675.9,19.755,0.3602
6935000,28,107.816,-18667.9,19.2083,0.3532
6940000,29,116.984,-18656,15.5129,0.3504
6945000,33,151.321,-18662.3,14.9925,0.3718
6950000,34,152.337,-18643.7,14.7113,0.3818
6955000,26,102.653,-18642.8,13.7898,0.35
6960000,26,94.4981,-18657.8,12.4036,0.3664
6965000,22,79.6893,-18675.6,14.7757,0.3506
6970000,21,83.9469,-18683.4,7.96211,0.3408
6975000,19,70.1128,-18674.7,8.69791,0.3354
6980000,21,78.1986,-18670.6,10.0271,0.339
6985000,23,88.7996,-18674.3,12.3693,0.3622
6990000,24,97.1041,-18666.4,12.5834,0.327
6995000,22,82.6828,-18671.3,8.56816,0.333
7000000,19,76.854,-18672.9,6.8985,0.335
7005000,22,92.2977,-18674.6,11.5425,0.3314
7010000,28,134.042,-18678.4,11.3725,0.3692
7015000,27,111.118,-18673.7,11.9513,0.3698
7020000,28,105.473,-18689.2,19.6292,0.3728
7025000,30,138.034,-18670.5,12.8428,0.3706
7030000,23,94.0911,-18675.5,12.6539,0.3522
7035000,22,79.4619,-18673.9,17.8595,0.36
7040000,29,137.879,-18680.1,15.8113,0.3548
7045000,29,142.615,-18674.5,10.2305,0.3836
7050000,28,126.922,-18679.1,13.2693,0.3556
7055000,22,99.9914,-18673.6,10.821,0.3478
7060000,22,102.888,-18684.4,7.43696,0.3288
7065000,31,147.04,-18682.6,14.0575,0.3576
7070000,22,106.841,-18666.2,6.54621,0.3878
7075000,21,91.5436,-18695.5,9.99273,0.345
7080000,22,100.456,-18687.6,14.0361,0.3536
7085000,25,114.247,-18684.2,12.3794,0.344
7090000,18,83.5115,-18722.1,10.6741,0.330035
7095000,20,99.8219,-18720.5,8.135,0.3594
7100000,24,113.303,-18697.8,8.26856,0.3512
7105000,25,122.81,-18704.3,12.7743,0.37
7110000,21,100.906,-18704.9,11.2101,0.3564
7115000,20,81.8173,-18697.2,17.0489,0.3498
7120000,25,109.644,-18686.7,15.0698,0.3656
7125000,20,97.8006,-18689.6,6.6591,0.369
7130000,17,75.0439,-18698.2,10.6737,0.333086
7135000,21,94.4515,-18697.4,11.1851,0.3342
7140000,21,99.4946,-18695.3,7.46023,0.334
7145000,23,103.302,-18676.5,14.9399,0.3396
7150000,28,128.619,-18671.2,13.5174,0.3418
7155000,25,126.083,-18678.1,12.4094,0.3722
7160000,26,127.397,-18672.9,13.1423,0.358
7165000,24,117.999,-18679.9,10.5825,0.3704
7170000,23,97.5575,-18674.8,9.681,0.3528
7175000,23,112.729,-18695.7,10.5739,0.3602
7180000,23,106.707,-18686.1,12.0436,0.3582
7185000,30,136.434,-18696.6,14.0635,0.3684
7190000,23,110.09,-18684.9,15.8168,0.3692
7195000,24,115.55,-18683.2,12.8752,0.3594
7200000,23,113.89,-18687.8,11.6828,0.357
7205000,20,78.3937,-18693.7,15.9234,0.348
7210000,21,101.037,-18695.3,13.3906,0.3598
7215000,22,110.764,-18693.6,9.49747,0.3744
7220000,25,120.357,-18699.6,11.2261,0.3876
7225000,19,86.9424,-18701.1,11.815,0.3602
7230000,24,124.114,-18694,13.095,0.3522
7235000,23,119.958,-18700.2,9.56948,0.3618
7240000,24,111.696,-18692.7,11.6468,0.3424
7245000,19,103.088,-18714.2,7.79789,0.3434
7250000,22,111.75,-18698.6,13.2568,0.3434
7255000,18,83.9736,-18708.9,7.80192,0.3596
7260000,19,94.0511,-18697.8,13.8222,0.357
7265000,22,116.338,-18697.1,12.7566,0.3462
7270000,22,121.097,-18714.8,6.72791,0.3408
7275000,20,100.993,-18709.3,9.2864,0.3478
7280000,19,88.6353,-18690.4,9.31621,0.344
7285000,15,61.2333,-18703.2,6.51109,0.336161
7290000,21,97.5987,-18712.2,11.3889,0.3449
7295000,19,95.4202,-18695,12.8968,0.3256
7300000,22,104.198,-18698.2,15.0254,0.3484
7305000,24,124.575,-18702.5,9.53643,0.3516
7310000,22,107.71,-18700.4,11.2576,0.3542
7315000,22,104.564,-18706.2,8.06564,0.3582
7320000,19,78.7365,-18703.2,14.9043,0.3422
7325000,27,131.424,-18702.9,11.4204,0.3762
7330000,25,120.081,-18684.8,11.3889,0.3548
7335000,21,89.1376,-18686.6,11.2851,0.3638
7340000,24,99.3589,-18698.2,11.6095,0.3506
7345000,22,78.2897,-18694.2,10.5586,0.337883
7350000,22,103.935,-18699.2,11.2394,0.3592
7355000,25,116.912,-18699.4,14.6503,0.3588
7360000,21,86.0617,-18690.6,13.6693,0.3379
7365000,26,117.621,-18687.2,14.024,0.375
7370000,23,101.579,-18679,9.71539,0.3628
7375000,17,66.434,-18680.1,9.98632,0.3568
7380000,23,99.3676,-18682.9,10.8188,0.347
7385000,16,61.6794,-18690.9,6.05604,0.3422
7390000,18,69.5624,-18697.1,11.4974,0.3314
7395000,19,81.6395,-18690.4,9.90936,0.319
7400000,21,92.1777,-18694.3,10.1076,0.3342
7405000,21,93.451,-18686,11.6346,0.39
7410000,20,92.9425,-18695.1,7.49028,0.349
7415000,21,85.5692,-18694.4,15.0661,0.359
7420000,18,69.798,-18689.2,11.3859,0.3516
7425000,15,64.4436,-18699.5,7.03683,0.3409
7430000,22,87.0772,-18712.2,14.781,0.3492
7435000,18,77.0842,-18713.6,5.7351,0.3472
7440000,13,39.81,-18711.6,7.84514,0.33505
7445000,16,58.2102,-18701.4,8.30911,0.3294
7450000,17,78.2034,-18716,9.55197,0.365
7455000,14,41.0784,-18701.8,8.54167,0.33895
7460000,19,80.8701,-18709.9,8.56938,0.3612
7465000,18,72.1281,-18713.9,9.86163,0.3486
7470000,18,77.4357,-18711.7,6.89063,0.3398
7475000,18,86.2264,-18719.5,4.73484,0.3492
7480000,16,58.8009,-18709.4,7.53404,0.336
7485000,15,51.1485,-18722.4,7.02416,0.3378
7490000,21,87.7213,-18706.8,13.7463,0.359
7495000,19,83.7312,-18707.8,10.46,0.3476
7500000,21,92.5521,-18710.1,13.4361,0.3476
7505000,20,86.6166,-18713.5,14.0246,0.378
7510000,18,72.9762,-18709.5,7.50223,0.3614
7515000,22,106.207,-18716.6,6.32521,0.3756
7520000,19,94.9056,-18722.5,8.1924,0.3476
7525000,24,121.039,-18703.8,11.6939,0.3484
7530000,22,101.47,-18689.4,10.4367,0.3434
7535000,31,152.697,-18678.2,16.6209,0.3542
7540000,32,156.931,-18694.8,18.4758,0.375
7545000,27,133.458,-18683.9,11.8912,0.3804
7550000,29,140.052,-18669.6,11.1966,0.3768
7555000,24,118.792,-18683.7,10.826,0.377
7560000,27,136.122,-18692.2,11.8928,0.3634
7565000,31,152.856,-18693.1,13.8518,0.3676
7570000,26,127.352,-18691.6,14.5828,0.3832
7575000,23,114.174,-18687.9,8.74614,0.3742
7580000,23,105.56,-18692,16.938,0.3498
7585000,26,126.706,-18683.1,12.1756,0.3404
7590000,26,128.539,-18678,9.24653,0.3548
7595000,21,90.8501,-18687.8,13.2499,0.3402
7600000,22,105.2,-18696.3,9.6921,0.3284
7605000,21,94.3906,-18693,12.4324,0.3506
7610000,22,107.504,-18693.4,13.7518,0.3684
7615000,25,123.104,-18704.1,11.3661,0.3694
7620000,23,102.811,-18682.1,14.4635,0.3436
7625000,29,159.226,-18698.8,11.8935,0.3658
7630000,22,111.397,-18697.1,15.33,0.3692
7635000,21,107.503,-18700,8.58451,0.3742
7640000,23,107.607,-18697.6,11.2217,0.3542
7645000,22,102.192,-18698.6,12.4683,0.3498
7650000,27,135.662,-18677.6,11.414,0.3566
7655000,26,133.144,-18689.7,12.2575,0.3746
7660000,25,111.983,-18685.6,12.5644,0.3536
7665000,25,125.156,-18678.6,11.0183,0.3456
7670000,33,163.86,-18681,19.0978,0.3722
7675000,25,117.556,-18667.7,13.5429,0.3714
7680000,22,92.1184,-18672.6,14.5469,0.3638
7685000,23,107.636,-18697.1,11.3037,0.3694
7690000,22,101.733,-18693.9,11.116,0.3386
7695000,23,113.595,-18675.3,7.65855,0.3468
7700000,27,131.169,-18683.8,13.9931,0.3458
7705000,30,139.451,-18671.5,17.7874,0.367
7710000,22,99.865,-18664.1,12.0303,0.3434
7715000,23,116.433,-18682.6,12.2729,0.3624
7720000,28,143.197,-18675.7,15.1674,0.3706
7725000,23,111.247,-18680.4,13.2629,0.3492
7730000,21,94.9386,-18683.5,12.4012,0.3538
7735000,26,131.692,-18675.5,9.50744,0.3542
7740000,23,113.358,-18672.4,10.5704,0.3588
7745000,27,127.662,-18675.4,14.4989,0.3438
7750000,28,132.768,-18671.3,13.7686,0.354
7755000,30,139.162,-18671.6,20.2663,0.3704
7760000,27,122.748,-18665.1,16.2871,0.3634
7765000,26,123.936,-18678.1,16.0254,0.37
7770000,28,126.73,-18672.2,15.17,0.3526
7775000,22,105.002,-18657.3,8.56132,0.373
7780000,28,130.049,-18666.8,13.8609,0.3448
7785000,30,150.295,-18661.1,12.5624,0.3622
7790000,26,126.457,-18667.8,14.3525,0.375
7795000,22,110.137,-18691.3,10.4684,0.3654
7800000,19,84.7293,-18690.7,10.9686,0.352
7805000,27,135.044,-18696.8,12.5075,0.3682
7810000,26,109.142,-18693.4,17.6155,0.382
7815000,24,116.722,-18700.3,15.8163,0.3924
7820000,31,149.619,-18679,15.0374,0.3654
7825000,27,129.523,-18694.7,12.5657,0.3876
7830000,26,119.234,-18693.5,10.9329,0.3704
7835000,24,111.565,-18688.7,11.2453,0.3738
7840000,28,136.154,-18697.1,16.9639,0.3866
7845000,24,114.486,-18683.7,8.3317,0.3714
7850000,23,101.137,-18686.3,13.5389,0.3516
7855000,20,80.5262,-18703.7,13.9895,0.345
7860000,23,112.2,-18694.1,11.9083,0.346
7865000,22,108.064,-18711.4,12.459,0.344
7870000,17,83.4271,-18706.5,8.11597,0.3358
7875000,23,114.818,-18713.3,9.66586,0.3266
7880000,19,91.5436,-18718.2,10.1402,0.3544
7885000,19,90.7755,-18708.2,10.4382,0.341
7890000,17,79.902,-18710.7,7.03588,0.3562
7895000,14,58.8544,-18714,5.92799,0.331
7900000,15,57.5259,-18710.6,7.91691,0.351
7905000,16,80.5481,-18719.3,6.08321,0.3398
7910000,19,93.0514,-18714.6,9.98357,0.3488
7915000,19,98.9701,-18722.6,6.84962,0.340414
7920000,18,91.9704,-18728.8,8.74056,0.3588
7925000,16,82.7499,-18726,5.6261,0.343267
7930000,14,67.5074,-18727.5,4.5167,0.337
7935000,20,88.3636,-18715.3,10.2446,0.3576
7940000,15,71.1565,-18718.8,8.09295,0.3472
7945000,19,82.267,-18714.9,12.0615,0.3406
7950000,21,100.743,-18705.9,11.7167,0.3628
7955000,19,96.0394,-18694.6,10.1221,0.3536
7960000,21,104.73,-18698,11.3325,0.3566
7965000,17,72.2447,-18710.5,9.60594,0.3494
7970000,16,76.62,-18699,8.58699,0.3404
7975000,19,94.5958,-18708.5,6.25335,0.3408
7980000,20,96.7267,-18709.6,8.57579,0.3526
7985000,17,85.4218,-18716.8,8.94899,0.3562
7990000,19,88.0442,-18703.7,10.7139,0.3668
7995000,17,77.4587,-18693.9,9.22312,0.351
8000000,20,97.3545,-18711.7,12.3306,0.3436
8005000,17,82.9408,-18703.3,9.19018,0.3528
8010000,19,95.6036,-18702.8,7.31984,0.3382
8015000,22,108.857,-18713.2,9.11285,0.3548
8020000,16,69.7679,-18728.3,11.1211,0.33701
8025000,19,80.0942,-18712.6,13.0149,0.3452
8030000,14,65.5058,-18728,6.52426,0.338
8035000,12,58.6166,-18718.9,6.38302,0.3364
8040000,17,71.9307,-18718.2,9.02186,0.34712
8045000,21,98.6213,-18722.6,8.29532,0.3631
8050000,23,107.39,-18700.3,11.5108,0.3623
8055000,21,94.2027,-18710.5,12.0211,0.3662
8060000,16,63.6719,-18701.9,10.6642,0.3492
8065000,19,90.9191,-18710.3,9.02248,0.3538
8070000,16,71.87,-18693.9,9.60775,0.3352
8075000,21,96.3683,-18706.9,11.943,0.3426
8080000,20,88.5813,-18699.9,14.3162,0.3566
8085000,24,111.055,-18692,13.7011,0.3724
8090000,23,104.795,-18699.3,11.6369,0.3748
8095000,24,107.088,-18689.3,12.4943,0.3494
8100000,24,105.004,-18686.9,9.40558,0.3698
8105000,23,107.02,-18680.4,13.0853,0.3654
8110000,20,88.0007,-18682.5,9.00438,0.3366
8115000,22,102.685,-18701,12.3563,0.3392
8120000,21,101.46,-18698.2,10.8961,0.3684
8125000,21,98.602,-18701.1,11.877,0.3524
8130000,23,112.603,-18695.2,8.12462,0.3742
8135000,19,86.5362,-18684.2,10.4533,0.3496
8140000,25,123.79,-18696.9,8.85472,0.3616
8145000,19,85.4056,-18690.4,9.9963,0.3548
8150000,20,81.6655,-18681.1,9.43433,0.3354
8155000,21,90.0129,-18698.1,13.5462,0.355
8160000,19,88.5151,-18704,7.83361,0.3356
8165000,19,94.9778,-18705.5,6.39776,0.3606
8170000,20,97.5545,-18710,9.88182,0.3544
8175000,26,131.966,-18711.4,11.1237,0.3526
8180000,23,115.439,-18698.2,13.4486,0.3704
8185000,22,104.7,-18699.2,10.9656,0.3622
8190000,20,96.155,-18708.4,12.2,0.3624
8195000,19,91.6892,-18704.8,7.94189,0.3454
8200000,20,93.5838,-18696.7,15.7083,0.3458
8205000,20,91.626,-18698,10.3866,0.363
8210000,18,88.2299,-18681.6,6.02896,0.3186
8215000,22,102.459,-18696.3,10.083,0.323195
8220000,23,105.036,-18700.6,12.1244,0.3498
8225000,26,134.596,-18685.6,10.5367,0.363
8230000,19,84.0069,-18698,11.2094,0.3722
8235000,19,87.1536,-18692,11.0636,0.3224
8240000,20,95.2357,-18700.2,13.0935,0.343467
8245000,27,128.062,-18681.4,11.0815,0.3452
8250000,19,67.0087,-18687.9,10.1892,0.3684
8255000,22,107.078,-18691.3,12.744,0.343
8260000,22,106.77,-18685.1,11.6378,0.3464
8265000,20,97.8301,-18698.6,11.7821,0.3434
8270000,25,131.666,-18712.6,9.99655,0.3794
8275000,25,124.305,-18700,14.6513,0.3802
8280000,20,96.0489,-18706.9,8.01693,0.3512
8285000,23,110.387,-18701.8,13.1891,0.347
8290000,25,131.268,-18695.3,12.7331,0.3666
8295000,21,92.4775,-18709.6,12.0485,0.3736
8300000,19,90.8616,-18705.6,7.37485,0.3488
8305000,21,93.3607,-18701.2,9.56513,0.3636
8310000,22,112.714,-18713.5,8.8003,0.3494
8315000,20,93.577,-18699.4,14.5095,0.373
8320000,19,85.3706,-18692.6,9.75119,0.348771
8325000,15,61.8255,-18707.2,10.102,0.3412
8330000,18,75.6555,-18691.8,10.7362,0.3416
8335000,24,123.486,-18711.1,12.5536,0.3408
8340000,19,87.0199,-18705.3,10.81,0.3642
8345000,23,113.563,-18696.3,11.1907,0.3448
8350000,17,84.7735,-18707.9,13.2092,0.3544
8355000,18,82.5236,-18694.6,10.434,0.3326
8360000,21,109.686,-18688.9,8.91227,0.3414
8365000,17,77.8755,-18694.2,7.86322,0.3262
8370000,22,99.6144,-18697.6,11.1862,0.3478
8375000,19,83.1006,-18698.9,11.4616,0.3528
8380000,22,103.949,-18709.1,14.4217,0.3714
8385000,20,79.1662,-18705.6,11.3647,0.3832
8390000,20,98.2306,-18700.5,10.8279,0.349
8395000,20,88.916,-18698.1,12.2204,0.346
8400000,22,96.1424,-18694.5,14.352,0.348
8405000,21,97.2683,-18693.7,9.45567,0.3618
8410000,19,83.0044,-18692,9.6679,0.34775
8415000,21,91.6774,-18692,10.8699,0.3275
8420000,20,91.2288,-18672.6,11.622,0.3306
8425000,23,104.588,-18685.9,10.5755,0.3296
8430000,20,93.0952,-18690,8.40413,0.3296
8435000,24,107.904,-18692.5,12.0271,0.3672
8440000,21,98.0388,-18693.3,10.1719,0.3614
8445000,27,135.961,-18686.6,14.2264,0.3618
8450000,27,130.45,-18690.5,9.58779,0.367
8455000,30,148.843,-18691.3,17.2511,0.3888
8460000,23,113.68,-18686.8,9.95526,0.349
8465000,26,133.242,-18667.2,13.8363,0.3558
8470000,22,105.867,-18676.1,11.2556,0.3528
8475000,24,122.789,-18688.9,9.50587,0.3434
8480000,26,133.254,-18685.5,11.7996,0.3554
8485000,19,86.3737,-18695.1,10.3287,0.3712
8490000,21,94.1276,-18702.2,11.5569,0.3494
8495000,17,68.4507,-18691.7,7.15857,0.3312
8500000,20,99.7764,-18710.9,8.5418,0.340844
8505000,23,115.911,-18709.7,15.1539,0.3428
8510000,25,131.381,-18707,12.6858,0.361
8515000,25,133.731,-18703.9,7.37603,0.3794
8520000,23,126.365,-18705.3,11.4486,0.3446
8525000,20,101.928,-18689,9.49383,0.35
8530000,22,103.311,-18694.8,17.7159,0.3232
8535000,21,100.418,-18696.7,9.89084,0.3278
8540000,23,118.905,-18688.4,12.2107,0.3282
8545000,24,112.385,-18691,10.2787,0.3564
8550000,25,128.242,-18703.7,14.5456,0.3502
8555000,19,88.9771,-18686.3,9.69418,0.3406
8560000,15,64.1434,-18702.1,7.27193,0.339908
8565000,22,112.037,-18693.9,11.8909,0.3134
8570000,20,87.9862,-18696.2,10.2113,0.3244
8575000,20,96.2135,-18700.6,9.66254,0.3514
8580000,23,120.05,-18717.6,10.4579,0.3328
8585000,22,110.846,-18703,10.8315,0.3568
8590000,28,145.74,-18706.8,10.2775,0.3634
8595000,18,86.5343,-18721.3,10.5604,0.3544
8600000,17,83.9397,-18714.3,12.3109,0.3376
8605000,27,152.078,-18725.8,9.41152,0.359
8610000,23,125.754,-18710.4,11.2303,0.4012
8615000,22,119.497,-18719.3,10.6614,0.3736
8620000,18,85.9088,-18719.9,9.7164,0.3552
8625000,18,89.8002,-18706.2,7.54205,0.3212
8630000,18,76.993,-18703,11.3185,0.3222
8635000,17,77.0417,-18705,5.75622,0.3084
8640000,21,98.7688,-18713.8,10.8831,0.339484
8645000,26,131.277,-18719.3,11.5274,0.3558
8650000,19,90.5878,-18694.5,10.8914,0.312933
8655000,22,110.98,-18701.1,11.7678,0.3753
8660000,20,107.231,-18699.6,7.87359,0.3448
8665000,21,95.3401,-18704.2,16.2173,0.346
8670000,19,87.4015,-18706.7,11.9409,0.3344
8675000,23,116.12,-18701.2,11.3935,0.3598
8680000,25,127.495,-18704.2,14.9947,0.3634
8685000,24,133.789,-18705.5,7.01706,0.3674
8690000,26,136.291,-18694.5,17.7534,0.334875
8695000,27,134.22,-18709.9,11.3417,0.3688
8700000,19,85.5679,-18707.9,10.4689,0.3466
8705000,21,104.757,-18705.8,8.86439,0.336533
8710000,26,127.001,-18694.9,14.6226,0.343
8715000,27,134.355,-18670.5,15.1856,0.3828
8720000,28,135.611,-18677.6,16.8376,0.3664
8725000,22,100.871,-18686.7,9.0296,0.3454
8730000,31,155.071,-18684.2,16.0618,0.3636
8735000,21,108.671,-18684,5.29792,0.3508
8740000,24,117.002,-18686.6,10.5535,0.3518
8745000,24,119.871,-18658.8,9.9136,0.357
8750000,25,115.05,-18683.5,11.0913,0.3506
8755000,24,124.819,-18683.1,13.0875,0.3484
8760000,31,145.909,-18696,16.1284,0.3584
8765000,27,135.857,-18690.8,13.7347,0.3746
8770000,34,171.381,-18676.1,16.4388,0.3652
8775000,37,200.634,-18676,15.8543,0.3978
8780000,22,99.5628,-18691.4,11.6409,0.3728
8785000,25,121.6,-18673,11.314,0.3398
8790000,27,135.521,-18663.4,9.32989,0.3494
8795000,24,121.012,-18668.9,12.4219,0.3576
8800000,31,147.166,-18680.4,14.7405,0.366
8805000,27,124.02,-18673.2,14.5869,0.3512
8810000,30,153.313,-18672.3,13.4662,0.3562
8815000,33,170.076,-18668.2,16.896,0.397
8820000,30,158.798,-18679.1,13.6163,0.3638
8825000,35,175.283,-18670.6,20.4479,0.3788
8830000,31,144.619,-18665.8,16.774,0.3272
8835000,27,134.01,-18659.2,14.2986,0.3654
8840000,29,157.84,-18672,9.36119,0.3444
8845000,31,151.229,-18670.5,19.8974,0.3526
8850000,37,178.06,-18663.7,19.2302,0.361
8855000,36,176.117,-18662.3,19.9498,0.3694
8860000,29,143.897,-18665,14.271,0.3668
8865000,35,186.658,-18658.4,12.8826,0.3716
8870000,31,150.543,-18649.5,18.8377,0.3728
8875000,27,131.539,-18663.4,12.8333,0.3544
8880000,37,181.358,-18649.5,16.8078,0.358
8885000,35,168.928,-18663,13.7132,0.3724
8890000,32,142.506,-18655.4,17.3734,0.3588
8895000,32,157.96,-18671.9,12.9913,0.3492
8900000,37,190.714,-18677.8,16.852,0.3726
8905000,28,140.031,-18657.3,12.3446,0.3564
8910000,25,120.203,-18661.7,14.0965,0.3646
8915000,22,106.294,-18675.9,11.698,0.3472
8920000,28,136.922,-18674.7,15.5178,0.3628
8925000,22,103.002,-18675.2,7.44347,0.354
8930000,22,101.069,-18674.8,12.2302,0.3352
8935000,30,135.919,-18688.7,19.5535,0.362
8940000,26,123.874,-18685.7,15.0129,0.3932
8945000,23,116.641,-18676.4,7.97449,0.375
8950000,24,107.985,-18699.1,14.592,0.3666
8955000,21,102.781,-18690.1,9.98495,0.3616
8960000,23,110.05,-18694.1,10.6075,0.3392
8965000,22,97.8273,-18695.8,15.6568,0.3522
8970000,26,128.427,-18692,14.6127,0.3496
8975000,24,111.53,-18685.6,11.0982,0.3352
8980000,24,123.18,-18680.6,10.5558,0.368
8985000,23,109.516,-18693.7,14.3464,0.3562
8990000,20,83.7259,-18692.9,12.2972,0.3322
8995000,26,127.701,-18683.6,11.761,0.3468
9000000,24,113.281,-18688.2,13.2849,0.3588
9005000,24,102.636,-18685.4,11.5188,0.3592
9010000,23,113.215,-18682.9,11.9952,0.358
9015000,23,112.98,-18666.2,14.8017,0.36
9020000,20,94.9288,-18684.6,8.14306,0.3368
9025000,22,95.8072,-18675.3,15.3343,0.3424
9030000,24,113.082,-18681,16.9388,0.3594
9035000,24,118.585,-18682.6,11.3831,0.3572
