"","lambda_ClaDS","tiplabel"
"Anomaloglossus_kaiei",0.0551631071793093,"Anomaloglossus_kaiei"
"Anomaloglossus_degranvillei",0.0528435799161628,"Anomaloglossus_degranvillei"
"Anomaloglossus_isthminus",0.055258836028979,"Anomaloglossus_isthminus"
"Anomaloglossus_leopardus",0.0521416286318415,"Anomaloglossus_leopardus"
"Anomaloglossus_beebei",0.0512184936244182,"Anomaloglossus_beebei"
"Anomaloglossus_surinamensis",0.049976670416138,"Anomaloglossus_surinamensis"
"Anomaloglossus_roraima",0.0525641347174508,"Anomaloglossus_roraima"
"Anomaloglossus_rufulus",0.0499769816945915,"Anomaloglossus_rufulus"
"Anomaloglossus_tepuyensis",0.048710976434133,"Anomaloglossus_tepuyensis"
"Anomaloglossus_astralogaster",0.0454847562353116,"Anomaloglossus_astralogaster"
"Anomaloglossus_stepheni",0.047412301551089,"Anomaloglossus_stepheni"
"Anomaloglossus_ayarzaguenai",0.0441013504567031,"Anomaloglossus_ayarzaguenai"
"Anomaloglossus_baeobatrachus",0.0465701711542001,"Anomaloglossus_baeobatrachus"
"Anomaloglossus_murisipanensis",0.0472093740048884,"Anomaloglossus_murisipanensis"
"Anomaloglossus_moffetti",0.0450465119346654,"Anomaloglossus_moffetti"
"Anomaloglossus_wothuja",0.043183658603612,"Anomaloglossus_wothuja"
"Anomaloglossus_verbeeksnyderorum",0.0438390527189697,"Anomaloglossus_verbeeksnyderorum"
"Anomaloglossus_parkerae",0.0432175934641348,"Anomaloglossus_parkerae"
"Anomaloglossus_shrevei",0.0451557899222004,"Anomaloglossus_shrevei"
"Anomaloglossus_atopoglossus",0.0432933311346353,"Anomaloglossus_atopoglossus"
"Anomaloglossus_parimae",0.0382377834126426,"Anomaloglossus_parimae"
"Anomaloglossus_lacrimosus",0.0395974593671031,"Anomaloglossus_lacrimosus"
"Anomaloglossus_breweri",0.0400937993476452,"Anomaloglossus_breweri"
"Anomaloglossus_tamacuarensis",0.0407839280282758,"Anomaloglossus_tamacuarensis"
"Rheobates_pseudopalmatus",0.0409417378061382,"Rheobates_pseudopalmatus"
"Rheobates_palmatus",0.0414878832557898,"Rheobates_palmatus"
"Allobates_pittieri",0.0486150639826528,"Allobates_pittieri"
"Allobates_ignotus",0.0460148453797777,"Allobates_ignotus"
"Allobates_humilis",0.0494421866084849,"Allobates_humilis"
"Allobates_wayuu",0.0486620390716729,"Allobates_wayuu"
"Allobates_niputidea",0.0458527001102624,"Allobates_niputidea"
"Allobates_chalcopis",0.0449894643628259,"Allobates_chalcopis"
"Allobates_amissibilis",0.0478915559693371,"Allobates_amissibilis"
"Allobates_paleovarzensis",0.0446269452258979,"Allobates_paleovarzensis"
"Allobates_sumtuosus",0.042186158467787,"Allobates_sumtuosus"
"Allobates_trilineatus",0.0455910856762394,"Allobates_trilineatus"
"Allobates_cepedai",0.0538663184657377,"Allobates_cepedai"
"Allobates_sanmartini",0.0516564175130976,"Allobates_sanmartini"
"Allobates_subfolionidificans",0.0510747817987727,"Allobates_subfolionidificans"
"Allobates_conspicuus",0.0529172755733635,"Allobates_conspicuus"
"Allobates_melanolaemus",0.048613772548186,"Allobates_melanolaemus"
"Allobates_insperatus",0.0478346029420491,"Allobates_insperatus"
"Allobates_fratisenescus",0.050760394726571,"Allobates_fratisenescus"
"Allobates_algorei",0.0415128865299886,"Allobates_algorei"
"Allobates_granti",0.0409601259050639,"Allobates_granti"
"Allobates_grillisimilis",0.0414843263297216,"Allobates_grillisimilis"
"Allobates_ornatus",0.042323164417829,"Allobates_ornatus"
"Allobates_olfersioides",0.0403812619945453,"Allobates_olfersioides"
"Allobates_gasconi",0.0391553367258966,"Allobates_gasconi"
"Allobates_marchesianus",0.0401386351393369,"Allobates_marchesianus"
"Allobates_bromelicola",0.0406996377039534,"Allobates_bromelicola"
"Allobates_caribe",0.0406478392555115,"Allobates_caribe"
"Allobates_caeruleodactylus",0.0426237840196797,"Allobates_caeruleodactylus"
"Allobates_vanzolinius",0.0410692326458209,"Allobates_vanzolinius"
"Allobates_juanii",0.0422468290656094,"Allobates_juanii"
"Allobates_femoralis",0.0381677797545479,"Allobates_femoralis"
"Allobates_zaparo",0.0393419137668723,"Allobates_zaparo"
"Allobates_hodli",0.0389045109665535,"Allobates_hodli"
"Allobates_mandelorum",0.0407663363336741,"Allobates_mandelorum"
"Allobates_crombiei",0.0429208294104868,"Allobates_crombiei"
"Allobates_mcdiarmidi",0.0403268817343736,"Allobates_mcdiarmidi"
"Allobates_flaviventris",0.0420294311868735,"Allobates_flaviventris"
"Allobates_brunneus",0.0415958668674559,"Allobates_brunneus"
"Allobates_alessandroi",0.0405535236861858,"Allobates_alessandroi"
"Allobates_myersi",0.0379781548596779,"Allobates_myersi"
"Allobates_goianus",0.039542022102388,"Allobates_goianus"
"Allobates_masniger",0.040384083879231,"Allobates_masniger"
"Allobates_nidicola",0.0395526719331775,"Allobates_nidicola"
"Allobates_fuscellus",0.0378283187924027,"Allobates_fuscellus"
"Allobates_peruvianus",0.0365212396050768,"Allobates_peruvianus"
"Allobates_kingsburyi",0.0373081989209758,"Allobates_kingsburyi"
"Allobates_talamancae",0.0414257648365097,"Allobates_talamancae"
"Allobates_undulatus",0.0398575284497326,"Allobates_undulatus"
"Allobates_picachos",0.0376842775558873,"Allobates_picachos"
"Uperoleia_capitulata",0.0712269740994968,"Uperoleia_capitulata"
"Uperoleia_daviesae",0.0689479904096379,"Uperoleia_daviesae"
"Uperoleia_orientalis",0.0699546126475592,"Uperoleia_orientalis"
"Uperoleia_littlejohni",0.0659589622041534,"Uperoleia_littlejohni"
"Uperoleia_altissima",0.0736591573294142,"Uperoleia_altissima"
"Uperoleia_rugosa",0.0654841064028525,"Uperoleia_rugosa"
"Uperoleia_mimula",0.070931038790839,"Uperoleia_mimula"
"Uperoleia_stridera",0.0721886348138848,"Uperoleia_stridera"
"Uperoleia_lithomoda",0.0688418509569679,"Uperoleia_lithomoda"
"Uperoleia_martini",0.0692590476858733,"Uperoleia_martini"
"Uperoleia_trachyderma",0.0673844494435158,"Uperoleia_trachyderma"
"Uperoleia_aspera",0.070641454928652,"Uperoleia_aspera"
"Uperoleia_minima",0.0679741247290468,"Uperoleia_minima"
"Uperoleia_glandulosa",0.0646324611654858,"Uperoleia_glandulosa"
"Uperoleia_talpa",0.0666801959666437,"Uperoleia_talpa"
"Uperoleia_arenicola",0.070625858925289,"Uperoleia_arenicola"
"Uperoleia_russelli",0.0686138749058957,"Uperoleia_russelli"
"Uperoleia_inundata",0.0723774426490236,"Uperoleia_inundata"
"Uperoleia_crassa",0.0744106124569264,"Uperoleia_crassa"
"Uperoleia_borealis",0.0657168152881979,"Uperoleia_borealis"
"Uperoleia_mjobergii",0.0666253738986671,"Uperoleia_mjobergii"
"Uperoleia_marmorata",0.0658981537675624,"Uperoleia_marmorata"
"Uperoleia_micromeles",0.0650170551752921,"Uperoleia_micromeles"
"Uperoleia_micra",0.0676820425355885,"Uperoleia_micra"
"Uperoleia_fusca",0.0562446622107138,"Uperoleia_fusca"
"Uperoleia_laevigata",0.0582728105972189,"Uperoleia_laevigata"
"Uperoleia_tyleri",0.0603855209068612,"Uperoleia_tyleri"
"Spicospina_flammocaerulea",0.0552285727842485,"Spicospina_flammocaerulea"
"Pseudophryne_dendyi",0.0614811958124239,"Pseudophryne_dendyi"
"Pseudophryne_guentheri",0.0593196255593292,"Pseudophryne_guentheri"
"Pseudophryne_major",0.0611739142224278,"Pseudophryne_major"
"Pseudophryne_douglasi",0.0643547246131239,"Pseudophryne_douglasi"
"Pseudophryne_coriacea",0.0590329848509015,"Pseudophryne_coriacea"
"Pseudophryne_covacevichae",0.0599658265838748,"Pseudophryne_covacevichae"
"Pseudophryne_semimarmorata",0.0588132079704617,"Pseudophryne_semimarmorata"
"Pseudophryne_australis",0.0613687185902904,"Pseudophryne_australis"
"Pseudophryne_corroboree",0.0669833651153913,"Pseudophryne_corroboree"
"Pseudophryne_occidentalis",0.0608172947760884,"Pseudophryne_occidentalis"
"Pseudophryne_pengilleyi",0.0625279959810219,"Pseudophryne_pengilleyi"
"Pseudophryne_bibronii",0.0587338109398807,"Pseudophryne_bibronii"
"Pseudophryne_raveni",0.058869436177875,"Pseudophryne_raveni"
"Pseudophryne_robinsoni",0.0604247095188887,"Pseudophryne_robinsoni"
"Arenophryne_rotunda",0.0560278701344,"Arenophryne_rotunda"
"Arenophryne_xiphorhyncha",0.0527055627358739,"Arenophryne_xiphorhyncha"
"Metacrinia_nichollsi",0.0539205752019241,"Metacrinia_nichollsi"
"Myobatrachus_gouldii",0.0540469322962427,"Myobatrachus_gouldii"
"Crinia_pseudinsignifera",0.0525686929289209,"Crinia_pseudinsignifera"
"Crinia_subinsignifera",0.0597172351591622,"Crinia_subinsignifera"
"Crinia_insignifera",0.0569520315168362,"Crinia_insignifera"
"Crinia_sloanei",0.0543880397958998,"Crinia_sloanei"
"Crinia_glauerti",0.0532728949227993,"Crinia_glauerti"
"Crinia_georgiana",0.0515940876837966,"Crinia_georgiana"
"Crinia_flindersensis",0.0478093430374005,"Crinia_flindersensis"
"Crinia_riparia",0.0447413228245302,"Crinia_riparia"
"Crinia_signifera",0.0506040880940808,"Crinia_signifera"
"Crinia_parinsignifera",0.0490766376465395,"Crinia_parinsignifera"
"Crinia_tinnula",0.0454559385185966,"Crinia_tinnula"
"Crinia_deserticola",0.0467334871008456,"Crinia_deserticola"
"Crinia_bilingua",0.0481331450572193,"Crinia_bilingua"
"Crinia_remota",0.0475242320064459,"Crinia_remota"
"Crinia_fimbriata",0.045736010568439,"Crinia_fimbriata"
"Crinia_tasmaniensis",0.0430507759935655,"Crinia_tasmaniensis"
"Crinia_nimbus",0.0434356171908501,"Crinia_nimbus"
"Geocrinia_victoriana",0.0492867151375059,"Geocrinia_victoriana"
"Geocrinia_rosea",0.0479045918772749,"Geocrinia_rosea"
"Geocrinia_alba",0.0461454900146902,"Geocrinia_alba"
"Geocrinia_laevis",0.047906111914274,"Geocrinia_laevis"
"Geocrinia_leai",0.0461075890825927,"Geocrinia_leai"
"Geocrinia_lutea",0.0472818489167815,"Geocrinia_lutea"
"Geocrinia_vitellina",0.0468401557442488,"Geocrinia_vitellina"
"Assa_darlingtoni",0.0458316195291275,"Assa_darlingtoni"
"Paracrinia_haswelli",0.0455454393122144,"Paracrinia_haswelli"
"Taudactylus_acutirostris",0.0401359314293729,"Taudactylus_acutirostris"
"Taudactylus_pleione",0.0392411103652232,"Taudactylus_pleione"
"Taudactylus_diurnus",0.0392838785948443,"Taudactylus_diurnus"
"Taudactylus_liemi",0.0413998679757715,"Taudactylus_liemi"
"Taudactylus_rheophilus",0.0415654358843474,"Taudactylus_rheophilus"
"Taudactylus_eungellensis",0.0429732693042353,"Taudactylus_eungellensis"
"Mixophyes_coggeri",0.0513497670755875,"Mixophyes_coggeri"
"Mixophyes_carbinensis",0.0519286855248155,"Mixophyes_carbinensis"
"Mixophyes_hihihorlo",0.0507551815020773,"Mixophyes_hihihorlo"
"Mixophyes_schevilli",0.0513233589873609,"Mixophyes_schevilli"
"Mixophyes_balbus",0.0479006083414681,"Mixophyes_balbus"
"Mixophyes_fleayi",0.0489002682594713,"Mixophyes_fleayi"
"Mixophyes_iteratus",0.048362745610364,"Mixophyes_iteratus"
"Mixophyes_fasciolatus",0.0453062218377372,"Mixophyes_fasciolatus"
"Rheobatrachus_silus",0.0422280864506039,"Rheobatrachus_silus"
"Rheobatrachus_vitellinus",0.040983250306403,"Rheobatrachus_vitellinus"
"Limnodynastes_interioris",0.0586359383054431,"Limnodynastes_interioris"
"Limnodynastes_dumerilii",0.0615031529208509,"Limnodynastes_dumerilii"
"Limnodynastes_terraereginae",0.0642680416164984,"Limnodynastes_terraereginae"
"Limnodynastes_dorsalis",0.0601006365706493,"Limnodynastes_dorsalis"
"Limnodynastes_tasmaniensis",0.057116982002853,"Limnodynastes_tasmaniensis"
"Limnodynastes_peronii",0.0580047052736866,"Limnodynastes_peronii"
"Limnodynastes_fletcheri",0.055944945304821,"Limnodynastes_fletcheri"
"Limnodynastes_depressus",0.0551069937812005,"Limnodynastes_depressus"
"Limnodynastes_salmini",0.0571401738245228,"Limnodynastes_salmini"
"Limnodynastes_lignarius",0.0560604787027505,"Limnodynastes_lignarius"
"Limnodynastes_convexiusculus",0.0565609370494697,"Limnodynastes_convexiusculus"
"Philoria_frosti",0.0577676966664283,"Philoria_frosti"
"Philoria_sphagnicolus",0.0571850041587333,"Philoria_sphagnicolus"
"Philoria_kundagungan",0.0583230578705244,"Philoria_kundagungan"
"Philoria_richmondensis",0.0599001258304537,"Philoria_richmondensis"
"Philoria_loveridgei",0.0570685143040034,"Philoria_loveridgei"
"Philoria_pughi",0.0561928840374199,"Philoria_pughi"
"Adelotus_brevis",0.0532771182933064,"Adelotus_brevis"
"Platyplectrum_ornatum",0.0561180328904315,"Platyplectrum_ornatum"
"Lechriodus_aganoposis",0.058397745560751,"Lechriodus_aganoposis"
"Lechriodus_platyceps",0.0541420563867679,"Lechriodus_platyceps"
"Lechriodus_melanopyga",0.0551767517016426,"Lechriodus_melanopyga"
"Lechriodus_fletcheri",0.0548992379187528,"Lechriodus_fletcheri"
"Platyplectrum_spenceri",0.0538851504899514,"Platyplectrum_spenceri"
"Neobatrachus_albipes",0.0526527112247569,"Neobatrachus_albipes"
"Neobatrachus_fulvus",0.0512456409361756,"Neobatrachus_fulvus"
"Neobatrachus_aquilonius",0.0518402398656382,"Neobatrachus_aquilonius"
"Neobatrachus_kunapalari",0.0533812847735008,"Neobatrachus_kunapalari"
"Neobatrachus_wilsmorei",0.0518822181520003,"Neobatrachus_wilsmorei"
"Neobatrachus_pictus",0.0514652959560947,"Neobatrachus_pictus"
"Neobatrachus_sudelli",0.0498429871432966,"Neobatrachus_sudelli"
"Neobatrachus_pelobatoides",0.0514098793691788,"Neobatrachus_pelobatoides"
"Neobatrachus_sutor",0.0490243305348588,"Neobatrachus_sutor"
"Neobatrachus_centralis",0.0495713418263492,"Neobatrachus_centralis"
"Heleioporus_australiacus",0.0492588629066065,"Heleioporus_australiacus"
"Heleioporus_psammophilus",0.0522934380947378,"Heleioporus_psammophilus"
"Heleioporus_barycragus",0.0512494737924852,"Heleioporus_barycragus"
"Heleioporus_inornatus",0.0534796315771125,"Heleioporus_inornatus"
"Heleioporus_eyrei",0.0510200796175182,"Heleioporus_eyrei"
"Heleioporus_albopunctatus",0.0477815917975216,"Heleioporus_albopunctatus"
"Notaden_weigeli",0.0457219511885502,"Notaden_weigeli"
"Notaden_nichollsi",0.0461764164491932,"Notaden_nichollsi"
"Notaden_bennettii",0.0440845135088642,"Notaden_bennettii"
"Notaden_melanoscaphus",0.0466545043930452,"Notaden_melanoscaphus"
"Telmatobufo_australis",0.0390235903866921,"Telmatobufo_australis"
"Telmatobufo_venustus",0.0384695947334254,"Telmatobufo_venustus"
"Telmatobufo_bullocki",0.0373391381456499,"Telmatobufo_bullocki"
"Calyptocephalella_gayi",0.0369979652493495,"Calyptocephalella_gayi"
"Pseudophilautus_hypomelas",0.0973516702653118,"Pseudophilautus_hypomelas"
"Pseudophilautus_pardus",0.0984792863986993,"Pseudophilautus_pardus"
"Pseudophilautus_extirpo",0.0980622280977615,"Pseudophilautus_extirpo"
"Pseudophilautus_nanus",0.099199419406406,"Pseudophilautus_nanus"
"Pseudophilautus_adspersus",0.0930740406987021,"Pseudophilautus_adspersus"
"Pseudophilautus_malcolmsmithi",0.0956224447258293,"Pseudophilautus_malcolmsmithi"
"Pseudophilautus_pleurotaenia",0.0925473970406162,"Pseudophilautus_pleurotaenia"
"Pseudophilautus_oxyrhynchus",0.0906895161634337,"Pseudophilautus_oxyrhynchus"
"Pseudophilautus_asankai",0.0920649370826398,"Pseudophilautus_asankai"
"Pseudophilautus_hoffmanni",0.0944655864142748,"Pseudophilautus_hoffmanni"
"Pseudophilautus_ocularis",0.0905264704579063,"Pseudophilautus_ocularis"
"Pseudophilautus_silvaticus",0.0854327574079967,"Pseudophilautus_silvaticus"
"Pseudophilautus_macropus",0.0877570577270226,"Pseudophilautus_macropus"
"Pseudophilautus_annandalii",0.0824803022014987,"Pseudophilautus_annandalii"
"Pseudophilautus_zal",0.0920489392528679,"Pseudophilautus_zal"
"Pseudophilautus_singu",0.0883826716568905,"Pseudophilautus_singu"
"Pseudophilautus_mittermeieri",0.0805265934163392,"Pseudophilautus_mittermeieri"
"Pseudophilautus_decoris",0.0799146312385679,"Pseudophilautus_decoris"
"Pseudophilautus_temporalis",0.0832215047682018,"Pseudophilautus_temporalis"
"Pseudophilautus_cuspis",0.0850655158341206,"Pseudophilautus_cuspis"
"Pseudophilautus_maia",0.0960903020621076,"Pseudophilautus_maia"
"Pseudophilautus_halyi",0.089197792528332,"Pseudophilautus_halyi"
"Pseudophilautus_hallidayi",0.101095835216092,"Pseudophilautus_hallidayi"
"Pseudophilautus_stictomerus",0.0950325536543801,"Pseudophilautus_stictomerus"
"Pseudophilautus_tanu",0.096396207168574,"Pseudophilautus_tanu"
"Pseudophilautus_bambaradeniyai",0.0829506980707786,"Pseudophilautus_bambaradeniyai"
"Pseudophilautus_newtonjayawardanei",0.0812637923923361,"Pseudophilautus_newtonjayawardanei"
"Pseudophilautus_dimbullae",0.0822216040258903,"Pseudophilautus_dimbullae"
"Pseudophilautus_sirilwijesundarai",0.0809989494691531,"Pseudophilautus_sirilwijesundarai"
"Pseudophilautus_zorro",0.0832023004100407,"Pseudophilautus_zorro"
"Pseudophilautus_rus",0.080097636634371,"Pseudophilautus_rus"
"Pseudophilautus_dayawansai",0.0798207776544914,"Pseudophilautus_dayawansai"
"Pseudophilautus_procax",0.0851795961722595,"Pseudophilautus_procax"
"Pseudophilautus_limbus",0.0832112212119915,"Pseudophilautus_limbus"
"Pseudophilautus_chalazodes",0.0867841522695389,"Pseudophilautus_chalazodes"
"Pseudophilautus_simba",0.0853384003670757,"Pseudophilautus_simba"
"Pseudophilautus_schneideri",0.0789955614686508,"Pseudophilautus_schneideri"
"Pseudophilautus_silus",0.083253699872492,"Pseudophilautus_silus"
"Pseudophilautus_leucorhinus",0.0869079942792776,"Pseudophilautus_leucorhinus"
"Pseudophilautus_wynaadensis",0.0857749795422955,"Pseudophilautus_wynaadensis"
"Pseudophilautus_amboli",0.0893405437683416,"Pseudophilautus_amboli"
"Pseudophilautus_sordidus",0.0834911877044942,"Pseudophilautus_sordidus"
"Pseudophilautus_kani",0.0844113949994349,"Pseudophilautus_kani"
"Pseudophilautus_frankenbergi",0.088152553935054,"Pseudophilautus_frankenbergi"
"Pseudophilautus_folicola",0.0824053445669017,"Pseudophilautus_folicola"
"Pseudophilautus_sahai",0.0890958186753557,"Pseudophilautus_sahai"
"Pseudophilautus_nasutus",0.0878642812028646,"Pseudophilautus_nasutus"
"Pseudophilautus_viridis",0.0866922184433553,"Pseudophilautus_viridis"
"Pseudophilautus_schmarda",0.0977026607892146,"Pseudophilautus_schmarda"
"Pseudophilautus_hankeni",0.101937705156592,"Pseudophilautus_hankeni"
"Pseudophilautus_regius",0.103035700777102,"Pseudophilautus_regius"
"Pseudophilautus_flaviventris",0.112327006890218,"Pseudophilautus_flaviventris"
"Pseudophilautus_lunatus",0.10574915640482,"Pseudophilautus_lunatus"
"Pseudophilautus_sarasinorum",0.105560145294607,"Pseudophilautus_sarasinorum"
"Pseudophilautus_fergusonianus",0.099164669383989,"Pseudophilautus_fergusonianus"
"Pseudophilautus_rugatus",0.104704805681548,"Pseudophilautus_rugatus"
"Pseudophilautus_alto",0.102088374602503,"Pseudophilautus_alto"
"Pseudophilautus_manipurensis",0.105293541389821,"Pseudophilautus_manipurensis"
"Pseudophilautus_stuarti",0.105152474759482,"Pseudophilautus_stuarti"
"Pseudophilautus_popularis",0.107359474209544,"Pseudophilautus_popularis"
"Pseudophilautus_zimmeri",0.107214751446198,"Pseudophilautus_zimmeri"
"Pseudophilautus_eximius",0.107802868993294,"Pseudophilautus_eximius"
"Pseudophilautus_semiruber",0.102667595336869,"Pseudophilautus_semiruber"
"Pseudophilautus_cavirostris",0.0993655307313048,"Pseudophilautus_cavirostris"
"Pseudophilautus_poppiae",0.0998909547159685,"Pseudophilautus_poppiae"
"Pseudophilautus_femoralis",0.102247958176513,"Pseudophilautus_femoralis"
"Pseudophilautus_mooreorum",0.0984336062115321,"Pseudophilautus_mooreorum"
"Pseudophilautus_shillongensis",0.100428382011984,"Pseudophilautus_shillongensis"
"Pseudophilautus_stellatus",0.0899312449286217,"Pseudophilautus_stellatus"
"Pseudophilautus_hoipolloi",0.0865356777081918,"Pseudophilautus_hoipolloi"
"Pseudophilautus_puranappu",0.0915923100278442,"Pseudophilautus_puranappu"
"Pseudophilautus_caeruleus",0.0922874384821289,"Pseudophilautus_caeruleus"
"Pseudophilautus_karunarathnai",0.0925751656685342,"Pseudophilautus_karunarathnai"
"Pseudophilautus_microtympanum",0.107012168627182,"Pseudophilautus_microtympanum"
"Pseudophilautus_nemus",0.101748615808154,"Pseudophilautus_nemus"
"Pseudophilautus_fulvus",0.104449268275478,"Pseudophilautus_fulvus"
"Pseudophilautus_steineri",0.104020102107626,"Pseudophilautus_steineri"
"Pseudophilautus_samarakoon",0.108102663975606,"Pseudophilautus_samarakoon"
"Pseudophilautus_reticulatus",0.111266048112695,"Pseudophilautus_reticulatus"
"Pseudophilautus_abundus",0.109697802115198,"Pseudophilautus_abundus"
"Pseudophilautus_jagathgunawardanai",0.103410063926164,"Pseudophilautus_jagathgunawardanai"
"Pseudophilautus_papillosus",0.101359448678599,"Pseudophilautus_papillosus"
"Pseudophilautus_variabilis",0.0950192725105323,"Pseudophilautus_variabilis"
"Pseudophilautus_terebrans",0.0914969928371436,"Pseudophilautus_terebrans"
"Pseudophilautus_auratus",0.0751148732425173,"Pseudophilautus_auratus"
"Mercurana_myristicapalustris",0.0704382090709112,"Mercurana_myristicapalustris"
"Raorchestes_crustai",0.0725959629973636,"Raorchestes_crustai"
"Raorchestes_manohari",0.074213369174902,"Raorchestes_manohari"
"Raorchestes_travancoricus",0.0798507431591289,"Raorchestes_travancoricus"
"Raorchestes_luteolus",0.0742951247202036,"Raorchestes_luteolus"
"Raorchestes_chlorosomma",0.075931537511677,"Raorchestes_chlorosomma"
"Raorchestes_munnarensis",0.0734078724443868,"Raorchestes_munnarensis"
"Raorchestes_beddomii",0.0733256683112102,"Raorchestes_beddomii"
"Raorchestes_resplendens",0.0741835667100577,"Raorchestes_resplendens"
"Raorchestes_dubois",0.0734761639010894,"Raorchestes_dubois"
"Raorchestes_kadalarensis",0.0745184775446428,"Raorchestes_kadalarensis"
"Raorchestes_anili",0.0702620557491017,"Raorchestes_anili"
"Raorchestes_sushili",0.0652984260215803,"Raorchestes_sushili"
"Raorchestes_kaikatti",0.0719181613774284,"Raorchestes_kaikatti"
"Raorchestes_chotta",0.0710513317265115,"Raorchestes_chotta"
"Raorchestes_glandulosus",0.0611064216605318,"Raorchestes_glandulosus"
"Raorchestes_jayarami",0.0674589256300481,"Raorchestes_jayarami"
"Raorchestes_uthamani",0.0635614819668664,"Raorchestes_uthamani"
"Raorchestes_bobingeri",0.0661520162399786,"Raorchestes_bobingeri"
"Raorchestes_akroparallagi",0.0653223932881699,"Raorchestes_akroparallagi"
"Raorchestes_graminirupes",0.0667293844709219,"Raorchestes_graminirupes"
"Raorchestes_ochlandrae",0.06612897749699,"Raorchestes_ochlandrae"
"Raorchestes_nerostagona",0.0680179945270459,"Raorchestes_nerostagona"
"Raorchestes_charius",0.0618985078433884,"Raorchestes_charius"
"Raorchestes_ravii",0.0643510232665761,"Raorchestes_ravii"
"Raorchestes_griet",0.0623342468163924,"Raorchestes_griet"
"Raorchestes_coonoorensis",0.0660159404691104,"Raorchestes_coonoorensis"
"Raorchestes_tinniens",0.06437993728052,"Raorchestes_tinniens"
"Raorchestes_signatus",0.0612013619262152,"Raorchestes_signatus"
"Raorchestes_agasthyaensis",0.0652473890147257,"Raorchestes_agasthyaensis"
"Raorchestes_theuerkaufi",0.0620160836939035,"Raorchestes_theuerkaufi"
"Raorchestes_chromasynchysi",0.060975971785616,"Raorchestes_chromasynchysi"
"Raorchestes_marki",0.0655760237778501,"Raorchestes_marki"
"Raorchestes_johnceei",0.0663256956430567,"Raorchestes_johnceei"
"Raorchestes_longchuanensis",0.0649043649674512,"Raorchestes_longchuanensis"
"Raorchestes_menglaensis",0.0638185681558993,"Raorchestes_menglaensis"
"Raorchestes_gryllus",0.0633973230372653,"Raorchestes_gryllus"
"Raorchestes_bombayensis",0.0618322968263285,"Raorchestes_bombayensis"
"Raorchestes_parvulus",0.0671035353568408,"Raorchestes_parvulus"
"Raorchestes_tuberohumerus",0.0660791256720145,"Raorchestes_tuberohumerus"
"Raorchestes_ghatei",0.065498785076156,"Raorchestes_ghatei"
"Raorchestes_thodai",0.0563103540828826,"Raorchestes_thodai"
"Raorchestes_kakachi",0.0601749963076024,"Raorchestes_kakachi"
"Raorchestes_ponmudi",0.0629795094351741,"Raorchestes_ponmudi"
"Rhacophorus_bifasciatus",0.0649510054105669,"Rhacophorus_bifasciatus"
"Beddomixalus_bijui",0.0573722682748156,"Beddomixalus_bijui"
"Rhacophorus_depressus",0.0590342669631916,"Rhacophorus_depressus"
"Theloderma_chuyangsinense",0.0594692564692546,"Theloderma_chuyangsinense"
"Kurixalus_naso",0.0507523378343033,"Kurixalus_naso"
"Kurixalus_baliogaster",0.0531705722853135,"Kurixalus_baliogaster"
"Kurixalus_banaensis",0.0504757522289117,"Kurixalus_banaensis"
"Kurixalus_bisacculus",0.0559519642645534,"Kurixalus_bisacculus"
"Kurixalus_odontotarsus",0.0544773662011573,"Kurixalus_odontotarsus"
"Kurixalus_verrucosus",0.0527073219418427,"Kurixalus_verrucosus"
"Kurixalus_idiootocus",0.0542708329355153,"Kurixalus_idiootocus"
"Kurixalus_eiffingeri",0.0572473309965856,"Kurixalus_eiffingeri"
"Kurixalus_appendiculatus",0.0552939677904124,"Kurixalus_appendiculatus"
"Rhacophorus_robinsonii",0.0557347969899066,"Rhacophorus_robinsonii"
"Theloderma_moloch",0.059608521132191,"Theloderma_moloch"
"Philautus_kempii",0.0777748620567371,"Philautus_kempii"
"Philautus_namdaphaensis",0.0738850548270689,"Philautus_namdaphaensis"
"Philautus_petilus",0.0730666965498162,"Philautus_petilus"
"Philautus_juliandringi",0.0792802283165954,"Philautus_juliandringi"
"Philautus_umbra",0.071224258966176,"Philautus_umbra"
"Philautus_jacobsoni",0.0779710124943612,"Philautus_jacobsoni"
"Philautus_maosonensis",0.0812448776003981,"Philautus_maosonensis"
"Philautus_mjobergi",0.0699582453926506,"Philautus_mjobergi"
"Philautus_amoenus",0.0717404908660466,"Philautus_amoenus"
"Philautus_surdus",0.0720674424889205,"Philautus_surdus"
"Philautus_acutirostris",0.0683583858060772,"Philautus_acutirostris"
"Philautus_worcesteri",0.0715087654014391,"Philautus_worcesteri"
"Philautus_refugii",0.0638674860225727,"Philautus_refugii"
"Philautus_jerdonii",0.063486098812724,"Philautus_jerdonii"
"Philautus_similipalensis",0.0646266531859549,"Philautus_similipalensis"
"Philautus_petersi",0.067086848281066,"Philautus_petersi"
"Philautus_sanctisilvaticus",0.0658170652622716,"Philautus_sanctisilvaticus"
"Philautus_kakipanjang",0.064314328489606,"Philautus_kakipanjang"
"Philautus_tytthus",0.0700288797114851,"Philautus_tytthus"
"Philautus_disgregus",0.0646484014241903,"Philautus_disgregus"
"Philautus_davidlabangi",0.0646252953941708,"Philautus_davidlabangi"
"Philautus_poecilius",0.0670472754421581,"Philautus_poecilius"
"Philautus_cinerascens",0.0741942757621065,"Philautus_cinerascens"
"Philautus_acutus",0.0792426794489097,"Philautus_acutus"
