"","lambda_ClaDS","tiplabel"
"Physalaemus_soaresi",0.0591429803061328,"Physalaemus_soaresi"
"Physalaemus_biligonigerus",0.0597125399099065,"Physalaemus_biligonigerus"
"Physalaemus_caete",0.0612890242738691,"Physalaemus_caete"
"Physalaemus_gracilis",0.0590582971268342,"Physalaemus_gracilis"
"Physalaemus_barrioi",0.0598310723940283,"Physalaemus_barrioi"
"Physalaemus_riograndensis",0.0627518543272404,"Physalaemus_riograndensis"
"Physalaemus_obtectus",0.0637002575493558,"Physalaemus_obtectus"
"Physalaemus_insperatus",0.062270757314303,"Physalaemus_insperatus"
"Physalaemus_olfersii",0.0585534476737976,"Physalaemus_olfersii"
"Physalaemus_moreirae",0.0616636768499823,"Physalaemus_moreirae"
"Physalaemus_maculiventris",0.0622737053683637,"Physalaemus_maculiventris"
"Physalaemus_ephippifer",0.0658906395443894,"Physalaemus_ephippifer"
"Physalaemus_bokermanni",0.0614764438091927,"Physalaemus_bokermanni"
"Physalaemus_irroratus",0.0682947116824441,"Physalaemus_irroratus"
"Physalaemus_cuvieri",0.0703711051604512,"Physalaemus_cuvieri"
"Physalaemus_centralis",0.0601294381252884,"Physalaemus_centralis"
"Physalaemus_rupestris",0.0658252985068696,"Physalaemus_rupestris"
"Physalaemus_cuqui",0.0705798941585507,"Physalaemus_cuqui"
"Physalaemus_feioi",0.0650342134628378,"Physalaemus_feioi"
"Physalaemus_albonotatus",0.0640234260505413,"Physalaemus_albonotatus"
"Physalaemus_kroyeri",0.0608976474564631,"Physalaemus_kroyeri"
"Physalaemus_henselii",0.0626291987506758,"Physalaemus_henselii"
"Physalaemus_camacan",0.0604721693166754,"Physalaemus_camacan"
"Physalaemus_nanus",0.0625205663468911,"Physalaemus_nanus"
"Physalaemus_fischeri",0.0613917021145133,"Physalaemus_fischeri"
"Physalaemus_cicada",0.0688362788049612,"Physalaemus_cicada"
"Physalaemus_spiniger",0.0722610581435693,"Physalaemus_spiniger"
"Physalaemus_marmoratus",0.0674777253219404,"Physalaemus_marmoratus"
"Physalaemus_deimaticus",0.0670749989842592,"Physalaemus_deimaticus"
"Physalaemus_erythros",0.0674485602678666,"Physalaemus_erythros"
"Physalaemus_crombiei",0.070022645158065,"Physalaemus_crombiei"
"Physalaemus_signifer",0.0689279315075495,"Physalaemus_signifer"
"Physalaemus_atlanticus",0.0673604779806548,"Physalaemus_atlanticus"
"Physalaemus_erikae",0.0658451142516618,"Physalaemus_erikae"
"Physalaemus_fernandezae",0.0606445927284717,"Physalaemus_fernandezae"
"Physalaemus_santafecinus",0.0622390628035047,"Physalaemus_santafecinus"
"Physalaemus_maximus",0.0649956929291283,"Physalaemus_maximus"
"Physalaemus_orophilus",0.0657534925107271,"Physalaemus_orophilus"
"Physalaemus_angrensis",0.06950895134835,"Physalaemus_angrensis"
"Physalaemus_lateristriga",0.0648299380030767,"Physalaemus_lateristriga"
"Physalaemus_aguirrei",0.067348020599849,"Physalaemus_aguirrei"
"Eupemphix_nattereri",0.0647251628686221,"Eupemphix_nattereri"
"Physalaemus_albifrons",0.0627177408234643,"Physalaemus_albifrons"
"Physalaemus_lisei",0.065176393991782,"Physalaemus_lisei"
"Physalaemus_evangelistai",0.0669585625427736,"Physalaemus_evangelistai"
"Physalaemus_jordanensis",0.0652303800927166,"Physalaemus_jordanensis"
"Engystomops_randi",0.0577884975090982,"Engystomops_randi"
"Engystomops_montubio",0.0583906232478164,"Engystomops_montubio"
"Engystomops_guayaco",0.0546372109275756,"Engystomops_guayaco"
"Engystomops_coloradorum",0.0558174302650518,"Engystomops_coloradorum"
"Engystomops_puyango",0.0596005907070192,"Engystomops_puyango"
"Engystomops_pustulatus",0.0545469179428987,"Engystomops_pustulatus"
"Engystomops_petersi",0.0550730840085639,"Engystomops_petersi"
"Engystomops_freibergi",0.054677785357261,"Engystomops_freibergi"
"Engystomops_pustulosus",0.0565023087166665,"Engystomops_pustulosus"
"Edalorhina_perezi",0.0508534900569123,"Edalorhina_perezi"
"Edalorhina_nasuta",0.0519331438368657,"Edalorhina_nasuta"
"Somuncuria_somuncurensis",0.0527999058794044,"Somuncuria_somuncurensis"
"Pleurodema_cordobae",0.0536357284427624,"Pleurodema_cordobae"
"Pleurodema_kriegi",0.0532497822383491,"Pleurodema_kriegi"
"Pleurodema_bibroni",0.0527727467504847,"Pleurodema_bibroni"
"Pleurodema_bufoninum",0.0553145021930455,"Pleurodema_bufoninum"
"Pleurodema_thaul",0.054773180890197,"Pleurodema_thaul"
"Pleurodema_marmoratum",0.052707114782866,"Pleurodema_marmoratum"
"Pleurodema_nebulosum",0.0564695460140376,"Pleurodema_nebulosum"
"Pleurodema_guayapae",0.056617141451372,"Pleurodema_guayapae"
"Pleurodema_borellii",0.0512810475252071,"Pleurodema_borellii"
"Pleurodema_cinereum",0.0502500643874664,"Pleurodema_cinereum"
"Pleurodema_tucumanum",0.0505805233803893,"Pleurodema_tucumanum"
"Pleurodema_diplolister",0.0555659052617362,"Pleurodema_diplolister"
"Pleurodema_alium",0.0516398164674526,"Pleurodema_alium"
"Pleurodema_fuscomaculatum",0.0527401840533009,"Pleurodema_fuscomaculatum"
"Pleurodema_brachyops",0.0519465939851741,"Pleurodema_brachyops"
"Pseudopaludicola_falcipes",0.0464707433120412,"Pseudopaludicola_falcipes"
"Pseudopaludicola_canga",0.0452341354349632,"Pseudopaludicola_canga"
"Pseudopaludicola_murundu",0.0457952571391812,"Pseudopaludicola_murundu"
"Pseudopaludicola_mystacalis",0.0459981043359204,"Pseudopaludicola_mystacalis"
"Pseudopaludicola_llanera",0.044235684452055,"Pseudopaludicola_llanera"
"Pseudopaludicola_facureae",0.0440477261248186,"Pseudopaludicola_facureae"
"Pseudopaludicola_mineira",0.0461446062098835,"Pseudopaludicola_mineira"
"Pseudopaludicola_ternetzi",0.0495356554188082,"Pseudopaludicola_ternetzi"
"Pseudopaludicola_giarettai",0.0504269718083375,"Pseudopaludicola_giarettai"
"Pseudopaludicola_parnaiba",0.0468154347136498,"Pseudopaludicola_parnaiba"
"Pseudopaludicola_saltica",0.0459843732668934,"Pseudopaludicola_saltica"
"Pseudopaludicola_ameghini",0.0454222709384084,"Pseudopaludicola_ameghini"
"Pseudopaludicola_hyleaustralis",0.0462341804843787,"Pseudopaludicola_hyleaustralis"
"Pseudopaludicola_ceratophryes",0.0437040391099237,"Pseudopaludicola_ceratophryes"
"Pseudopaludicola_pusilla",0.0475307176324446,"Pseudopaludicola_pusilla"
"Pseudopaludicola_boliviana",0.0474049929634083,"Pseudopaludicola_boliviana"
"Nymphargus_megacheirus",0.104011938586852,"Nymphargus_megacheirus"
"Nymphargus_sucre",0.0934873040785228,"Nymphargus_sucre"
"Nymphargus_anomalus",0.104490475691128,"Nymphargus_anomalus"
"Nymphargus_luminosus",0.095643874359074,"Nymphargus_luminosus"
"Nymphargus_vicenteruedai",0.0995095869229825,"Nymphargus_vicenteruedai"
"Nymphargus_nephelophila",0.0963627688550156,"Nymphargus_nephelophila"
"Nymphargus_siren",0.0961805204302688,"Nymphargus_siren"
"Nymphargus_rosada",0.0954690478220708,"Nymphargus_rosada"
"Nymphargus_laurae",0.0901979441083194,"Nymphargus_laurae"
"Nymphargus_phenax",0.101641302105321,"Nymphargus_phenax"
"Nymphargus_griffithsi",0.0955840060006549,"Nymphargus_griffithsi"
"Nymphargus_lasgralarias",0.100621024693406,"Nymphargus_lasgralarias"
"Nymphargus_cochranae",0.0941418162992763,"Nymphargus_cochranae"
"Nymphargus_prasinus",0.0972864406289004,"Nymphargus_prasinus"
"Nymphargus_wileyi",0.101965497878306,"Nymphargus_wileyi"
"Nymphargus_ruizi",0.0902563267121484,"Nymphargus_ruizi"
"Nymphargus_chancas",0.0865445398532578,"Nymphargus_chancas"
"Nymphargus_chami",0.0893820209968626,"Nymphargus_chami"
"Nymphargus_puyoensis",0.0882588197408456,"Nymphargus_puyoensis"
"Nymphargus_ignotus",0.0898083464769634,"Nymphargus_ignotus"
"Nymphargus_mariae",0.0883461337315447,"Nymphargus_mariae"
"Nymphargus_grandisonae",0.0846933536192833,"Nymphargus_grandisonae"
"Nymphargus_truebae",0.116509327356411,"Nymphargus_truebae"
"Nymphargus_cariticommatus",0.131371272375905,"Nymphargus_cariticommatus"
"Nymphargus_luteopunctatus",0.113027305015441,"Nymphargus_luteopunctatus"
"Nymphargus_cristinae",0.118152410639163,"Nymphargus_cristinae"
"Nymphargus_ocellatus",0.117699809018368,"Nymphargus_ocellatus"
"Nymphargus_pluvialis",0.129133920061788,"Nymphargus_pluvialis"
"Nymphargus_posadae",0.116863975352191,"Nymphargus_posadae"
"Nymphargus_armatus",0.110281523077246,"Nymphargus_armatus"
"Nymphargus_buenaventura",0.0946091676040348,"Nymphargus_buenaventura"
"Nymphargus_spilotus",0.103432960206298,"Nymphargus_spilotus"
"Nymphargus_bejaranoi",0.10254047083062,"Nymphargus_bejaranoi"
"Nymphargus_garciae",0.0976112495808076,"Nymphargus_garciae"
"Nymphargus_mixomaculatus",0.0924682593917273,"Nymphargus_mixomaculatus"
"Nymphargus_oreonympha",0.0953954359245018,"Nymphargus_oreonympha"
"Centrolene_guanacarum",0.106568286525534,"Centrolene_guanacarum"
"Centrolene_hesperium",0.105986853824188,"Centrolene_hesperium"
"Centrolene_lynchi",0.113018822896185,"Centrolene_lynchi"
"Centrolene_sabini",0.099367139917842,"Centrolene_sabini"
"Centrolene_venezuelense",0.10862807103434,"Centrolene_venezuelense"
"Centrolene_muelleri",0.104276574196401,"Centrolene_muelleri"
"Centrolene_huilense",0.105460343644073,"Centrolene_huilense"
"Centrolene_altitudinale",0.11466235654936,"Centrolene_altitudinale"
"Centrolene_medemi",0.10249236523949,"Centrolene_medemi"
"Centrolene_notostictum",0.10745656061684,"Centrolene_notostictum"
"Centrolene_buckleyi",0.102625689808905,"Centrolene_buckleyi"
"Centrolene_ballux",0.100580476038437,"Centrolene_ballux"
"Centrolene_heloderma",0.101665844623299,"Centrolene_heloderma"
"Centrolene_pipilatum",0.0883831504583618,"Centrolene_pipilatum"
"Centrolene_hybrida",0.0894730282991696,"Centrolene_hybrida"
"Centrolene_bacatum",0.0912136115139998,"Centrolene_bacatum"
"Centrolene_paezorum",0.0862913929316924,"Centrolene_paezorum"
"Centrolene_condor",0.0887519544807501,"Centrolene_condor"
"Centrolene_solitaria",0.085513666765126,"Centrolene_solitaria"
"Centrolene_peristictum",0.0787975949969648,"Centrolene_peristictum"
"Centrolene_antioquiense",0.0759638760966612,"Centrolene_antioquiense"
"Centrolene_savagei",0.0841452109044884,"Centrolene_savagei"
"Centrolene_daidaleum",0.0786576353763993,"Centrolene_daidaleum"
"Centrolene_scirtetes",0.0821576642585833,"Centrolene_scirtetes"
"Centrolene_robledoi",0.0837152355242653,"Centrolene_robledoi"
"Centrolene_petrophilum",0.077560063429053,"Centrolene_petrophilum"
"Centrolene_geckoideum",0.0765374315394426,"Centrolene_geckoideum"
"Centrolene_quindianum",0.0739113898992265,"Centrolene_quindianum"
"Centrolene_lemniscatum",0.078170746053964,"Centrolene_lemniscatum"
"Rulyrana_saxiscandens",0.0913806740410994,"Rulyrana_saxiscandens"
"Rulyrana_tangarana",0.0948030060805073,"Rulyrana_tangarana"
"Rulyrana_flavopunctata",0.0944043034699521,"Rulyrana_flavopunctata"
"Rulyrana_spiculata",0.0906957829363517,"Rulyrana_spiculata"
"Rulyrana_mcdiarmidi",0.0933889181077946,"Rulyrana_mcdiarmidi"
"Rulyrana_susatamai",0.0904710094504058,"Rulyrana_susatamai"
"Rulyrana_adiazeta",0.0908726347145427,"Rulyrana_adiazeta"
"Rulyrana_erminea",0.0897483955736878,"Rulyrana_erminea"
"Centrolene_acanthidiocephalum",0.0868725035905223,"Centrolene_acanthidiocephalum"
"Sachatamia_orejuela",0.0678110756946621,"Sachatamia_orejuela"
"Sachatamia_ilex",0.0706674948224422,"Sachatamia_ilex"
"Sachatamia_punctulata",0.0725014185967699,"Sachatamia_punctulata"
"Sachatamia_albomaculata",0.0731602197084495,"Sachatamia_albomaculata"
"Centrolene_fernandoi",0.0779566047115045,"Centrolene_fernandoi"
"Centrolene_audax",0.0778038988989947,"Centrolene_audax"
"Centrolene_azulae",0.072947903239283,"Centrolene_azulae"
"Centrolene_durrellorum",0.0767146334668542,"Centrolene_durrellorum"
"Espadarana_prosoblepon",0.071625072794018,"Espadarana_prosoblepon"
"Espadarana_callistomma",0.0775642980957658,"Espadarana_callistomma"
"Espadarana_andina",0.0736479909408664,"Espadarana_andina"
"Centrolene_gemmatum",0.0726782670948324,"Centrolene_gemmatum"
"Centrolene_sanchezi",0.0727446177722932,"Centrolene_sanchezi"
"Chimerella_mariaelenae",0.0728501798647711,"Chimerella_mariaelenae"
"Cochranella_ritae",0.0797631613595791,"Cochranella_ritae"
"Cochranella_croceopodes",0.0764812174422851,"Cochranella_croceopodes"
"Cochranella_resplendens",0.078646106649565,"Cochranella_resplendens"
"Cochranella_granulosa",0.0767681023204704,"Cochranella_granulosa"
"Cochranella_xanthocheridia",0.0811468679296711,"Cochranella_xanthocheridia"
"Cochranella_mache",0.0783213576210897,"Cochranella_mache"
"Cochranella_euknemos",0.074150328368817,"Cochranella_euknemos"
"Cochranella_riveroi",0.078312327881233,"Cochranella_riveroi"
"Cochranella_litoralis",0.0764037156547122,"Cochranella_litoralis"
"Cochranella_nola",0.082756522713898,"Cochranella_nola"
"Cochranella_euhystrix",0.0859405340392869,"Cochranella_euhystrix"
"Cochranella_ramirezi",0.0805201388428387,"Cochranella_ramirezi"
"Cochranella_ocellifera",0.0809648209414971,"Cochranella_ocellifera"
"Cochranella_megista",0.0834803249270192,"Cochranella_megista"
"Cochranella_balionota",0.0785205113363195,"Cochranella_balionota"
"Cochranella_phryxa",0.0715364644616945,"Cochranella_phryxa"
"Cochranella_geijskesi",0.0752563378297135,"Cochranella_geijskesi"
"Cochranella_duidaeana",0.0764298777341021,"Cochranella_duidaeana"
"Cochranella_ametarsia",0.077852126341997,"Cochranella_ametarsia"
"Vitreorana_helenae",0.0555185465124538,"Vitreorana_helenae"
"Vitreorana_oyampiensis",0.0556190075969316,"Vitreorana_oyampiensis"
"Vitreorana_gorzulae",0.0572886914171312,"Vitreorana_gorzulae"
"Vitreorana_parvula",0.0566852031712689,"Vitreorana_parvula"
"Vitreorana_eurygnatha",0.05682680491786,"Vitreorana_eurygnatha"
"Vitreorana_castroviejoi",0.0596069392682816,"Vitreorana_castroviejoi"
"Vitreorana_antisthenesi",0.0555706593082793,"Vitreorana_antisthenesi"
"Vitreorana_uranoscopa",0.0615302345137865,"Vitreorana_uranoscopa"
"Teratohyla_midas",0.0594600837761018,"Teratohyla_midas"
"Teratohyla_adenocheira",0.0601569373235429,"Teratohyla_adenocheira"
"Teratohyla_spinosa",0.0618449829470266,"Teratohyla_spinosa"
"Teratohyla_pulverata",0.0595338229120305,"Teratohyla_pulverata"
"Teratohyla_amelie",0.0601156881895794,"Teratohyla_amelie"
"Ikakogi_tayrona",0.0681036546551997,"Ikakogi_tayrona"
"Hyalinobatrachium_petersi",0.0723668448022281,"Hyalinobatrachium_petersi"
"Hyalinobatrachium_lemur",0.0804186915966463,"Hyalinobatrachium_lemur"
"Hyalinobatrachium_mondolfii",0.0804166075588253,"Hyalinobatrachium_mondolfii"
"Hyalinobatrachium_ruedai",0.0754602512483673,"Hyalinobatrachium_ruedai"
"Hyalinobatrachium_munozorum",0.0784868827381884,"Hyalinobatrachium_munozorum"
"Hyalinobatrachium_guairarepanense",0.0660467324388447,"Hyalinobatrachium_guairarepanense"
"Hyalinobatrachium_carlesvilai",0.0712941252820926,"Hyalinobatrachium_carlesvilai"
"Hyalinobatrachium_kawense",0.0708251538574599,"Hyalinobatrachium_kawense"
"Hyalinobatrachium_tatayoi",0.0731670982276228,"Hyalinobatrachium_tatayoi"
"Hyalinobatrachium_fleischmanni",0.0685830812418664,"Hyalinobatrachium_fleischmanni"
"Hyalinobatrachium_duranti",0.0714292036584232,"Hyalinobatrachium_duranti"
"Hyalinobatrachium_esmeralda",0.0676288150849572,"Hyalinobatrachium_esmeralda"
"Hyalinobatrachium_ibama",0.0746727964605014,"Hyalinobatrachium_ibama"
"Hyalinobatrachium_pallidum",0.0758729718000984,"Hyalinobatrachium_pallidum"
"Hyalinobatrachium_fragile",0.0726744431959569,"Hyalinobatrachium_fragile"
"Hyalinobatrachium_orocostale",0.0708776300477739,"Hyalinobatrachium_orocostale"
"Hyalinobatrachium_orientale",0.0670631168459432,"Hyalinobatrachium_orientale"
"Hyalinobatrachium_taylori",0.0638971619480819,"Hyalinobatrachium_taylori"
"Hyalinobatrachium_cappellei",0.0663958963805407,"Hyalinobatrachium_cappellei"
"Hyalinobatrachium_tricolor",0.0635814670589365,"Hyalinobatrachium_tricolor"
"Hyalinobatrachium_iaspidiense",0.0660311902932494,"Hyalinobatrachium_iaspidiense"
"Hyalinobatrachium_vireovittatum",0.0655692294164253,"Hyalinobatrachium_vireovittatum"
"Hyalinobatrachium_talamancae",0.0629338901608598,"Hyalinobatrachium_talamancae"
"Hyalinobatrachium_bergeri",0.0666482469767749,"Hyalinobatrachium_bergeri"
"Hyalinobatrachium_chirripoi",0.0633842155471291,"Hyalinobatrachium_chirripoi"
"Hyalinobatrachium_colymbiphyllum",0.0604560480914996,"Hyalinobatrachium_colymbiphyllum"
"Hyalinobatrachium_pellucidum",0.0622617705032948,"Hyalinobatrachium_pellucidum"
"Hyalinobatrachium_aureoguttatum",0.0637214894145723,"Hyalinobatrachium_aureoguttatum"
"Hyalinobatrachium_mesai",0.0621516045587563,"Hyalinobatrachium_mesai"
"Hyalinobatrachium_valerioi",0.063567847496546,"Hyalinobatrachium_valerioi"
"Celsiella_vozmedianoi",0.0622682020226757,"Celsiella_vozmedianoi"
"Celsiella_revocata",0.0615245975270506,"Celsiella_revocata"
"Allophryne_ruthveni",0.0569388663353099,"Allophryne_ruthveni"
"Allophryne_resplendens",0.0556310137914644,"Allophryne_resplendens"
"Allophryne_relicta",0.0544575280521678,"Allophryne_relicta"
"Hyla_euphorbiacea",0.0799416716587636,"Hyla_euphorbiacea"
"Hyla_plicata",0.0786252557319798,"Hyla_plicata"
"Hyla_eximia",0.0795818205295366,"Hyla_eximia"
"Hyla_walkeri",0.0808794601046576,"Hyla_walkeri"
"Hyla_wrightorum",0.0753671478411912,"Hyla_wrightorum"
"Hyla_arenicolor",0.0723701158900626,"Hyla_arenicolor"
"Hyla_zhaopingensis",0.0724602158463199,"Hyla_zhaopingensis"
"Hyla_arboricola",0.0717468848890089,"Hyla_arboricola"
"Hyla_bocourti",0.0759240542083685,"Hyla_bocourti"
"Hyla_japonica",0.0695150670788758,"Hyla_japonica"
"Hyla_immaculata",0.0707807905951221,"Hyla_immaculata"
"Hyla_suweonensis",0.0730264302996732,"Hyla_suweonensis"
"Hyla_avivoca",0.0669554359858607,"Hyla_avivoca"
"Hyla_chrysoscelis",0.061851683662886,"Hyla_chrysoscelis"
"Hyla_versicolor",0.0632494123777669,"Hyla_versicolor"
"Hyla_femoralis",0.0659459276361812,"Hyla_femoralis"
"Hyla_ussuriensis",0.066464938402515,"Hyla_ussuriensis"
"Hyla_andersonii",0.0691925436536513,"Hyla_andersonii"
"Hyla_cinerea",0.0568659958809597,"Hyla_cinerea"
"Hyla_gratiosa",0.0587529069212829,"Hyla_gratiosa"
"Hyla_squirella",0.0587768068986125,"Hyla_squirella"
"Hyla_molleri",0.0621477562733077,"Hyla_molleri"
"Hyla_intermedia",0.0631301916251918,"Hyla_intermedia"
"Hyla_sarda",0.0603928726375918,"Hyla_sarda"
"Hyla_sanchiangensis",0.0618606860270774,"Hyla_sanchiangensis"
"Hyla_arborea",0.0627683699081592,"Hyla_arborea"
"Hyla_felixarabica",0.0641729026306803,"Hyla_felixarabica"
"Hyla_savignyi",0.060150454285296,"Hyla_savignyi"
"Hyla_orientalis",0.0590579721600963,"Hyla_orientalis"
"Hyla_hallowellii",0.0602834827988477,"Hyla_hallowellii"
"Hyla_simplex",0.0610389635367079,"Hyla_simplex"
"Hyla_melacaena",0.0615204974725556,"Hyla_melacaena"
"Hyla_meridionalis",0.0584111141885891,"Hyla_meridionalis"
"Hyla_tsinlingensis",0.0579642793353705,"Hyla_tsinlingensis"
"Hyla_annectans",0.0567035777004839,"Hyla_annectans"
"Hyla_chinensis",0.057295041309199,"Hyla_chinensis"
"Hyla_heinzsteinitzi",0.0585146614565867,"Hyla_heinzsteinitzi"
"Isthmohyla_tica",0.0528803069609463,"Isthmohyla_tica"
"Isthmohyla_calypsa",0.0545612374061351,"Isthmohyla_calypsa"
"Isthmohyla_picadoi",0.0529063643161263,"Isthmohyla_picadoi"
"Isthmohyla_rivularis",0.0558670250244639,"Isthmohyla_rivularis"
"Isthmohyla_insolita",0.0502958575923965,"Isthmohyla_insolita"
"Isthmohyla_pictipes",0.0499121297945268,"Isthmohyla_pictipes"
"Isthmohyla_lancasteri",0.0513798764754446,"Isthmohyla_lancasteri"
"Isthmohyla_infucata",0.0485245997910831,"Isthmohyla_infucata"
"Isthmohyla_debilis",0.0491255215904919,"Isthmohyla_debilis"
"Isthmohyla_xanthosticta",0.0447989409798172,"Isthmohyla_xanthosticta"
"Isthmohyla_zeteki",0.0476048629389005,"Isthmohyla_zeteki"
"Isthmohyla_graceae",0.0472213847882726,"Isthmohyla_graceae"
"Isthmohyla_pseudopuma",0.047685218070214,"Isthmohyla_pseudopuma"
"Isthmohyla_angustilineata",0.0461709587678171,"Isthmohyla_angustilineata"
"Smilisca_phaeota",0.0443667165412129,"Smilisca_phaeota"
"Smilisca_dentata",0.0498086170575286,"Smilisca_dentata"
"Smilisca_puma",0.048170779199243,"Smilisca_puma"
"Smilisca_cyanosticta",0.0502089804893203,"Smilisca_cyanosticta"
"Smilisca_fodiens",0.0480397160062105,"Smilisca_fodiens"
"Smilisca_sila",0.0457586709946703,"Smilisca_sila"
"Smilisca_sordida",0.048406631156589,"Smilisca_sordida"
"Smilisca_baudinii",0.0469132445868564,"Smilisca_baudinii"
"Triprion_petasatus",0.0454511715607071,"Triprion_petasatus"
"Anotheca_spinosa",0.0460018531338421,"Anotheca_spinosa"
"Diaglena_spatulata",0.0470438623824076,"Diaglena_spatulata"
"Tlalocohyla_smithii",0.0465239363545884,"Tlalocohyla_smithii"
"Tlalocohyla_picta",0.046877443640851,"Tlalocohyla_picta"
"Tlalocohyla_loquax",0.0470107542653987,"Tlalocohyla_loquax"
"Tlalocohyla_godmani",0.0467685475525366,"Tlalocohyla_godmani"
"Charadrahyla_nephila",0.050770075079272,"Charadrahyla_nephila"
"Charadrahyla_chaneque",0.0509417818545271,"Charadrahyla_chaneque"
"Charadrahyla_tecuani",0.0455559779678932,"Charadrahyla_tecuani"
"Charadrahyla_taeniopus",0.0498526072881402,"Charadrahyla_taeniopus"
"Charadrahyla_altipotens",0.0472719842066418,"Charadrahyla_altipotens"
"Charadrahyla_trux",0.0478671389953947,"Charadrahyla_trux"
"Megastomatohyla_nubicola",0.0582743221600152,"Megastomatohyla_nubicola"
"Megastomatohyla_mixe",0.0579924331869381,"Megastomatohyla_mixe"
"Megastomatohyla_pellita",0.0590947764328133,"Megastomatohyla_pellita"
"Megastomatohyla_mixomaculata",0.0576997421070855,"Megastomatohyla_mixomaculata"
"Duellmanohyla_schmidtorum",0.0799534769611546,"Duellmanohyla_schmidtorum"
"Ptychohyla_zophodes",0.0771142334090721,"Ptychohyla_zophodes"
"Ptychohyla_leonhardschultzei",0.0829865962153353,"Ptychohyla_leonhardschultzei"
"Ptychohyla_macrotympanum",0.078759429579602,"Ptychohyla_macrotympanum"
"Ptychohyla_sanctaecrucis",0.0774097612154669,"Ptychohyla_sanctaecrucis"
"Duellmanohyla_ignicolor",0.0749552529945634,"Duellmanohyla_ignicolor"
"Ptychohyla_euthysanota",0.0816875427053725,"Ptychohyla_euthysanota"
"Ptychohyla_hypomykter",0.070816678066585,"Ptychohyla_hypomykter"
"Duellmanohyla_lythrodes",0.0700229213389774,"Duellmanohyla_lythrodes"
"Ptychohyla_dendrophasma",0.0694903029540801,"Ptychohyla_dendrophasma"
"Ptychohyla_spinipollex",0.0679075922805276,"Ptychohyla_spinipollex"
"Ptychohyla_panchoi",0.0548976265232359,"Ptychohyla_panchoi"
"Duellmanohyla_rufioculis",0.0593320801527025,"Duellmanohyla_rufioculis"
"Ptychohyla_erythromma",0.0586542002709681,"Ptychohyla_erythromma"
"Duellmanohyla_uranochroa",0.0596210905977715,"Duellmanohyla_uranochroa"
"Ptychohyla_legleri",0.0563412852844071,"Ptychohyla_legleri"
"Ptychohyla_salvadorensis",0.0582523392159874,"Ptychohyla_salvadorensis"
"Duellmanohyla_chamulae",0.0595886929949794,"Duellmanohyla_chamulae"
"Duellmanohyla_soralia",0.0609138867555188,"Duellmanohyla_soralia"
"Bromeliohyla_dendroscarta",0.0596823225730346,"Bromeliohyla_dendroscarta"
"Bromeliohyla_bromeliacia",0.061118525130533,"Bromeliohyla_bromeliacia"
"Duellmanohyla_salvavida",0.0581426643311851,"Duellmanohyla_salvavida"
"Ptychohyla_acrochorda",0.0575453021241798,"Ptychohyla_acrochorda"
"Ecnomiohyla_echinata",0.0545694083725668,"Ecnomiohyla_echinata"
"Ecnomiohyla_phantasmagoria",0.0537090057996801,"Ecnomiohyla_phantasmagoria"
"Ecnomiohyla_valancifer",0.0557008165583922,"Ecnomiohyla_valancifer"
"Ecnomiohyla_miliaria",0.0554717344053543,"Ecnomiohyla_miliaria"
"Ecnomiohyla_minera",0.0573533685191357,"Ecnomiohyla_minera"
"Ecnomiohyla_fimbrimembra",0.0554518166561371,"Ecnomiohyla_fimbrimembra"
"Ecnomiohyla_tuberculosa",0.052554221403095,"Ecnomiohyla_tuberculosa"
"Ecnomiohyla_rabborum",0.0537094489304028,"Ecnomiohyla_rabborum"
"Ecnomiohyla_miotympanum",0.0534098803477493,"Ecnomiohyla_miotympanum"
"Ecnomiohyla_sukia",0.0542946933678059,"Ecnomiohyla_sukia"
"Ecnomiohyla_salvaje",0.0536895150591453,"Ecnomiohyla_salvaje"
"Ecnomiohyla_thysanota",0.0550347065566969,"Ecnomiohyla_thysanota"
"Plectrohyla_teuchestes",0.0918140594063857,"Plectrohyla_teuchestes"
"Plectrohyla_quecchi",0.0831625114757122,"Plectrohyla_quecchi"
"Plectrohyla_sabrina",0.0870562512293127,"Plectrohyla_sabrina"
"Plectrohyla_siopela",0.088020538250394,"Plectrohyla_siopela"
"Plectrohyla_celata",0.0808474369000322,"Plectrohyla_celata"
"Plectrohyla_calvicollina",0.0826663494931037,"Plectrohyla_calvicollina"
"Plectrohyla_hazelae",0.092628224156814,"Plectrohyla_hazelae"
"Plectrohyla_dasypus",0.0857732167424307,"Plectrohyla_dasypus"
"Plectrohyla_psarosema",0.0826353407042803,"Plectrohyla_psarosema"
"Plectrohyla_chryses",0.0890491323744235,"Plectrohyla_chryses"
"Plectrohyla_cyclada",0.0876976559482524,"Plectrohyla_cyclada"
"Plectrohyla_arborescandens",0.084899008746721,"Plectrohyla_arborescandens"
"Plectrohyla_pachyderma",0.0871026570099906,"Plectrohyla_pachyderma"
"Plectrohyla_calthula",0.0825266122138484,"Plectrohyla_calthula"
"Plectrohyla_pentheter",0.0842619809997139,"Plectrohyla_pentheter"
"Plectrohyla_bistincta",0.0836397266931899,"Plectrohyla_bistincta"
"Plectrohyla_charadricola",0.0784569261298926,"Plectrohyla_charadricola"
"Plectrohyla_miahuatlanensis",0.0846933863109335,"Plectrohyla_miahuatlanensis"
"Plectrohyla_ameibothalame",0.0862616802017969,"Plectrohyla_ameibothalame"
"Plectrohyla_thorectes",0.0845138911546254,"Plectrohyla_thorectes"
